LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738263929.329335,177261.000,25684,2,RD,1,100,TL
1738263929.329335,177261.000,25684,2,RD,1,100,TU
1738263931.886437,179818.000,26523,2,RD,1,100,TL
1738263934.443539,182375.000,26523,2,RD,1,100,TU
1738263936.996141,184927.500,27358,2,RD,1,100,TL
1738263939.548743,187480.000,27358,2,RD,1,100,TU
1738263942.119345,190050.500,28218,2,RD,1,100,TL
1738263944.689948,192621.000,28218,2,RD,1,100,TU
1738263947.253550,195184.500,29055,2,RD,1,100,TL
1738263949.817153,197748.000,29055,2,RD,1,100,TU
1738263952.384255,200315.000,29894,2,RD,1,100,TL
1738263954.951358,202882.000,29894,2,RD,1,100,TU
1738263957.519460,205450.000,30735,2,RD,1,100,TL
1738263960.087563,208018.000,30735,2,RD,1,100,TU
1738263962.640665,210571.000,31581,2,RD,1,100,TL
1738263965.193767,213124.000,31581,2,RD,1,100,TU
1738263967.747369,215677.500,32420,2,RD,1,100,TL
1738263970.300971,218231.000,32420,2,RD,1,100,TU
1738263972.872573,220802.500,33279,2,RD,1,100,TL
1738263975.444176,223374.000,33279,2,RD,1,100,TU
1738263978.006278,225936.000,34116,2,RD,1,100,TL
1738263980.568380,228498.000,34116,2,RD,1,100,TU
1738263983.132483,231062.000,34962,2,RD,1,100,TL
1738263985.696585,233626.000,34962,2,RD,1,100,TU
1738263988.261187,236190.500,35809,2,RD,1,100,TL
1738263990.825790,238755.000,35809,2,RD,1,100,TU
1738263993.381392,241310.500,36635,2,RD,1,100,TL
1738263995.936994,243866.000,36635,2,RD,1,100,TU
1738263998.495096,246424.000,37482,2,RD,1,100,TL
1738264001.053198,248982.000,37482,2,RD,1,100,TU
1738264003.615300,251544.000,38327,2,RD,1,100,TL
1738264006.177402,254106.000,38327,2,RD,1,100,TU
1738264008.735505,256664.000,39165,2,RD,1,100,TL
1738264011.293607,259222.000,39165,2,RD,1,100,TU
1738264013.854709,261783.000,40011,2,RD,1,100,TL
1738264016.415811,264344.000,40011,2,RD,1,100,TU
1738264018.975914,266904.000,40850,2,RD,1,100,TL
1738264021.536016,269464.000,40850,2,RD,1,100,TU
1738264024.090618,272018.500,41695,2,RD,1,100,TL
1738264026.645220,274573.000,41695,2,RD,1,100,TU
1738264029.214322,277142.000,42538,2,RD,1,100,TL
1738264031.783425,279711.000,42538,2,RD,1,100,TU
1738264034.343527,282271.000,43377,2,RD,1,100,TL
1738264036.903629,284831.000,43377,2,RD,1,100,TU
1738264039.464731,287392.000,44213,2,RD,1,100,TL
1738264042.025834,289953.000,44213,2,RD,1,100,TU
1738264044.591936,292519.000,45054,2,RD,1,100,TL
1738264047.158039,295085.000,45054,2,RD,1,100,TU
1738264049.726141,297653.000,45896,2,RD,1,100,TL
1738264052.294244,300221.000,45896,2,RD,1,100,TU
1738264054.848845,302775.500,46739,2,RD,1,100,TL
1738264057.403447,305330.000,46739,2,RD,1,100,TU
1738264059.962550,307889.000,47581,2,RD,1,100,TL
1738264062.521652,310448.000,47581,2,RD,1,100,TU
1738264065.087754,313014.000,48425,2,RD,1,100,TL
1738264067.653857,315580.000,48425,2,RD,1,100,TU
1738264070.208459,318134.500,49266,2,RD,1,100,TL
1738264072.763061,320689.000,49266,2,RD,1,100,TU
1738264075.326163,323252.000,50107,2,RD,1,100,TL
1738264077.889265,325815.000,50107,2,RD,1,100,TU
1738264080.455368,328381.000,50953,2,RD,1,100,TL
1738264083.021470,330947.000,50953,2,RD,1,100,TU
1738264085.584072,333509.500,51800,2,RD,1,100,TL
1738264088.146675,336072.000,51800,2,RD,1,100,TU
1738264090.712277,338637.500,52646,2,RD,1,100,TL
1738264093.277879,341203.000,52646,2,RD,1,100,TU
1738264095.837982,343763.000,53496,2,RD,1,100,TL
1738264098.398084,346323.000,53496,2,RD,1,100,TU
1738264100.968687,348893.500,54341,2,RD,1,100,TL
1738264103.539289,351464.000,54341,2,RD,1,100,TU
1738264106.105392,354030.000,55180,2,RD,1,100,TL
1738264108.671494,356596.000,55180,2,RD,1,100,TU
1738264111.234096,359158.500,56021,2,RD,1,100,TL
1738264113.796699,361721.000,56021,2,RD,1,100,TU
1738264116.358301,364282.500,56870,2,RD,1,100,TL
1738264118.919903,366844.000,56870,2,RD,1,100,TU
1738264121.485506,369409.500,57709,2,RD,1,100,TL
1738264124.051108,371975.000,57709,2,RD,1,100,TU
1738264126.607710,374531.500,58549,2,RD,1,100,TL
1738264129.164312,377088.000,58549,2,RD,1,100,TU
1738264131.730415,379654.000,59387,2,RD,1,100,TL
1738264134.296517,382220.000,59387,2,RD,1,100,TU
1738264136.857619,384781.000,60226,2,RD,1,100,TL
1738264139.418721,387342.000,60226,2,RD,1,100,TU
1738264141.987324,389910.500,61069,2,RD,1,100,TL
1738264144.555927,392479.000,61069,2,RD,1,100,TU
1738264147.117029,395040.000,61905,2,RD,1,100,TL
1738264149.678131,397601.000,61905,2,RD,1,100,TU
1738264152.243733,400166.500,62747,2,RD,1,100,TL
1738264154.809336,402732.000,62747,2,RD,1,100,TU
1738264157.368938,405291.500,63589,2,RD,1,100,TL
1738264159.928540,407851.000,63589,2,RD,1,100,TU
1738264162.492643,410415.000,64433,2,RD,1,100,TL
1738264165.056745,412979.000,64433,2,RD,1,100,TU
1738264167.616347,415538.500,65276,2,RD,1,100,TL
1738264170.175949,418098.000,65276,2,RD,1,100,TU
1738264172.744052,420666.000,583,2,RD,1,100,TL
1738264175.312154,423234.000,583,2,RD,1,100,TU
1738264177.865256,425787.000,1425,2,RD,1,100,TL
1738264180.418358,428340.000,1425,2,RD,1,100,TU
1738264182.972960,430894.500,2268,2,RD,1,100,TL
1738264185.527562,433449.000,2268,2,RD,1,100,TU
1738264188.097665,436019.000,3122,2,RD,1,100,TL
1738264190.667767,438589.000,3122,2,RD,1,100,TU
