LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1738263926.946240,174878.000,25285,2,EL,1,100,26560.599609
1738263926.946240,174878.000,25285,2,EL,1,100,26561.000000
1738263927.013242,174945.000,25302,1,EL,1,100,26561.000000
1738263927.079745,175011.500,25318,2,EL,1,100,26561.000000
1738263927.146248,175078.000,25318,2,EL,1,100,26560.800781
1738263927.213250,175145.000,25336,1,EL,1,100,26561.000000
1738263927.279753,175211.500,25355,2,EL,1,100,26561.000000
1738263927.346256,175278.000,25355,2,EL,1,100,26561.000000
1738263927.413258,175345.000,25372,1,EL,1,100,26561.000000
1738263927.479761,175411.500,25389,2,EL,1,100,26561.000000
1738263927.546264,175478.000,25389,2,EL,1,100,26560.800781
1738263927.613266,175545.000,25406,1,EL,1,100,26561.000000
1738263927.679769,175611.500,25421,2,EL,1,100,26560.599609
1738263927.746272,175678.000,25421,2,EL,1,100,26560.800781
1738263927.813274,175745.000,25438,1,EL,1,100,26561.000000
1738263927.879777,175811.500,25455,2,EL,1,100,26561.000000
1738263927.946280,175878.000,25455,2,EL,1,100,26561.000000
1738263928.013282,175945.000,25472,1,EL,1,100,26561.000000
1738263928.079785,176011.500,25488,2,EL,1,100,26561.000000
1738263928.146288,176078.000,25488,2,EL,1,100,26561.000000
1738263928.213290,176145.000,25505,2,EL,1,100,26560.800781
1738263928.280293,176212.000,25505,2,EL,1,100,26561.000000
1738263928.346296,176278.000,25521,1,EL,1,100,26561.000000
1738263928.413298,176345.000,25538,2,EL,1,100,26560.800781
1738263928.480301,176412.000,25538,2,EL,1,100,26561.000000
1738263928.546304,176478.000,25555,1,EL,1,100,26561.000000
1738263928.613306,176545.000,25571,2,EL,1,100,26561.000000
1738263928.680309,176612.000,25571,2,EL,1,100,26560.800781
1738263928.746312,176678.000,25587,1,EL,1,100,26561.000000
1738263928.813314,176745.000,25605,2,EL,1,100,26561.000000
1738263928.880317,176812.000,25605,2,EL,1,100,26561.000000
1738263928.946320,176878.000,25621,1,EL,1,100,26561.000000
1738263929.013322,176945.000,25637,2,EL,1,100,26561.000000
1738263929.080325,177012.000,25637,2,EL,1,100,26561.000000
1738263929.146327,177078.000,25653,1,EL,1,100,26561.000000
1738263929.213330,177145.000,25671,2,EL,1,100,26561.000000
1738263929.280333,177212.000,25671,2,EL,1,100,26561.000000
1738263929.346836,177278.500,25690,2,EL,1,100,26561.000000
1738263929.413338,177345.000,25690,2,EL,1,100,26561.000000
1738263929.480341,177412.000,25707,1,EL,1,100,26561.000000
1738263929.546844,177478.500,25723,2,EL,1,100,26561.000000
1738263929.613346,177545.000,25723,2,EL,1,100,26561.000000
1738263929.680349,177612.000,25740,1,EL,1,100,26561.000000
1738263929.746851,177678.500,25756,2,EL,1,100,26561.000000
1738263929.813354,177745.000,25756,2,EL,1,100,26561.000000
1738263929.880357,177812.000,25774,1,EL,1,100,26561.000000
