LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1738263927.179249,175111.000,25346,1,BV,1,100,3.83
1738263932.179449,180111.000,26165,1,BV,1,100,3.83
1738263937.178648,185110.000,26990,1,BV,1,100,3.83
1738263942.178848,190110.000,27813,1,BV,1,100,3.83
1738263947.178047,195109.000,28636,1,BV,1,100,3.82
1738263952.178247,200109.000,29455,1,BV,1,100,3.82
1738263957.177447,205108.000,30261,1,BV,1,100,3.82
1738263962.177646,210108.000,31090,1,BV,1,100,3.82
1738263967.176846,215107.000,31934,1,BV,1,100,3.82
1738263972.177045,220107.000,32757,1,BV,1,100,3.82
1738263977.176245,225106.000,33566,1,BV,1,100,3.82
1738263982.176445,230106.000,34385,1,BV,1,100,3.82
1738263987.175644,235105.000,35216,1,BV,1,100,3.82
1738263992.175844,240105.000,36047,1,BV,1,100,3.82
1738263997.175043,245104.000,36859,1,BV,1,100,3.82
1738264002.175243,250104.000,37669,1,BV,1,100,3.82
1738264007.174442,255103.000,38496,1,BV,1,100,3.82
1738264012.174642,260103.000,39319,1,BV,1,100,3.82
1738264017.173841,265102.000,40147,1,BV,1,100,3.82
1738264022.174041,270102.000,40971,1,BV,1,100,3.83
1738264027.173241,275101.000,41798,1,BV,1,100,3.83
1738264032.173440,280101.000,42607,1,BV,1,100,3.82
1738264037.172640,285100.000,43429,1,BV,1,100,3.83
1738264042.172839,290100.000,44250,1,BV,1,100,3.82
1738264047.172039,295099.000,45074,1,BV,1,100,3.82
1738264052.172239,300099.000,45891,1,BV,1,100,3.82
1738264057.171438,305098.000,46720,1,BV,1,100,3.82
1738264062.171638,310098.000,47527,1,BV,1,100,3.82
1738264067.170837,315097.000,48352,1,BV,1,100,3.82
1738264072.171037,320097.000,49179,1,BV,1,100,3.82
1738264077.170237,325096.000,50004,1,BV,1,100,3.82
1738264082.170436,330096.000,50832,1,BV,1,100,3.82
1738264087.169636,335095.000,51645,1,BV,1,100,3.82
1738264092.169835,340095.000,52475,1,BV,1,100,3.82
1738264097.169035,345094.000,53308,1,BV,1,100,3.82
1738264102.169235,350094.000,54120,1,BV,1,100,3.82
1738264107.168434,355093.000,54944,1,BV,1,100,3.82
1738264112.168634,360093.000,55768,1,BV,1,100,3.82
1738264117.167833,365092.000,56594,1,BV,1,100,3.82
1738264122.168033,370092.000,57406,1,BV,1,100,3.82
1738264127.167233,375091.000,58229,1,BV,1,100,3.82
1738264132.167432,380091.000,59050,1,BV,1,100,3.82
1738264137.166632,385090.000,59871,1,BV,1,100,3.82
1738264142.166831,390090.000,60678,1,BV,1,100,3.82
1738264147.166031,395089.000,61504,1,BV,1,100,3.82
1738264152.166230,400089.000,62326,1,BV,1,100,3.82
1738264157.165430,405088.000,63152,1,BV,1,100,3.81
1738264162.165630,410088.000,63958,1,BV,1,100,3.82
1738264167.164829,415087.000,64788,1,BV,1,100,3.82
1738264172.165029,420087.000,78,1,BV,1,100,3.81
1738264177.164228,425086.000,903,1,BV,1,100,3.82
1738264182.164428,430086.000,1726,1,BV,1,100,3.81
1738264187.163627,435085.000,2552,1,BV,1,100,3.82
1738264192.163827,440085.000,3392,1,BV,1,100,3.82
1738264197.163027,445084.000,4216,1,BV,1,100,3.82
1738264202.163226,450084.000,5022,1,BV,1,100,3.81
1738264207.162426,455083.000,5846,1,BV,1,100,3.82
1738264212.162625,460083.000,6667,1,BV,1,100,3.82
1738264217.161825,465082.000,7486,1,BV,1,100,3.82
1738264222.162024,470082.000,8304,1,BV,1,100,3.82
1738264227.161224,475081.000,9125,1,BV,1,100,3.81
1738264232.161424,480081.000,9948,1,BV,1,100,3.82
1738264237.160623,485080.000,10777,1,BV,1,100,3.81
1738264242.160823,490080.000,11601,1,BV,1,100,3.81
1738264247.160022,495079.000,12426,1,BV,1,100,3.82
1738264252.160222,500079.000,13255,1,BV,1,100,3.82
1738264257.159422,505078.000,14096,1,BV,1,100,3.81
1738264262.159621,510078.000,14913,1,BV,1,100,3.81
1738264267.158821,515077.000,15734,1,BV,1,100,3.81
1738264272.159020,520077.000,16557,1,BV,1,100,3.81
1738264277.158220,525076.000,17367,1,BV,1,100,3.81
1738264282.158420,530076.000,18213,1,BV,1,100,3.82
1738264287.157619,535075.000,19024,1,BV,1,100,3.81
1738264292.157819,540075.000,19852,1,BV,1,100,3.81
1738264297.157018,545074.000,20683,1,BV,1,100,3.81
1738264302.157218,550074.000,21512,1,BV,1,100,3.81
1738264307.156417,555073.000,22338,1,BV,1,100,3.82
1738264312.156617,560073.000,23161,1,BV,1,100,3.81
1738264317.155817,565072.000,23987,1,BV,1,100,3.81
1738264322.156016,570072.000,24817,1,BV,1,100,3.81
1738264327.155216,575071.000,25641,1,BV,1,100,3.81
1738264332.155415,580071.000,26467,1,BV,1,100,3.81
1738264337.154615,585070.000,27273,1,BV,1,100,3.81
1738264342.154814,590070.000,28101,1,BV,1,100,3.81
1738264347.154014,595069.000,28930,1,BV,1,100,3.81
1738264352.154214,600069.000,29753,1,BV,1,100,3.81
1738264357.153413,605068.000,30564,1,BV,1,100,3.81
1738264362.153613,610068.000,31392,1,BV,1,100,3.81
1738264367.152812,615067.000,32218,1,BV,1,100,3.81
1738264372.153012,620067.000,33047,1,BV,1,100,3.81
1738264377.152212,625066.000,33878,1,BV,1,100,3.80
1738264382.152411,630066.000,34683,1,BV,1,100,3.80
1738264387.151611,635065.000,35512,1,BV,1,100,3.80
1738264392.151810,640065.000,36337,1,BV,1,100,3.81
1738264397.151010,645064.000,37163,1,BV,1,100,3.81
1738264402.151210,650064.000,37978,1,BV,1,100,3.81
1738264407.150409,655063.000,38810,1,BV,1,100,3.80
1738264412.150609,660063.000,39638,1,BV,1,100,3.81
1738264417.149808,665062.000,40469,1,BV,1,100,3.81
1738264422.150008,670062.000,41279,1,BV,1,100,3.81
1738264427.149208,675061.000,42110,1,BV,1,100,3.80
1738264432.149407,680061.000,42931,1,BV,1,100,3.81
1738264437.148607,685060.000,43759,1,BV,1,100,3.81
1738264442.148806,690060.000,44568,1,BV,1,100,3.81
1738264447.148006,695059.000,45384,1,BV,1,100,3.80
1738264452.148206,700059.000,46211,1,BV,1,100,3.81
1738264457.147405,705058.000,47041,1,BV,1,100,3.81
1738264462.147605,710058.000,47869,1,BV,1,100,3.81
1738264467.146804,715057.000,48679,1,BV,1,100,3.81
1738264472.147004,720057.000,49517,1,BV,1,100,3.81
1738264477.146203,725056.000,50318,1,BV,1,100,3.81
1738264482.146403,730056.000,51146,1,BV,1,100,3.80
1738264487.145602,735055.000,51975,1,BV,1,100,3.80
1738264492.145802,740055.000,52804,1,BV,1,100,3.80
1738264497.145002,745054.000,53616,1,BV,1,100,3.81
1738264502.145201,750054.000,54447,1,BV,1,100,3.79
1738264507.144401,755053.000,55277,1,BV,1,100,3.80
1738264512.144600,760053.000,56106,1,BV,1,100,3.80
1738264517.143800,765052.000,56916,1,BV,1,100,3.80
1738264522.144000,770052.000,57740,1,BV,1,100,3.81
1738264527.143199,775051.000,58575,1,BV,1,100,3.80
1738264532.143399,780051.000,59404,1,BV,1,100,3.80
1738264537.142598,785050.000,60235,1,BV,1,100,3.79
1738264542.142798,790050.000,61062,1,BV,1,100,3.80
1738264547.141998,795049.000,61871,1,BV,1,100,3.80
1738264552.142197,800049.000,62699,1,BV,1,100,3.80
1738264557.141397,805048.000,63525,1,BV,1,100,3.80
1738264562.141596,810048.000,64353,1,BV,1,100,3.79
1738264567.140796,815047.000,65157,1,BV,1,100,3.80
1738264572.140996,820047.000,461,1,BV,1,100,3.80
1738264577.140195,825046.000,1285,1,BV,1,100,3.80
1738264582.140395,830046.000,2107,1,BV,1,100,3.80
1738264587.139594,835045.000,2911,1,BV,1,100,3.80
1738264592.139794,840045.000,3734,1,BV,1,100,3.80
1738264597.138993,845044.000,4558,1,BV,1,100,3.79
1738264602.139193,850044.000,5383,1,BV,1,100,3.80
1738264607.138392,855043.000,6208,1,BV,1,100,3.80
1738264612.138592,860043.000,7030,1,BV,1,100,3.80
1738264617.137792,865042.000,7872,1,BV,1,100,3.80
1738264622.137991,870042.000,8698,1,BV,1,100,3.80
1738264627.137191,875041.000,9522,1,BV,1,100,3.80
1738264632.137390,880041.000,10352,1,BV,1,100,3.80
1738264637.136590,885040.000,11173,1,BV,1,100,3.79
1738264642.136790,890040.000,11974,1,BV,1,100,3.80
1738264647.135989,895039.000,12819,1,BV,1,100,3.79
1738264652.136189,900039.000,13631,1,BV,1,100,3.79
1738264657.135388,905038.000,14451,1,BV,1,100,3.80
1738264662.135588,910038.000,15281,1,BV,1,100,3.79
1738264667.134788,915037.000,16098,1,BV,1,100,3.80
1738264672.134987,920037.000,16905,1,BV,1,100,3.80
1738264677.134187,925036.000,17745,1,BV,1,100,3.80
1738264682.134386,930036.000,18566,1,BV,1,100,3.80
1738264687.133586,935035.000,19385,1,BV,1,100,3.80
1738264692.133785,940035.000,20202,1,BV,1,100,3.79
1738264697.132985,945034.000,21022,1,BV,1,100,3.80
1738264702.133185,950034.000,21825,1,BV,1,100,3.80
1738264707.132384,955033.000,22648,1,BV,1,100,3.80
1738264712.132584,960033.000,23490,1,BV,1,100,3.79
1738264717.131783,965032.000,24292,1,BV,1,100,3.79
1738264722.131983,970032.000,25110,1,BV,1,100,3.79
1738264727.131183,975031.000,25933,1,BV,1,100,3.79
1738264732.131382,980031.000,26752,1,BV,1,100,3.79
1738264737.130582,985030.000,27580,1,BV,1,100,3.79
1738264742.130781,990030.000,28420,1,BV,1,100,3.79
1738264747.129981,995029.000,29227,1,BV,1,100,3.79
1738264752.130181,1000029.000,30054,1,BV,1,100,3.79
1738264757.129380,1005028.000,30898,1,BV,1,100,3.79
1738264762.129580,1010028.000,31729,1,BV,1,100,3.79
1738264767.128779,1015027.000,32532,1,BV,1,100,3.79
1738264772.128979,1020027.000,33355,1,BV,1,100,3.79
1738264777.128178,1025026.000,34167,1,BV,1,100,3.79
1738264782.128378,1030026.000,34996,1,BV,1,100,3.79
1738264787.127578,1035025.000,35822,1,BV,1,100,3.79
1738264792.127777,1040025.000,36638,1,BV,1,100,3.78
1738264797.126977,1045024.000,37473,1,BV,1,100,3.79
1738264802.127176,1050024.000,38306,1,BV,1,100,3.79
1738264807.126376,1055023.000,39133,1,BV,1,100,3.78
1738264812.126575,1060023.000,39946,1,BV,1,100,3.79
1738264817.125775,1065022.000,40773,1,BV,1,100,3.78
1738264822.125975,1070022.000,41607,1,BV,1,100,3.78
1738264827.125174,1075021.000,42436,1,BV,1,100,3.79
1738264832.125374,1080021.000,43248,1,BV,1,100,3.79
1738264837.124573,1085020.000,44078,1,BV,1,100,3.78
1738264842.124773,1090020.000,44910,1,BV,1,100,3.78
1738264847.123973,1095019.000,45735,1,BV,1,100,3.78
1738264852.124172,1100019.000,46557,1,BV,1,100,3.78
1738264857.123372,1105018.000,47371,1,BV,1,100,3.78
1738264862.123571,1110018.000,48205,1,BV,1,100,3.78
1738264867.122771,1115017.000,49033,1,BV,1,100,3.78
1738264872.122971,1120017.000,49842,1,BV,1,100,3.78
1738264877.122170,1125016.000,50674,1,BV,1,100,3.78
1738264882.122370,1130016.000,51508,1,BV,1,100,3.78
1738264887.121569,1135015.000,52333,1,BV,1,100,3.78
1738264892.121769,1140015.000,53149,1,BV,1,100,3.78
