LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1738263926.856236,174788.000,25266,4,EM,1,100,RS
1738263926.856236,174788.000,25266,4,EM,1,100,RB
1738263926.856236,174788.000,25266,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263926.856236,174788.000,25266,4,EM,1,100,PS
1738263926.906488,174838.250,25296,4,EM,1,100,RS
1738263926.956740,174888.500,25296,4,EM,1,100,RB
1738263927.006992,174938.750,25296,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263927.057244,174989.000,25296,4,EM,1,100,PS
1738263927.107496,175039.250,25329,4,EM,1,100,RS
1738263927.157748,175089.500,25329,4,EM,1,100,RB
1738263927.208000,175139.750,25329,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263927.258252,175190.000,25329,4,EM,1,100,PS
1738263927.308754,175240.500,25366,4,EM,1,100,RS
1738263927.359256,175291.000,25366,4,EM,1,100,RB
1738263927.409758,175341.500,25366,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263927.460260,175392.000,25366,4,EM,1,100,PS
1738263927.510512,175442.250,25400,4,EM,1,100,RS
1738263927.560764,175492.500,25400,4,EM,1,100,RB
1738263927.611016,175542.750,25400,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263927.661268,175593.000,25400,4,EM,1,100,PS
1738263927.711520,175643.250,25432,4,EM,1,100,RS
1738263927.761772,175693.500,25432,4,EM,1,100,RB
1738263927.812024,175743.750,25432,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263927.862276,175794.000,25432,4,EM,1,100,PS
1738263927.912528,175844.250,25466,4,EM,1,100,RS
1738263927.962780,175894.500,25466,4,EM,1,100,RB
1738263928.013032,175944.750,25466,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263928.063284,175995.000,25466,4,EM,1,100,PS
1738263928.113536,176045.250,25498,4,EM,1,100,RS
1738263928.163788,176095.500,25498,4,EM,1,100,RB
1738263928.214040,176145.750,25498,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263928.264292,176196.000,25498,4,EM,1,100,PS
1738263928.315295,176247.000,25532,4,EM,1,100,RS
1738263928.366297,176298.000,25532,4,EM,1,100,RB
1738263928.417299,176349.000,25532,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263928.468301,176400.000,25532,4,EM,1,100,PS
1738263928.518553,176450.250,25565,4,EM,1,100,RS
1738263928.568805,176500.500,25565,4,EM,1,100,RB
1738263928.619056,176550.750,25565,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263928.669308,176601.000,25565,4,EM,1,100,PS
1738263928.719561,176651.250,25598,4,EM,1,100,RS
1738263928.769813,176701.500,25598,4,EM,1,100,RB
1738263928.820065,176751.750,25598,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263928.870317,176802.000,25598,4,EM,1,100,PS
1738263928.920568,176852.250,25631,4,EM,1,100,RS
1738263928.970821,176902.500,25631,4,EM,1,100,RB
1738263929.021073,176952.750,25631,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263929.071325,177003.000,25631,4,EM,1,100,PS
1738263929.121827,177053.500,25664,4,EM,1,100,RS
1738263929.172329,177104.000,25664,4,EM,1,100,RB
1738263929.222831,177154.500,25664,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263929.273333,177205.000,25664,4,EM,1,100,PS
1738263929.323835,177255.500,25701,4,EM,1,100,RS
1738263929.374337,177306.000,25701,4,EM,1,100,RB
1738263929.424839,177356.500,25701,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263929.475341,177407.000,25701,4,EM,1,100,PS
1738263929.525593,177457.250,25734,4,EM,1,100,RS
1738263929.575845,177507.500,25734,4,EM,1,100,RB
1738263929.626097,177557.750,25734,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263929.676349,177608.000,25734,4,EM,1,100,PS
1738263929.726601,177658.250,25767,4,EM,1,100,RS
1738263929.776853,177708.500,25767,4,EM,1,100,RB
1738263929.827105,177758.750,25767,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263929.877357,177809.000,25767,4,EM,1,100,PS
1738263929.927609,177859.250,25800,4,EM,1,100,RS
1738263929.977861,177909.500,25800,4,EM,1,100,RB
1738263930.028113,177959.750,25800,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263930.078365,178010.000,25800,4,EM,1,100,PS
1738263930.129617,178061.250,25834,4,EM,1,100,RS
1738263930.180869,178112.500,25834,4,EM,1,100,RB
1738263930.232121,178163.750,25834,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263930.283373,178215.000,25834,4,EM,1,100,PS
1738263930.337625,178269.250,25866,4,EM,1,100,RS
1738263930.391877,178323.500,25866,4,EM,1,100,RB
1738263930.446130,178377.750,25866,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263930.500382,178432.000,25866,4,EM,1,100,PS
1738263930.550634,178482.250,25900,4,EM,1,100,RS
1738263930.600886,178532.500,25900,4,EM,1,100,RB
1738263930.651138,178582.750,25900,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263930.701390,178633.000,25900,4,EM,1,100,PS
1738263930.751642,178683.250,25932,4,EM,1,100,RS
1738263930.801894,178733.500,25932,4,EM,1,100,RB
1738263930.852146,178783.750,25932,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263930.902398,178834.000,25932,4,EM,1,100,PS
1738263930.952650,178884.250,25966,4,EM,1,100,RS
1738263931.002902,178934.500,25966,4,EM,1,100,RB
1738263931.053154,178984.750,25966,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263931.103406,179035.000,25966,4,EM,1,100,PS
1738263931.153658,179085.250,25999,4,EM,1,100,RS
1738263931.203910,179135.500,25999,4,EM,1,100,RB
1738263931.254162,179185.750,25999,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263931.304414,179236.000,25999,4,EM,1,100,PS
1738263931.355416,179287.000,26032,4,EM,1,100,RS
1738263931.406418,179338.000,26032,4,EM,1,100,RB
1738263931.457420,179389.000,26032,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263931.508422,179440.000,26032,4,EM,1,100,PS
1738263931.558674,179490.250,26065,4,EM,1,100,RS
1738263931.608926,179540.500,26065,4,EM,1,100,RB
1738263931.659178,179590.750,26065,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263931.709430,179641.000,26065,4,EM,1,100,PS
1738263931.759682,179691.250,26098,4,EM,1,100,RS
1738263931.809934,179741.500,26098,4,EM,1,100,RB
1738263931.860186,179791.750,26098,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263931.910438,179842.000,26098,4,EM,1,100,PS
1738263931.960690,179892.250,26131,4,EM,1,100,RS
1738263932.010942,179942.500,26131,4,EM,1,100,RB
1738263932.061194,179992.750,26131,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263932.111446,180043.000,26131,4,EM,1,100,PS
1738263932.161698,180093.250,26167,4,EM,1,100,RS
1738263932.211950,180143.500,26167,4,EM,1,100,RB
1738263932.262202,180193.750,26167,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263932.312454,180244.000,26167,4,EM,1,100,PS
1738263932.363456,180295.000,26200,4,EM,1,100,RS
1738263932.414458,180346.000,26200,4,EM,1,100,RB
1738263932.465460,180397.000,26200,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263932.516462,180448.000,26200,4,EM,1,100,PS
1738263932.566714,180498.250,26235,4,EM,1,100,RS
1738263932.616966,180548.500,26235,4,EM,1,100,RB
1738263932.667218,180598.750,26235,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263932.717470,180649.000,26235,4,EM,1,100,PS
1738263932.768472,180700.000,26268,4,EM,1,100,RS
1738263932.819474,180751.000,26268,4,EM,1,100,RB
1738263932.870476,180802.000,26268,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263932.921478,180853.000,26268,4,EM,1,100,PS
1738263932.971730,180903.250,26301,4,EM,1,100,RS
1738263933.021982,180953.500,26301,4,EM,1,100,RB
1738263933.072234,181003.750,26301,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263933.122486,181054.000,26301,4,EM,1,100,PS
1738263933.172738,181104.250,26335,4,EM,1,100,RS
1738263933.222990,181154.500,26335,4,EM,1,100,RB
1738263933.273242,181204.750,26335,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263933.323494,181255.000,26335,4,EM,1,100,PS
1738263933.373746,181305.250,26369,4,EM,1,100,RS
1738263933.423998,181355.500,26369,4,EM,1,100,RB
1738263933.474250,181405.750,26369,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263933.524502,181456.000,26369,4,EM,1,100,PS
1738263933.575004,181506.500,26403,4,EM,1,100,RS
1738263933.625506,181557.000,26403,4,EM,1,100,RB
1738263933.676008,181607.500,26403,4,EM,1,100,2025-01-30_12-05-25-758185.csv
1738263933.726511,181658.000,26403,4,EM,1,100,PS
