RD,TS_received,TS_sent,AK,RoundTrip,
177261,182367,2025-01-30_12-05-29-357385,182368,5106,
182375,182419,2025-01-30_12-05-34-469721,182421,44,
187480,187498,2025-01-30_12-05-39-558842,187499,18,
192621,197739,2025-01-30_12-05-44-854014,197741,5118,
197748,202878,2025-01-30_12-05-49-827579,202879,5130,
202882,208013,2025-01-30_12-05-55-066264,208014,5131,
208018,208051,2025-01-30_12-06-00-108502,208052,33,
213124,213138,2025-01-30_12-06-05-200746,213140,14,
218231,218255,2025-01-30_12-06-10-317232,218256,24,
223374,223436,2025-01-30_12-06-15-491770,223437,62,
228498,228522,2025-01-30_12-06-20-585285,228523,24,
233626,233664,2025-01-30_12-06-25-727904,233665,38,
238755,243861,2025-01-30_12-06-30-863751,243862,5106,
243866,243957,2025-01-30_12-06-36-020214,243959,91,
248982,248999,2025-01-30_12-06-41-064457,249001,17,
254106,254127,2025-01-30_12-06-46-187603,254128,21,
259222,264340,2025-01-30_12-06-51-449518,264341,5118,
264344,264435,2025-01-30_12-06-56-498461,264437,91,
269464,269520,2025-01-30_12-07-01-586942,269525,56,
274573,274592,2025-01-30_12-07-06-652533,274593,19,
279711,279726,2025-01-30_12-07-11-791666,279729,15,
284831,289945,2025-01-30_12-07-17-001697,289950,5114,
289953,289977,2025-01-30_12-07-22-040132,289978,24,
295085,295189,2025-01-30_12-07-27-240903,300218,104,
300221,300236,2025-01-30_12-07-32-301695,300237,15,
305330,305384,2025-01-30_12-07-37-445687,305388,54,
310448,310468,2025-01-30_12-07-42-528334,310470,20,
315580,315593,2025-01-30_12-07-47-660530,315594,13,
320689,320701,2025-01-30_12-07-52-769061,320706,12,
325815,325901,2025-01-30_12-07-57-901236,325906,86,
330947,330972,2025-01-30_12-08-03-027471,330973,25,
336072,336092,2025-01-30_12-08-08-153111,336093,20,
341203,341216,2025-01-30_12-08-13-284540,341217,13,
346323,346370,2025-01-30_12-08-18-427119,346372,47,
351464,351479,2025-01-30_12-08-23-547372,351481,15,
356596,356623,2025-01-30_12-08-28-681151,356624,27,
361721,361737,2025-01-30_12-08-33-805411,361738,16,
366844,366862,2025-01-30_12-08-38-931851,366864,18,
371975,371990,2025-01-30_12-08-44-059333,371995,15,
377088,377102,2025-01-30_12-08-49-172562,377105,14,
382220,382234,2025-01-30_12-08-54-302334,382235,14,
387342,392475,2025-01-30_12-08-59-450546,392476,5133,
392479,392499,2025-01-30_12-09-04-566488,392501,20,
397601,397623,2025-01-30_12-09-09-688372,397624,22,
402732,402745,2025-01-30_12-09-14-815267,402746,13,
407851,407923,2025-01-30_12-09-19-984726,407926,72,
412979,413044,2025-01-30_12-09-25-087252,413045,65,
418098,418112,2025-01-30_12-09-30-183591,418115,14,
423234,423246,2025-01-30_12-09-35-317596,423247,12,
428340,428377,2025-01-30_12-09-40-438400,428378,37,
433449,433468,2025-01-30_12-09-45-533803,433469,19,
438589,438602,2025-01-30_12-09-50-674386,438604,13,
443696,443721,2025-01-30_12-09-55-785269,443722,25,
448804,453923,2025-01-30_12-10-00-990559,453924,5119,
453926,454022,2025-01-30_12-10-06-094241,454026,96,
459042,459056,2025-01-30_12-10-11-127731,459057,14,
464150,464213,2025-01-30_12-10-16-285198,464214,63,
469257,474364,2025-01-30_12-10-21-356337,474365,5107,
474371,474419,2025-01-30_12-10-26-488455,474420,48,
479479,479496,2025-01-30_12-10-31-565524,479497,17,
484586,484629,2025-01-30_12-10-36-701466,484630,43,
489695,489709,2025-01-30_12-10-41-782650,489710,14,
494837,494905,2025-01-30_12-10-46-977266,494908,68,
499944,499973,2025-01-30_12-10-52-039512,499974,29,
505052,505069,2025-01-30_12-10-57-141014,505070,17,
510190,510209,2025-01-30_12-11-02-279567,510247,19,
515302,515367,2025-01-30_12-11-07-438436,515368,65,
520410,525535,2025-01-30_12-11-12-581914,525540,5125,
525543,525566,2025-01-30_12-11-17-632971,525567,23,
530648,535769,2025-01-30_12-11-22-800766,535771,5121,
535774,535800,2025-01-30_12-11-27-875477,535805,26,
540878,545995,2025-01-30_12-11-33-111757,545996,5117,
546000,546024,2025-01-30_12-11-38-099471,546025,24,
551104,551128,2025-01-30_12-11-43-199065,551129,24,
556218,556243,2025-01-30_12-11-48-315841,556244,25,
561324,561393,2025-01-30_12-11-53-470772,561395,69,
566431,566512,2025-01-30_12-11-58-578493,566513,81,
571539,571575,2025-01-30_12-12-03-651927,571576,36,
576647,576688,2025-01-30_12-12-08-765476,576689,41,
581754,586869,2025-01-30_12-12-13-998170,586870,5115,
586873,591991,2025-01-30_12-12-19-014769,591992,5118,
591995,592086,2025-01-30_12-12-24-161871,592087,91,
597101,602244,2025-01-30_12-12-29-243342,602245,5143,
602247,607377,2025-01-30_12-12-34-546590,607378,5130,
607384,612503,2025-01-30_12-12-39-527841,612505,5119,
612509,612533,2025-01-30_12-12-44-609871,612534,24,
617612,617627,2025-01-30_12-12-49-706389,617628,15,
622721,622743,2025-01-30_12-12-54-816254,622744,22,
627841,632974,2025-01-30_12-12-59-963731,632976,5133,
632982,638101,2025-01-30_12-13-05-210140,638102,5119,
638105,638158,2025-01-30_12-13-10-236169,638160,53,
643228,648343,2025-01-30_12-13-15-332197,648345,5115,
648348,653473,2025-01-30_12-13-20-478279,653475,5125,
653479,653527,2025-01-30_12-13-25-604090,653528,48,
658598,658626,2025-01-30_12-13-30-705872,658628,28,
663726,668838,2025-01-30_12-13-35-868337,668839,5112,
668845,673968,2025-01-30_12-13-41-037111,673969,5123,
673972,674031,2025-01-30_12-13-46-111182,674032,59,
679099,684233,2025-01-30_12-13-51-203112,684235,5134,
684238,689356,2025-01-30_12-13-56-393271,689357,5118,
689363,694464,2025-01-30_12-14-01-505303,694469,5101,
694473,694487,2025-01-30_12-14-06-569999,694489,14,
699591,704704,2025-01-30_12-14-11-712194,704709,5113,
704712,704731,2025-01-30_12-14-16-809166,704735,19,
709834,709895,2025-01-30_12-14-21-961493,709897,61,
714962,714981,2025-01-30_12-14-27-064297,714982,19,
720095,725213,2025-01-30_12-14-32-253318,725215,5118,
725217,725254,2025-01-30_12-14-37-328403,725256,37,
730341,730426,2025-01-30_12-14-42-474057,730427,85,
735470,735547,2025-01-30_12-14-47-600881,735550,77,
740600,740665,2025-01-30_12-14-52-745073,740666,65,
745719,750841,2025-01-30_12-14-57-854062,750842,5122,
750845,750859,2025-01-30_12-15-02-944109,750864,14,
755974,755991,2025-01-30_12-15-08-075340,755996,17,
761091,761106,2025-01-30_12-15-13-189770,761107,15,
766204,771328,2025-01-30_12-15-18-332883,771329,5124,
771333,771402,2025-01-30_12-15-23-480091,771403,69,
776440,776493,2025-01-30_12-15-28-576949,776494,53,
781563,781588,2025-01-30_12-15-33-671218,781590,25,
786689,786716,2025-01-30_12-15-38-799499,786718,27,
791815,796946,2025-01-30_12-15-43-975491,796947,5131,
796953,797015,2025-01-30_12-15-49-101073,797019,62,
802074,802090,2025-01-30_12-15-54-176004,802092,16,
807197,807213,2025-01-30_12-15-59-297600,807217,16,
812304,812364,2025-01-30_12-16-04-429250,812365,60,
817425,817439,2025-01-30_12-16-09-526052,817445,14,
822532,822554,2025-01-30_12-16-14-640334,822555,22,
827644,827683,2025-01-30_12-16-19-766554,827684,39,
832752,837883,2025-01-30_12-16-24-975448,837885,5131,
837888,837922,2025-01-30_12-16-30-008786,837923,34,
842993,843042,2025-01-30_12-16-35-124058,843043,49,
848101,848139,2025-01-30_12-16-40-219019,848140,38,
853208,853223,2025-01-30_12-16-45-311530,853227,15,
858363,858378,2025-01-30_12-16-50-464639,858380,15,
863470,863486,2025-01-30_12-16-55-574508,863487,16,
868577,868593,2025-01-30_12-17-00-681177,868598,16,
873709,873730,2025-01-30_12-17-05-815138,873732,21,
878815,878878,2025-01-30_12-17-10-956008,878879,63,
883924,883997,2025-01-30_12-17-16-085010,883999,73,
889031,894158,2025-01-30_12-17-21-225449,894159,5127,
894163,894203,2025-01-30_12-17-26-287072,894204,40,
899269,904389,2025-01-30_12-17-31-557453,904391,5120,
904397,909513,2025-01-30_12-17-36-603462,909516,5116,
909520,909548,2025-01-30_12-17-41-635886,909550,28,
914623,914651,2025-01-30_12-17-46-740353,914652,28,
919730,924854,2025-01-30_12-17-51-852739,924859,5124,
924865,924892,2025-01-30_12-17-56-983383,924893,27,
929967,929983,2025-01-30_12-18-02-073205,929984,16,
935075,935124,2025-01-30_12-18-07-211298,935126,49,
940182,940205,2025-01-30_12-18-12-294442,940206,23,
945289,945380,2025-01-30_12-18-17-462208,945382,91,
950398,950417,2025-01-30_12-18-22-503956,950418,19,
955505,955555,2025-01-30_12-18-27-643206,955556,50,
960617,960661,2025-01-30_12-18-32-749707,960662,44,
965724,970834,2025-01-30_12-18-37-885628,970835,5110,
970842,970868,2025-01-30_12-18-42-954843,970869,26,
975946,975961,2025-01-30_12-18-48-053602,975962,15,
981055,981071,2025-01-30_12-18-53-166076,981073,16,
986189,986227,2025-01-30_12-18-58-316680,986228,38,
991297,996406,2025-01-30_12-19-03-474782,996408,5109,
996415,996466,2025-01-30_12-19-08-535027,996467,51,
1001520,1001548,2025-01-30_12-19-13-636832,1001549,28,
1006627,1006652,2025-01-30_12-19-18-739827,1006653,25,
1011734,1016857,2025-01-30_12-19-23-916689,1016858,5123,
1016865,1021983,2025-01-30_12-19-29-007222,1021984,5118,
1021987,1027109,2025-01-30_12-19-34-306242,1027110,5122,
1027117,1027160,2025-01-30_12-19-39-241778,1027161,43,
1032250,1032347,2025-01-30_12-19-44-371179,1032348,97,
1037375,1037454,2025-01-30_12-19-49-536197,1037455,79,
1042494,1042528,2025-01-30_12-19-54-621153,1042529,34,
1047632,1047648,2025-01-30_12-19-59-744334,1047649,16,
1052771,1057904,2025-01-30_12-20-04-903794,1057905,5133,
1057908,1057926,2025-01-30_12-20-10-019186,1057927,18,
1063036,1068152,2025-01-30_12-20-15-260418,1068153,5116,
1068156,1068174,2025-01-30_12-20-20-266565,1068179,18,
1073277,1073330,2025-01-30_12-20-25-409100,1073331,53,
1078391,1078404,2025-01-30_12-20-30-502318,1078405,13,
1083516,1083528,2025-01-30_12-20-35-626820,1083530,12,
1088632,1088649,2025-01-30_12-20-40-746766,1088650,17,
