RD,TS_received,TS_sent,AK,RoundTrip,
1093758,1098873,2025-01-30_12-20-45-964717,1098875,5115,
1098878,1104008,2025-01-30_12-20-51-122271,1104009,5130,
1104015,1104069,2025-01-30_12-20-56-164641,1104070,54,
1109141,1109161,2025-01-30_12-21-01-254898,1109162,20,
1114273,1114338,2025-01-30_12-21-06-436648,1114339,65,
1119404,1119420,2025-01-30_12-21-11-519006,1119421,16,
1124521,1124547,2025-01-30_12-21-16-636023,1124548,26,
1129654,1129667,2025-01-30_12-21-21-767375,1129668,13,
1134772,1139907,2025-01-30_12-21-26-999898,1139910,5135,
1139914,1139958,2025-01-30_12-21-32-046877,1139959,44,
1145043,1145059,2025-01-30_12-21-37-158581,1145064,16,
1150152,1150171,2025-01-30_12-21-42-267228,1150172,19,
1155271,1155357,2025-01-30_12-21-47-445671,1155358,86,
1160398,1160425,2025-01-30_12-21-52-525671,1160427,27,
1165524,1165537,2025-01-30_12-21-57-637883,1165542,13,
1170653,1170669,2025-01-30_12-22-02-770388,1170670,16,
1175777,1180908,2025-01-30_12-22-07-975593,1180909,5131,
1180916,1186035,2025-01-30_12-22-13-104536,1186038,5119,
1186041,1191144,2025-01-30_12-22-18-220939,1191145,5103,
1191148,1191167,2025-01-30_12-22-23-268525,1191168,19,
1196273,1196339,2025-01-30_12-22-28-423755,1196340,66,
1201398,1201437,2025-01-30_12-22-33-539687,1201438,39,
1206511,1206527,2025-01-30_12-22-38-629491,1206528,16,
1211632,1211675,2025-01-30_12-22-43-749574,1211676,43,
1216750,1221887,2025-01-30_12-22-49-009125,1221889,5137,
1221892,1221911,2025-01-30_12-22-54-013727,1221912,19,
1226996,1227017,2025-01-30_12-22-59-116135,1227018,21,
1232104,1232175,2025-01-30_12-23-04-253680,1232177,71,
1237215,1242351,2025-01-30_12-23-09-389958,1242353,5136,
1242356,1242375,2025-01-30_12-23-14-474479,1242376,19,
1247460,1247487,2025-01-30_12-23-19-579787,1247489,27,
1252567,1252586,2025-01-30_12-23-24-689227,1252588,19,
1257715,1262846,2025-01-30_12-23-29-838841,1262848,5131,
1262855,1262881,2025-01-30_12-23-34-985056,1262883,26,
1267959,1267985,2025-01-30_12-23-40-085982,1267986,26,
1273066,1273085,2025-01-30_12-23-45-188019,1273086,19,
1278174,1278200,2025-01-30_12-23-50-301602,1278202,26,
1283283,1288397,2025-01-30_12-23-55-529242,1288398,5114,
1288401,1288432,2025-01-30_12-24-00-538084,1288436,31,
1293506,1293522,2025-01-30_12-24-05-628520,1293523,16,
1298640,1298658,2025-01-30_12-24-10-762309,1298663,18,
1303748,1308861,2025-01-30_12-24-16-112111,1308862,5113,
1308865,1308941,2025-01-30_12-24-21-037181,1308942,76,
1313970,1313985,2025-01-30_12-24-26-090528,1313987,15,
1319079,1319094,2025-01-30_12-24-31-201404,1319095,15,
1324185,1324206,2025-01-30_12-24-36-307610,1324207,21,
1329318,1329335,2025-01-30_12-24-41-441299,1329340,17,
1334426,1334445,2025-01-30_12-24-46-549576,1334447,19,
1339534,1339553,2025-01-30_12-24-51-659722,1339554,19,
1344670,1344698,2025-01-30_12-24-56-801158,1344699,28,
1349778,1354905,2025-01-30_12-25-01-936776,1354911,5127,
1354914,1354930,2025-01-30_12-25-07-036725,1354931,16,
1360018,1360033,2025-01-30_12-25-12-140209,1360038,15,
1365125,1365144,2025-01-30_12-25-17-251683,1365149,19,
1370232,1370327,2025-01-30_12-25-22-383664,1370328,95,
1375342,1375407,2025-01-30_12-25-27-515440,1375409,65,
1380453,1380475,2025-01-30_12-25-32-583553,1380476,22,
1385561,1385579,2025-01-30_12-25-37-686555,1385580,18,
1390694,1390732,2025-01-30_12-25-42-821603,1390733,38,
1395803,1395861,2025-01-30_12-25-47-965432,1395865,58,
1400910,1400950,2025-01-30_12-25-53-058111,1400951,40,
1406018,1406038,2025-01-30_12-25-58-141905,1406039,20,
1411125,1411144,2025-01-30_12-26-03-250883,1411146,19,
1416237,1421362,2025-01-30_12-26-08-384829,1421364,5125,
1421370,1421385,2025-01-30_12-26-13-496150,1421386,15,
1426503,1426519,2025-01-30_12-26-18-630398,1426520,16,
1431624,1431639,2025-01-30_12-26-23-750688,1431640,15,
1436736,1436843,2025-01-30_12-26-28-953844,1436848,107,
1441880,1441902,2025-01-30_12-26-34-011123,1441903,22,
1447009,1452147,2025-01-30_12-26-39-133459,1452148,5138,
1452154,1457274,2025-01-30_12-26-44-306350,1457275,5120,
1457278,1462407,2025-01-30_12-26-49-490913,1462408,5129,
1462412,1462432,2025-01-30_12-26-54-541900,1462433,20,
1467532,1467544,2025-01-30_12-26-59-657844,1467545,12,
1472654,1472698,2025-01-30_12-27-04-810374,1472700,44,
1477789,1477817,2025-01-30_12-27-09-926440,1477818,28,
1482910,1482977,2025-01-30_12-27-15-084763,1482979,67,
1488048,1488064,2025-01-30_12-27-20-177590,1488065,16,
1493183,1493203,2025-01-30_12-27-25-314933,1493204,20,
1498302,1498361,2025-01-30_12-27-30-468346,1498363,59,
1503444,1503459,2025-01-30_12-27-35-572932,1503460,15,
1508568,1508606,2025-01-30_12-27-40-720347,1508607,38,
1513686,1513700,2025-01-30_12-27-45-815078,1513701,14,
1518805,1518885,2025-01-30_12-27-50-948691,1518886,80,
1523928,1523947,2025-01-30_12-27-56-058414,1523948,19,
1529053,1529068,2025-01-30_12-28-01-183594,1529071,15,
1534185,1534205,2025-01-30_12-28-06-321167,1534207,20,
1539307,1539346,2025-01-30_12-28-11-445665,1539348,39,
1544433,1544450,2025-01-30_12-28-16-563555,1544451,17,
1549564,1549577,2025-01-30_12-28-21-693826,1549578,13,
1554681,1554696,2025-01-30_12-28-26-813967,1554698,15,
1559789,1559839,2025-01-30_12-28-31-953157,1559840,50,
1564917,1564933,2025-01-30_12-28-37-046880,1564934,16,
1570048,1570064,2025-01-30_12-28-42-179383,1570065,16,
1575163,1575186,2025-01-30_12-28-47-301376,1575187,23,
1580283,1580342,2025-01-30_12-28-52-454448,1580343,59,
1585402,1585442,2025-01-30_12-28-57-559700,1585446,40,
1590520,1590541,2025-01-30_12-29-02-651656,1590542,21,
1595652,1595673,2025-01-30_12-29-07-783666,1595674,21,
1600767,1600847,2025-01-30_12-29-12-961996,1600849,80,
1605892,1605907,2025-01-30_12-29-18-023563,1605911,15,
1611012,1611058,2025-01-30_12-29-23-172080,1611059,46,
1616142,1616155,2025-01-30_12-29-28-274392,1616157,13,
