LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738263927.179249,175111.000,25347,1,B%,1,100,66
1738263932.179449,180111.000,26166,1,B%,1,100,65
1738263937.178648,185110.000,26991,1,B%,1,100,65
1738263942.178848,190110.000,27814,1,B%,1,100,66
1738263947.178047,195109.000,28637,1,B%,1,100,64
1738263952.178247,200109.000,29456,1,B%,1,100,65
1738263957.177447,205108.000,30262,1,B%,1,100,64
1738263962.177646,210108.000,31091,1,B%,1,100,65
1738263967.176846,215107.000,31935,1,B%,1,100,65
1738263972.177045,220107.000,32758,1,B%,1,100,65
1738263977.176245,225106.000,33567,1,B%,1,100,65
1738263982.176445,230106.000,34386,1,B%,1,100,64
1738263987.175644,235105.000,35217,1,B%,1,100,64
1738263992.175844,240105.000,36048,1,B%,1,100,64
1738263997.175043,245104.000,36860,1,B%,1,100,64
1738264002.175243,250104.000,37670,1,B%,1,100,64
1738264007.174442,255103.000,38497,1,B%,1,100,64
1738264012.174642,260103.000,39320,1,B%,1,100,64
1738264017.173841,265102.000,40148,1,B%,1,100,65
1738264022.174041,270102.000,40972,1,B%,1,100,65
1738264027.173241,275101.000,41799,1,B%,1,100,65
1738264032.173440,280101.000,42608,1,B%,1,100,64
1738264037.172640,285100.000,43430,1,B%,1,100,65
1738264042.172839,290100.000,44251,1,B%,1,100,64
1738264047.172039,295099.000,45075,1,B%,1,100,65
1738264052.172239,300099.000,45892,1,B%,1,100,64
1738264057.171438,305098.000,46721,1,B%,1,100,64
1738264062.171638,310098.000,47528,1,B%,1,100,65
1738264067.170837,315097.000,48353,1,B%,1,100,65
1738264072.171037,320097.000,49180,1,B%,1,100,64
1738264077.170237,325096.000,50005,1,B%,1,100,64
1738264082.170436,330096.000,50833,1,B%,1,100,64
1738264087.169636,335095.000,51646,1,B%,1,100,63
1738264092.169835,340095.000,52476,1,B%,1,100,65
1738264097.169035,345094.000,53309,1,B%,1,100,64
1738264102.169235,350094.000,54121,1,B%,1,100,64
1738264107.168434,355093.000,54945,1,B%,1,100,64
1738264112.168634,360093.000,55769,1,B%,1,100,64
1738264117.167833,365092.000,56595,1,B%,1,100,64
1738264122.168033,370092.000,57407,1,B%,1,100,65
1738264127.167233,375091.000,58230,1,B%,1,100,64
1738264132.167432,380091.000,59051,1,B%,1,100,63
1738264137.166632,385090.000,59872,1,B%,1,100,64
1738264142.166831,390090.000,60679,1,B%,1,100,64
1738264147.166031,395089.000,61505,1,B%,1,100,64
1738264152.166230,400089.000,62327,1,B%,1,100,64
