LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1738263926.963240,174895.000,25280,4,DC,2,100,EA
1738263926.963240,174895.000,25280,4,DC,2,100,2
1738263926.963240,174895.000,25280,4,DC,2,100,EL
1738263926.963240,174895.000,25280,4,DC,2,100,2
1738263926.988241,174920.000,25297,4,DC,2,100,EA
1738263927.013242,174945.000,25297,4,DC,2,100,1
1738263927.038244,174970.000,25297,4,DC,2,100,EL
1738263927.063244,174995.000,25297,4,DC,2,100,1
1738263927.088495,175020.250,25313,4,DC,2,100,EA
1738263927.113746,175045.500,25313,4,DC,2,100,2
1738263927.138998,175070.750,25313,4,DC,2,100,EL
1738263927.164248,175096.000,25313,4,DC,2,100,2
1738263927.190749,175122.500,25331,4,DC,2,100,EA
1738263927.217251,175149.000,25331,4,DC,2,100,1
1738263927.243752,175175.500,25331,4,DC,2,100,EL
1738263927.270253,175202.000,25331,4,DC,2,100,1
1738263927.294504,175226.250,25350,4,DC,2,100,EA
1738263927.318755,175250.500,25350,4,DC,2,100,2
1738263927.343006,175274.750,25350,4,DC,2,100,EL
1738263927.367257,175299.000,25350,4,DC,2,100,2
1738263927.392758,175324.500,25367,4,DC,2,100,EA
1738263927.418259,175350.000,25367,4,DC,2,100,1
1738263927.443760,175375.500,25367,4,DC,2,100,EL
1738263927.469261,175401.000,25367,4,DC,2,100,1
1738263927.494762,175426.500,25384,4,DC,2,100,EA
1738263927.520263,175452.000,25384,4,DC,2,100,2
1738263927.545764,175477.500,25384,4,DC,2,100,EL
1738263927.571265,175503.000,25384,4,DC,2,100,2
1738263927.596266,175528.000,25401,4,DC,2,100,EA
1738263927.621267,175553.000,25401,4,DC,2,100,1
1738263927.646268,175578.000,25401,4,DC,2,100,EL
1738263927.671269,175603.000,25401,4,DC,2,100,1
1738263927.697270,175629.000,25416,4,DC,2,100,EA
1738263927.723271,175655.000,25416,4,DC,2,100,2
1738263927.749272,175681.000,25416,4,DC,2,100,EL
1738263927.775273,175707.000,25416,4,DC,2,100,2
1738263927.800524,175732.250,25433,4,DC,2,100,EA
1738263927.825775,175757.500,25433,4,DC,2,100,1
1738263927.851026,175782.750,25433,4,DC,2,100,EL
1738263927.876277,175808.000,25433,4,DC,2,100,1
