LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738263929.328335,177260.000,25683,2,AK,1,100,24923
1738263929.328335,177260.000,25683,2,AK,1,100,RD
1738263931.882437,179814.000,26520,2,AK,1,100,25684
1738263934.436539,182368.000,26520,2,AK,1,100,RD
1738263934.439539,182371.000,26522,2,AK,1,100,25684
1738263934.442539,182374.000,26522,2,AK,1,100,RD
1738263934.466040,182397.500,26525,2,AK,1,100,26523
1738263934.489541,182421.000,26525,2,AK,1,100,RD
1738263937.018142,184949.500,27357,2,AK,1,100,26523
1738263939.546743,187478.000,27357,2,AK,1,100,RD
1738263939.557243,187488.500,27360,2,AK,1,100,27358
1738263939.567744,187499.000,27360,2,AK,1,100,RD
1738263942.128346,190059.500,28217,2,AK,1,100,27358
1738263944.688948,192620.000,28217,2,AK,1,100,RD
1738263947.249550,195180.500,29052,2,AK,1,100,28218
1738263949.810153,197741.000,29052,2,AK,1,100,RD
1738263949.813153,197744.000,29054,2,AK,1,100,28218
1738263949.816153,197747.000,29054,2,AK,1,100,RD
1738263952.382255,200313.000,29891,2,AK,1,100,29055
1738263954.948358,202879.000,29891,2,AK,1,100,RD
1738263954.949358,202880.000,29893,2,AK,1,100,29055
1738263954.950358,202881.000,29893,2,AK,1,100,RD
1738263957.516960,205447.500,30732,2,AK,1,100,29894
1738263960.083563,208014.000,30732,2,AK,1,100,RD
1738263960.085063,208015.500,30734,2,AK,1,100,29894
1738263960.086563,208017.000,30734,2,AK,1,100,RD
1738263960.104063,208034.500,30737,2,AK,1,100,30735
1738263960.121564,208052.000,30737,2,AK,1,100,RD
1738263962.657165,210587.500,31580,2,AK,1,100,30735
1738263965.192766,213123.000,31580,2,AK,1,100,RD
1738263965.201267,213131.500,31583,2,AK,1,100,31581
1738263965.209767,213140.000,31583,2,AK,1,100,RD
1738263967.755369,215685.500,32419,2,AK,1,100,31581
1738263970.300971,218231.000,32419,2,AK,1,100,RD
1738263970.313471,218243.500,32422,2,AK,1,100,32420
1738263970.325971,218256.000,32422,2,AK,1,100,RD
1738263972.884573,220814.500,33278,2,AK,1,100,32420
1738263975.443176,223373.000,33278,2,AK,1,100,RD
1738263975.475177,223405.000,33281,2,AK,1,100,33279
1738263975.507178,223437.000,33281,2,AK,1,100,RD
1738263978.037779,225967.500,34115,2,AK,1,100,33279
1738263980.568380,228498.000,34115,2,AK,1,100,RD
1738263980.580881,228510.500,34118,2,AK,1,100,34116
1738263980.593381,228523.000,34118,2,AK,1,100,RD
1738263983.144483,231074.000,34961,2,AK,1,100,34116
1738263985.695585,233625.000,34961,2,AK,1,100,RD
1738263985.715586,233645.000,34964,2,AK,1,100,34962
1738263985.735587,233665.000,34964,2,AK,1,100,RD
1738263988.280688,236210.000,35808,2,AK,1,100,34962
1738263990.825790,238755.000,35808,2,AK,1,100,RD
1738263993.379392,241308.500,36632,2,AK,1,100,35809
1738263995.932994,243862.000,36632,2,AK,1,100,RD
1738263995.934994,243864.000,36634,2,AK,1,100,35809
1738263995.936994,243866.000,36634,2,AK,1,100,RD
1738263995.983496,243912.500,36637,2,AK,1,100,36635
1738263996.029998,243959.000,36637,2,AK,1,100,RD
1738263998.540598,246469.500,37481,2,AK,1,100,36635
1738264001.051198,248980.000,37481,2,AK,1,100,RD
1738264001.061698,248990.500,37484,2,AK,1,100,37482
1738264001.072199,249001.000,37484,2,AK,1,100,RD
1738264003.624301,251553.000,38326,2,AK,1,100,37482
1738264006.176403,254105.000,38326,2,AK,1,100,RD
1738264006.187903,254116.500,38329,2,AK,1,100,38327
1738264006.199404,254128.000,38329,2,AK,1,100,RD
1738264008.746005,256674.500,39164,2,AK,1,100,38327
1738264011.292607,259221.000,39164,2,AK,1,100,RD
1738264013.852709,261781.000,40008,2,AK,1,100,39165
1738264016.412811,264341.000,40008,2,AK,1,100,RD
1738264016.413811,264342.000,40010,2,AK,1,100,39165
