TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
320701.000000,1467544.000000,1738264072.775061,1738265219.663844,282,174760,1.61803e+06,1.11.4
