LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1738265309.443165,1583605.000,47436,2,EL,1,100,-10527.200195
1738265309.443165,1583605.000,47436,2,EL,1,100,-10526.799805
1738265309.513238,1583671.000,47452,1,EL,1,100,-10526.000000
1738265309.584373,1583738.000,47468,2,EL,1,100,-10525.000000
1738265309.655508,1583805.000,47468,2,EL,1,100,-10524.000000
1738265309.725582,1583871.000,47484,1,EL,1,100,-10524.000000
1738265309.796716,1583938.000,47498,2,EL,1,100,-10523.400391
1738265309.867851,1584005.000,47498,2,EL,1,100,-10521.200195
1738265309.937925,1584071.000,47515,1,EL,1,100,-10519.799805
1738265310.009060,1584138.000,47530,2,EL,1,100,-10518.799805
1738265310.080194,1584205.000,47530,2,EL,1,100,-10518.000000
1738265310.150268,1584271.000,47546,1,EL,1,100,-10517.200195
1738265310.221403,1584338.000,47563,2,EL,1,100,-10518.400391
1738265310.292537,1584405.000,47563,2,EL,1,100,-10519.400391
1738265310.362611,1584471.000,47581,1,EL,1,100,-10520.000000
1738265310.433746,1584538.000,47596,2,EL,1,100,-10518.799805
1738265310.504881,1584605.000,47596,2,EL,1,100,-10517.799805
1738265310.574954,1584671.000,47612,1,EL,1,100,-10517.799805
1738265310.646089,1584738.000,47627,2,EL,1,100,-10516.799805
1738265310.717224,1584805.000,47627,2,EL,1,100,-10516.200195
1738265310.787297,1584871.000,47643,1,EL,1,100,-10516.799805
1738265310.858432,1584938.000,47658,2,EL,1,100,-10516.400391
1738265310.929567,1585005.000,47658,2,EL,1,100,-10517.200195
1738265310.999640,1585071.000,47677,1,EL,1,100,-10517.000000
1738265311.070775,1585138.000,47692,2,EL,1,100,-10516.599609
1738265311.141910,1585205.000,47692,2,EL,1,100,-10516.000000
1738265311.212514,1585271.500,47712,2,EL,1,100,-10515.000000
1738265311.283118,1585338.000,47712,2,EL,1,100,-10514.799805
1738265311.353722,1585404.500,47728,2,EL,1,100,-10514.200195
1738265311.424326,1585471.000,47728,2,EL,1,100,-10513.000000
1738265311.495461,1585538.000,47746,1,EL,1,100,-10511.799805
1738265311.566065,1585604.500,47761,2,EL,1,100,-10511.799805
1738265311.636669,1585671.000,47761,2,EL,1,100,-10510.599609
1738265311.707804,1585738.000,47778,1,EL,1,100,-10510.000000
1738265311.778408,1585804.500,47792,2,EL,1,100,-10510.000000
1738265311.849012,1585871.000,47792,2,EL,1,100,-10510.000000
1738265311.920147,1585938.000,47808,1,EL,1,100,-10510.000000
1738265311.990751,1586004.500,47824,2,EL,1,100,-10508.000000
1738265312.061355,1586071.000,47824,2,EL,1,100,-10508.000000
1738265312.132490,1586138.000,47840,1,EL,1,100,-10508.000000
1738265312.203094,1586204.500,47854,2,EL,1,100,-10505.599609
1738265312.273698,1586271.000,47854,2,EL,1,100,-10505.400391
1738265312.344833,1586338.000,47870,1,EL,1,100,-10507.000000
1738265312.415437,1586404.500,47886,2,EL,1,100,-10506.400391
1738265312.486041,1586471.000,47886,2,EL,1,100,-10506.400391
1738265312.557176,1586538.000,47902,1,EL,1,100,-10505.400391
1738265312.627780,1586604.500,47919,2,EL,1,100,-10504.400391
1738265312.698385,1586671.000,47919,2,EL,1,100,-10504.599609
1738265312.768989,1586737.500,47935,2,EL,1,100,-10505.000000
1738265312.839593,1586804.000,47935,2,EL,1,100,-10504.000000
1738265312.910728,1586871.000,47950,1,EL,1,100,-10503.799805
1738265312.981332,1586937.500,47966,2,EL,1,100,-10503.000000
1738265313.051936,1587004.000,47966,2,EL,1,100,-10502.400391
1738265313.123071,1587071.000,47982,1,EL,1,100,-10502.000000
1738265313.193675,1587137.500,47997,2,EL,1,100,-10503.000000
1738265313.264279,1587204.000,47997,2,EL,1,100,-10502.400391
1738265313.335414,1587271.000,48012,1,EL,1,100,-10502.400391
1738265313.406018,1587337.500,48029,2,EL,1,100,-10502.000000
1738265313.476622,1587404.000,48029,2,EL,1,100,-10501.799805
1738265313.547757,1587471.000,48044,1,EL,1,100,-10501.799805
1738265313.618361,1587537.500,48059,2,EL,1,100,-10501.000000
1738265313.688965,1587604.000,48059,2,EL,1,100,-10500.000000
1738265313.760100,1587671.000,48074,1,EL,1,100,-10500.000000
1738265313.830704,1587737.500,48091,2,EL,1,100,-10500.000000
1738265313.901308,1587804.000,48091,2,EL,1,100,-10499.200195
1738265313.972443,1587871.000,48106,1,EL,1,100,-10498.799805
1738265314.043047,1587937.500,48121,2,EL,1,100,-10499.599609
1738265314.113651,1588004.000,48121,2,EL,1,100,-10500.000000
1738265314.184786,1588071.000,48137,1,EL,1,100,-10498.799805
1738265314.255390,1588137.500,48153,2,EL,1,100,-10498.000000
1738265314.325994,1588204.000,48153,2,EL,1,100,-10498.200195
1738265314.397129,1588271.000,48168,1,EL,1,100,-10498.599609
1738265314.467733,1588337.500,48184,2,EL,1,100,-10497.599609
1738265314.538337,1588404.000,48184,2,EL,1,100,-10499.599609
1738265314.609472,1588471.000,48199,1,EL,1,100,-10500.799805
1738265314.680076,1588537.500,48215,2,EL,1,100,-10499.000000
1738265314.750680,1588604.000,48215,2,EL,1,100,-10498.400391
1738265314.821815,1588671.000,48230,1,EL,1,100,-10499.000000
1738265314.892419,1588737.500,48247,2,EL,1,100,-10499.599609
1738265314.963023,1588804.000,48247,2,EL,1,100,-10500.799805
1738265315.033627,1588870.500,48261,2,EL,1,100,-10501.799805
1738265315.104231,1588937.000,48261,2,EL,1,100,-10501.599609
1738265315.175366,1589004.000,48277,1,EL,1,100,-10501.200195
1738265315.245970,1589070.500,48293,2,EL,1,100,-10500.000000
1738265315.316575,1589137.000,48293,2,EL,1,100,-10500.799805
1738265315.387709,1589204.000,48309,1,EL,1,100,-10501.200195
1738265315.458313,1589270.500,48323,2,EL,1,100,-10502.000000
1738265315.528918,1589337.000,48323,2,EL,1,100,-10501.400391
1738265315.600052,1589404.000,48340,1,EL,1,100,-10501.400391
1738265315.670656,1589470.500,48357,2,EL,1,100,-10501.000000
1738265315.741261,1589537.000,48357,2,EL,1,100,-10500.200195
1738265315.812396,1589604.000,48373,1,EL,1,100,-10499.799805
1738265315.883000,1589670.500,48388,2,EL,1,100,-10500.799805
1738265315.953604,1589737.000,48388,2,EL,1,100,-10500.799805
1738265316.024739,1589804.000,48404,1,EL,1,100,-10500.400391
1738265316.095343,1589870.500,48419,2,EL,1,100,-10501.200195
1738265316.165947,1589937.000,48419,2,EL,1,100,-10500.000000
1738265316.237082,1590004.000,48435,1,EL,1,100,-10499.400391
1738265316.307686,1590070.500,48450,2,EL,1,100,-10499.000000
1738265316.378290,1590137.000,48450,2,EL,1,100,-10497.599609
1738265316.449425,1590204.000,48466,1,EL,1,100,-10497.599609
1738265316.520029,1590270.500,48481,2,EL,1,100,-10497.599609
1738265316.590633,1590337.000,48481,2,EL,1,100,-10497.400391
1738265316.661768,1590404.000,48503,2,EL,1,100,-10497.000000
1738265316.732903,1590471.000,48503,2,EL,1,100,-10495.400391
1738265316.803507,1590537.500,48518,2,EL,1,100,-10495.599609
1738265316.874111,1590604.000,48518,2,EL,1,100,-10495.599609
1738265316.945246,1590671.000,48534,1,EL,1,100,-10496.400391
1738265317.015850,1590737.500,48549,2,EL,1,100,-10494.599609
1738265317.086454,1590804.000,48549,2,EL,1,100,-10492.799805
1738265317.157589,1590871.000,48565,1,EL,1,100,-10494.000000
1738265317.228193,1590937.500,48580,2,EL,1,100,-10494.400391
