LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738265330.180589,1603137,50604,1,SA,1,100,0.000640
1738265331.454647,1604337,50654,1,SA,1,100,0.000044
1738265332.091676,1604937,50766,1,SA,1,100,0.000091
1738265333.011122,1605803,50883,1,SA,1,100,0.000044
1738265333.293538,1606069,51026,1,SA,1,100,0.000331
1738265334.214046,1606936,51229,1,SA,1,100,0.001505
1738265337.681608,1610202,51563,1,SA,1,100,0.000031
1738265337.893951,1610402,51611,1,SA,1,100,0.000416
1738265340.017381,1612402,52121,1,SA,1,100,0.001150
1738265359.764225,1631001,54868,1,SA,1,100,0.000347
1738265360.612535,1631800,54933,1,SA,1,100,0.000136
1738265361.957729,1633067,55140,1,SA,1,100,0.006194
