LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1738263921.452848,192719,28009,1,BI,1,100,1070
1738263921.958867,193225,28087,1,BI,1,100,500
1738263922.375883,193642,28170,1,BI,1,100,420
1738263922.445886,193712,28172,1,BI,1,100,70
1738263923.708934,194975,28378,1,BI,1,100,1250
1738263929.682160,200948,29331,1,BI,1,100,5940
1738263930.868205,202134,29531,1,BI,1,100,1180
1738263947.170823,218436,32045,1,BI,1,100,16220
1738263947.947853,219213,32157,1,BI,1,100,780
1738263948.510874,219776,32255,1,BI,1,100,560
1738263956.137163,227402,33452,1,BI,1,100,7580
1738263961.016348,232281,34198,1,BI,1,100,4850
1738263982.012145,253276,37443,1,BI,1,100,20880
1738263994.270610,265534,39337,1,BI,1,100,12200
1738263996.194683,267458,39636,1,BI,1,100,1910
1738264014.893392,286156,42520,1,BI,1,100,18600
1738264015.823427,287086,42665,1,BI,1,100,920
1738264016.836465,288099,42825,1,BI,1,100,1010
1738264017.802502,289065,42969,1,BI,1,100,960
1738264018.879543,290142,43133,1,BI,1,100,1070
1738264019.622571,290885,43262,1,BI,1,100,740
1738264022.245671,293508,43655,1,BI,1,100,2610
1738264024.775766,296038,44053,1,BI,1,100,2510
1738264026.892847,298155,44382,1,BI,1,100,2110
1738264027.735879,298998,44509,1,BI,1,100,840
1738264032.039042,303301,45174,1,BI,1,100,4280
1738264037.275240,308537,45966,1,BI,1,100,5200
1738264038.098272,309360,46095,1,BI,1,100,820
1738264043.534478,314796,46914,1,BI,1,100,5410
1738264045.044535,316306,47142,1,BI,1,100,1500
1738264048.284658,319546,47626,1,BI,1,100,3220
1738264057.016989,328278,48901,1,BI,1,100,8680
1738264058.420042,329681,49128,1,BI,1,100,1400
1738264060.650127,331911,49482,1,BI,1,100,2220
1738264064.490273,335751,50073,1,BI,1,100,3810
1738264067.140373,338401,50486,1,BI,1,100,2640
1738264067.713395,338974,50582,1,BI,1,100,570
1738264068.239415,339500,50661,1,BI,1,100,520
1738264069.183450,340444,50820,1,BI,1,100,940
1738264069.949480,341210,50921,1,BI,1,100,760
1738264070.629505,341890,51034,1,BI,1,100,680
1738264071.249529,342510,51129,1,BI,1,100,620
1738264071.939555,343200,51239,1,BI,1,100,680
1738264072.476575,343737,51320,1,BI,1,100,540
1738264073.442612,344703,51464,1,BI,1,100,960
1738264073.949631,345210,51543,1,BI,1,100,500
1738264074.775663,346036,51676,1,BI,1,100,820
1738264075.472689,346733,51788,1,BI,1,100,690
1738264078.029786,349290,52179,1,BI,1,100,2550
1738264085.452068,356712,53320,1,BI,1,100,7380
1738264086.276099,357536,53446,1,BI,1,100,820
1738264087.718153,358978,53667,1,BI,1,100,1430
1738264089.515222,360775,53953,1,BI,1,100,1790
1738264089.612225,360872,53970,1,BI,1,100,90
1738264091.035279,362295,54180,1,BI,1,100,1420
1738264092.408331,363668,54399,1,BI,1,100,1360
1738264093.961390,365221,54637,1,BI,1,100,1550
1738264098.354557,369614,55316,1,BI,1,100,4370
1738264100.107623,371367,55585,1,BI,1,100,1740
1738264100.644644,371904,55669,1,BI,1,100,530
1738264101.097661,372357,55733,1,BI,1,100,450
1738264102.300706,373560,55921,1,BI,1,100,1200
1738264103.164739,374424,56049,1,BI,1,100,860
1738264103.670758,374930,56130,1,BI,1,100,500
1738264104.390786,375650,56242,1,BI,1,100,720
1738264104.494790,375754,56260,1,BI,1,100,100
1738264105.097813,376357,56355,1,BI,1,100,600
1738264106.573869,377833,56579,1,BI,1,100,1470
1738264111.901071,383160,57401,1,BI,1,100,5300
1738264112.534095,383793,57496,1,BI,1,100,630
1738264114.130155,385389,57749,1,BI,1,100,1580
1738264116.210234,387469,58068,1,BI,1,100,2070
1738264117.013264,388272,58195,1,BI,1,100,800
1738264117.560285,388819,58275,1,BI,1,100,540
1738264118.986339,390245,58497,1,BI,1,100,1420
1738264125.186574,396445,59459,1,BI,1,100,6170
1738264132.825864,404084,60626,1,BI,1,100,7590
1738264134.508928,405767,60895,1,BI,1,100,1680
1738264135.941982,407200,61099,1,BI,1,100,1420
1738264136.562006,407820,61200,1,BI,1,100,620
1738264143.908284,415166,62323,1,BI,1,100,7300
1738264145.145331,416403,62514,1,BI,1,100,1230
1738264146.795394,418053,62771,1,BI,1,100,1640
1738264149.681503,420939,63233,1,BI,1,100,2870
1738264150.151521,421409,63297,1,BI,1,100,470
1738264150.647540,421905,63376,1,BI,1,100,490
1738264152.984629,424242,63732,1,BI,1,100,2330
1738264155.047707,426305,64066,1,BI,1,100,2050
