LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1738265318.092960,1591752.000,48707,2,AX,1,100,-0.580
1738265318.135429,1591792.000,48707,2,AX,1,100,-0.582
1738265318.177897,1591832.000,48722,3,AX,1,100,-0.580
1738265318.220366,1591872.000,48722,3,AX,1,100,-0.589
1738265318.262835,1591912.000,48722,3,AX,1,100,-0.585
1738265318.305303,1591952.000,48737,2,AX,1,100,-0.583
1738265318.347772,1591992.000,48737,2,AX,1,100,-0.592
1738265318.390240,1592032.000,48754,3,AX,1,100,-0.592
1738265318.432709,1592072.000,48754,3,AX,1,100,-0.580
1738265318.475178,1592112.000,48754,3,AX,1,100,-0.582
1738265318.517646,1592152.000,48769,3,AX,1,100,-0.592
1738265318.560115,1592192.000,48769,3,AX,1,100,-0.581
1738265318.602583,1592232.000,48769,3,AX,1,100,-0.581
1738265318.645052,1592272.000,48785,2,AX,1,100,-0.586
1738265318.687521,1592312.000,48785,2,AX,1,100,-0.582
1738265318.729989,1592352.000,48800,3,AX,1,100,-0.580
1738265318.772458,1592392.000,48800,3,AX,1,100,-0.582
1738265318.814926,1592432.000,48800,3,AX,1,100,-0.584
1738265318.857395,1592472.000,48816,2,AX,1,100,-0.582
1738265318.899864,1592512.000,48816,2,AX,1,100,-0.579
1738265318.949234,1592558.500,48831,2,AX,1,100,-0.588
1738265318.998603,1592605.000,48831,2,AX,1,100,-0.588
1738265319.041072,1592645.000,48848,3,AX,1,100,-0.593
1738265319.083540,1592685.000,48848,3,AX,1,100,-0.587
1738265319.126009,1592725.000,48848,3,AX,1,100,-0.587
1738265319.168478,1592765.000,48862,2,AX,1,100,-0.589
1738265319.210946,1592805.000,48862,2,AX,1,100,-0.584
1738265319.253415,1592845.000,48878,3,AX,1,100,-0.583
1738265319.295883,1592885.000,48878,3,AX,1,100,-0.592
1738265319.338352,1592925.000,48878,3,AX,1,100,-0.583
1738265319.380821,1592965.000,48893,3,AX,1,100,-0.586
1738265319.423289,1593005.000,48893,3,AX,1,100,-0.584
1738265319.465758,1593045.000,48893,3,AX,1,100,-0.584
1738265319.508227,1593085.000,48910,2,AX,1,100,-0.590
1738265319.550695,1593125.000,48910,2,AX,1,100,-0.578
1738265319.593164,1593165.000,48924,3,AX,1,100,-0.581
1738265319.635633,1593205.000,48924,3,AX,1,100,-0.586
1738265319.678101,1593245.000,48924,3,AX,1,100,-0.587
1738265319.720570,1593285.000,48940,2,AX,1,100,-0.583
1738265319.763038,1593325.000,48940,2,AX,1,100,-0.584
1738265319.805507,1593365.000,48956,3,AX,1,100,-0.587
1738265319.847975,1593405.000,48956,3,AX,1,100,-0.585
1738265319.890444,1593445.000,48956,3,AX,1,100,-0.586
1738265319.932913,1593485.000,48972,2,AX,1,100,-0.584
1738265319.975381,1593525.000,48972,2,AX,1,100,-0.584
1738265320.017850,1593565.000,48986,3,AX,1,100,-0.585
1738265320.060318,1593605.000,48986,3,AX,1,100,-0.593
1738265320.102787,1593645.000,48986,3,AX,1,100,-0.580
1738265320.152157,1593691.500,49003,2,AX,1,100,-0.586
1738265320.201527,1593738.000,49003,2,AX,1,100,-0.585
1738265320.243995,1593778.000,49018,3,AX,1,100,-0.584
1738265320.286464,1593818.000,49018,3,AX,1,100,-0.583
1738265320.328933,1593858.000,49018,3,AX,1,100,-0.586
1738265320.371401,1593898.000,49034,2,AX,1,100,-0.585
1738265320.413870,1593938.000,49034,2,AX,1,100,-0.580
1738265320.456692,1593978.333,49048,3,AX,1,100,-0.582
1738265320.499515,1594018.667,49048,3,AX,1,100,-0.588
1738265320.542337,1594059.000,49048,3,AX,1,100,-0.579
1738265320.584806,1594099.000,49065,2,AX,1,100,-0.585
1738265320.627275,1594139.000,49065,2,AX,1,100,-0.583
1738265320.669743,1594179.000,49080,3,AX,1,100,-0.580
1738265320.712212,1594219.000,49080,3,AX,1,100,-0.582
1738265320.754680,1594259.000,49080,3,AX,1,100,-0.581
1738265320.797149,1594299.000,49096,2,AX,1,100,-0.587
1738265320.839617,1594339.000,49096,2,AX,1,100,-0.587
1738265320.881732,1594378.667,49112,3,AX,1,100,-0.580
1738265320.923847,1594418.333,49112,3,AX,1,100,-0.582
1738265320.965962,1594458.000,49112,3,AX,1,100,-0.581
1738265321.008961,1594498.500,49129,2,AX,1,100,-0.581
1738265321.051961,1594539.000,49129,2,AX,1,100,-0.584
1738265321.094075,1594578.667,49144,3,AX,1,100,-0.581
1738265321.136190,1594618.333,49144,3,AX,1,100,-0.578
1738265321.178305,1594658.000,49144,3,AX,1,100,-0.580
1738265321.220773,1594698.000,49161,2,AX,1,100,-0.582
1738265321.263242,1594738.000,49161,2,AX,1,100,-0.581
1738265321.313143,1594785.000,49176,2,AX,1,100,-0.578
1738265321.363043,1594832.000,49176,2,AX,1,100,-0.583
1738265321.405512,1594872.000,49191,3,AX,1,100,-0.578
1738265321.447980,1594912.000,49191,3,AX,1,100,-0.575
1738265321.490449,1594952.000,49191,3,AX,1,100,-0.581
1738265321.532918,1594992.000,49207,3,AX,1,100,-0.580
1738265321.575386,1595032.000,49207,3,AX,1,100,-0.582
1738265321.617855,1595072.000,49207,3,AX,1,100,-0.579
1738265321.660324,1595112.000,49223,2,AX,1,100,-0.576
1738265321.702792,1595152.000,49223,2,AX,1,100,-0.575
1738265321.745261,1595192.000,49238,3,AX,1,100,-0.577
1738265321.787729,1595232.000,49238,3,AX,1,100,-0.579
1738265321.830198,1595272.000,49238,3,AX,1,100,-0.578
1738265321.872667,1595312.000,49253,2,AX,1,100,-0.575
1738265321.915135,1595352.000,49253,2,AX,1,100,-0.572
1738265321.957604,1595392.000,49269,3,AX,1,100,-0.578
1738265322.000072,1595432.000,49269,3,AX,1,100,-0.577
1738265322.042541,1595472.000,49269,3,AX,1,100,-0.578
1738265322.084744,1595511.750,49290,4,AX,1,100,-0.580
1738265322.126947,1595551.500,49290,4,AX,1,100,-0.576
1738265322.169151,1595591.250,49290,4,AX,1,100,-0.575
1738265322.211354,1595631.000,49290,4,AX,1,100,-0.573
1738265322.254353,1595671.500,49306,2,AX,1,100,-0.580
1738265322.297353,1595712.000,49306,2,AX,1,100,-0.575
1738265322.339821,1595752.000,49322,3,AX,1,100,-0.581
1738265322.382290,1595792.000,49322,3,AX,1,100,-0.578
1738265322.424759,1595832.000,49322,3,AX,1,100,-0.573
1738265322.466696,1595871.500,49337,2,AX,1,100,-0.574
1738265322.508634,1595911.000,49337,2,AX,1,100,-0.575
1738265322.556057,1595955.667,49352,3,AX,1,100,-0.574
1738265322.603481,1596000.333,49352,3,AX,1,100,-0.573
1738265322.650904,1596045.000,49352,3,AX,1,100,-0.579
1738265322.693372,1596085.000,49368,2,AX,1,100,-0.570
1738265322.735841,1596125.000,49368,2,AX,1,100,-0.576
1738265322.778310,1596165.000,49384,3,AX,1,100,-0.572
1738265322.820778,1596205.000,49384,3,AX,1,100,-0.573
1738265322.863247,1596245.000,49384,3,AX,1,100,-0.575
1738265322.905716,1596285.000,49399,2,AX,1,100,-0.575
1738265322.948184,1596325.000,49399,2,AX,1,100,-0.568
1738265322.990653,1596365.000,49415,3,AX,1,100,-0.569
1738265323.033121,1596405.000,49415,3,AX,1,100,-0.573
1738265323.075590,1596445.000,49415,3,AX,1,100,-0.570
1738265323.118059,1596485.000,49430,2,AX,1,100,-0.564
1738265323.160527,1596525.000,49430,2,AX,1,100,-0.577
1738265323.202996,1596565.000,49446,3,AX,1,100,-0.568
1738265323.245465,1596605.000,49446,3,AX,1,100,-0.568
1738265323.287933,1596645.000,49446,3,AX,1,100,-0.568
1738265323.330402,1596685.000,49462,2,AX,1,100,-0.563
1738265323.372870,1596725.000,49462,2,AX,1,100,-0.564
1738265323.415339,1596765.000,49477,3,AX,1,100,-0.569
1738265323.457808,1596805.000,49477,3,AX,1,100,-0.566
1738265323.500276,1596845.000,49477,3,AX,1,100,-0.563
1738265323.542745,1596885.000,49492,2,AX,1,100,-0.566
1738265323.585213,1596925.000,49492,2,AX,1,100,-0.568
1738265323.627682,1596965.000,49508,3,AX,1,100,-0.566
1738265323.670151,1597005.000,49508,3,AX,1,100,-0.564
1738265323.712619,1597045.000,49508,3,AX,1,100,-0.566
1738265323.761989,1597091.500,49524,2,AX,1,100,-0.574
1738265323.811359,1597138.000,49524,2,AX,1,100,-0.558
1738265323.853827,1597178.000,49540,3,AX,1,100,-0.560
1738265323.896296,1597218.000,49540,3,AX,1,100,-0.574
1738265323.938765,1597258.000,49540,3,AX,1,100,-0.559
1738265323.981233,1597298.000,49554,2,AX,1,100,-0.571
1738265324.023702,1597338.000,49554,2,AX,1,100,-0.563
1738265324.066170,1597378.000,49571,3,AX,1,100,-0.565
1738265324.108639,1597418.000,49571,3,AX,1,100,-0.566
1738265324.151108,1597458.000,49571,3,AX,1,100,-0.563
1738265324.193576,1597498.000,49586,2,AX,1,100,-0.562
1738265324.236045,1597538.000,49586,2,AX,1,100,-0.562
1738265324.278513,1597578.000,49602,3,AX,1,100,-0.565
1738265324.320982,1597618.000,49602,3,AX,1,100,-0.558
1738265324.363451,1597658.000,49602,3,AX,1,100,-0.583
1738265324.405919,1597698.000,49617,2,AX,1,100,-0.548
1738265324.448388,1597738.000,49617,2,AX,1,100,-0.566
1738265324.490857,1597778.000,49633,3,AX,1,100,-0.571
1738265324.533325,1597818.000,49633,3,AX,1,100,-0.568
1738265324.575794,1597858.000,49633,3,AX,1,100,-0.564
1738265324.618263,1597898.000,49648,3,AX,1,100,-0.559
1738265324.660731,1597938.000,49648,3,AX,1,100,-0.557
1738265324.703200,1597978.000,49648,3,AX,1,100,-0.548
1738265324.745668,1598018.000,49665,2,AX,1,100,-0.548
1738265324.788137,1598058.000,49665,2,AX,1,100,-0.554
1738265324.830606,1598098.000,49679,3,AX,1,100,-0.539
1738265324.873074,1598138.000,49679,3,AX,1,100,-0.568
1738265324.915543,1598178.000,49679,3,AX,1,100,-0.560
1738265324.965443,1598225.000,49695,2,AX,1,100,-0.583
1738265325.015344,1598272.000,49695,2,AX,1,100,-0.555
1738265325.057282,1598311.500,49710,2,AX,1,100,-0.557
1738265325.099220,1598351.000,49710,2,AX,1,100,-0.560
1738265325.141688,1598391.000,49727,3,AX,1,100,-0.601
1738265325.184157,1598431.000,49727,3,AX,1,100,-0.607
1738265325.226625,1598471.000,49727,3,AX,1,100,-0.599
1738265325.269094,1598511.000,49741,2,AX,1,100,-0.638
1738265325.311563,1598551.000,49741,2,AX,1,100,-0.670
1738265325.354031,1598591.000,49757,3,AX,1,100,-0.657
1738265325.396500,1598631.000,49757,3,AX,1,100,-0.702
1738265325.438968,1598671.000,49757,3,AX,1,100,-0.788
1738265325.481437,1598711.000,49773,3,AX,1,100,-0.821
1738265325.523906,1598751.000,49773,3,AX,1,100,-0.755
1738265325.566374,1598791.000,49773,3,AX,1,100,-0.678
1738265325.608843,1598831.000,49789,2,AX,1,100,-0.536
1738265325.651311,1598871.000,49789,2,AX,1,100,-0.550
1738265325.693780,1598911.000,49803,3,AX,1,100,-0.536
1738265325.736249,1598951.000,49803,3,AX,1,100,-0.603
1738265325.778717,1598991.000,49803,3,AX,1,100,-0.480
1738265325.821186,1599031.000,49820,2,AX,1,100,-0.377
1738265325.863654,1599071.000,49820,2,AX,1,100,-0.391
1738265325.906123,1599111.000,49835,3,AX,1,100,-0.333
1738265325.948592,1599151.000,49835,3,AX,1,100,-0.315
1738265325.991060,1599191.000,49835,3,AX,1,100,-0.317
1738265326.033529,1599231.000,49851,2,AX,1,100,-0.173
1738265326.075998,1599271.000,49851,2,AX,1,100,-0.210
1738265326.125367,1599317.500,49866,2,AX,1,100,-0.249
1738265326.174737,1599364.000,49866,2,AX,1,100,-0.014
1738265326.217206,1599404.000,49884,3,AX,1,100,-0.069
1738265326.259674,1599444.000,49884,3,AX,1,100,-0.083
1738265326.302143,1599484.000,49884,3,AX,1,100,-0.088
1738265326.344611,1599524.000,49899,2,AX,1,100,-0.061
1738265326.387080,1599564.000,49899,2,AX,1,100,-0.035
1738265326.429549,1599604.000,49915,3,AX,1,100,-0.250
1738265326.472017,1599644.000,49915,3,AX,1,100,-0.141
1738265326.514486,1599684.000,49915,3,AX,1,100,-0.001
1738265326.556955,1599724.000,49931,3,AX,1,100,-0.225
1738265326.599423,1599764.000,49931,3,AX,1,100,-0.189
1738265326.641892,1599804.000,49931,3,AX,1,100,-0.097
1738265326.684361,1599844.000,49946,2,AX,1,100,-0.197
1738265326.726829,1599884.000,49946,2,AX,1,100,-0.154
1738265326.769298,1599924.000,49961,3,AX,1,100,-0.271
1738265326.811766,1599964.000,49961,3,AX,1,100,-0.542
1738265326.854235,1600004.000,49961,3,AX,1,100,-0.303
1738265326.896703,1600044.000,49978,2,AX,1,100,-0.384
1738265326.939172,1600084.000,49978,2,AX,1,100,-0.291
1738265326.981641,1600124.000,49993,3,AX,1,100,-0.349
1738265327.024109,1600164.000,49993,3,AX,1,100,-0.302
1738265327.066578,1600204.000,49993,3,AX,1,100,-0.320
1738265327.109577,1600244.500,50008,2,AX,1,100,-0.293
1738265327.152577,1600285.000,50008,2,AX,1,100,-0.294
1738265327.195045,1600325.000,50024,3,AX,1,100,-0.306
1738265327.237514,1600365.000,50024,3,AX,1,100,-0.337
1738265327.279983,1600405.000,50024,3,AX,1,100,-0.352
1738265327.329352,1600451.500,50040,2,AX,1,100,-0.346
1738265327.378722,1600498.000,50040,2,AX,1,100,-0.343
1738265327.421191,1600538.000,50055,3,AX,1,100,-0.354
1738265327.463660,1600578.000,50055,3,AX,1,100,-0.294
1738265327.506128,1600618.000,50055,3,AX,1,100,-0.485
1738265327.548597,1600658.000,50077,3,AX,1,100,-0.654
1738265327.591065,1600698.000,50077,3,AX,1,100,-0.709
1738265327.633534,1600738.000,50077,3,AX,1,100,-0.604
1738265327.676003,1600778.000,50092,3,AX,1,100,-0.802
1738265327.718471,1600818.000,50092,3,AX,1,100,-0.818
1738265327.760940,1600858.000,50092,3,AX,1,100,-0.506
1738265327.803408,1600898.000,50107,2,AX,1,100,-0.513
1738265327.845877,1600938.000,50107,2,AX,1,100,-0.434
1738265327.888346,1600978.000,50123,3,AX,1,100,-0.325
1738265327.930814,1601018.000,50123,3,AX,1,100,-0.346
1738265327.973283,1601058.000,50123,3,AX,1,100,-0.407
1738265328.015751,1601098.000,50139,2,AX,1,100,-0.456
1738265328.058220,1601138.000,50139,2,AX,1,100,-0.505
1738265328.100689,1601178.000,50156,3,AX,1,100,-0.289
1738265328.143157,1601218.000,50156,3,AX,1,100,-0.525
1738265328.185626,1601258.000,50156,3,AX,1,100,-0.565
1738265328.228095,1601298.000,50171,3,AX,1,100,-0.456
1738265328.270563,1601338.000,50171,3,AX,1,100,-0.582
1738265328.313032,1601378.000,50171,3,AX,1,100,-0.666
1738265328.355500,1601418.000,50187,2,AX,1,100,-0.583
1738265328.397969,1601458.000,50187,2,AX,1,100,-0.509
1738265328.440438,1601498.000,50203,2,AX,1,100,-0.506
1738265328.482906,1601538.000,50203,2,AX,1,100,-0.412
