LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1738263920.638817,191905.000,27876,4,PG,1,100,5006
1738263920.638817,191905.000,27876,4,PG,1,100,4983
1738263920.638817,191905.000,27876,4,PG,1,100,5013
1738263920.638817,191905.000,27876,4,PG,1,100,5013
1738263920.648545,191914.727,27890,11,PG,1,100,5003
1738263920.658272,191924.455,27890,11,PG,1,100,5043
1738263920.668000,191934.182,27890,11,PG,1,100,4994
1738263920.677728,191943.909,27890,11,PG,1,100,5019
1738263920.687455,191953.636,27890,11,PG,1,100,5007
1738263920.697183,191963.364,27890,11,PG,1,100,4984
1738263920.706911,191973.091,27890,11,PG,1,100,5005
1738263920.716638,191982.818,27890,11,PG,1,100,5017
1738263920.726366,191992.545,27890,11,PG,1,100,4987
1738263920.736094,192002.273,27890,11,PG,1,100,4995
1738263920.745821,192012.000,27890,11,PG,1,100,5014
1738263920.756155,192022.333,27908,9,PG,1,100,5024
1738263920.766489,192032.667,27908,9,PG,1,100,5006
1738263920.776822,192043.000,27908,9,PG,1,100,5030
1738263920.787156,192053.333,27908,9,PG,1,100,4989
1738263920.797490,192063.667,27908,9,PG,1,100,5017
1738263920.807823,192074.000,27908,9,PG,1,100,4997
1738263920.818157,192084.333,27908,9,PG,1,100,5025
1738263920.828491,192094.667,27908,9,PG,1,100,5008
1738263920.838825,192105.000,27908,9,PG,1,100,5018
1738263920.849525,192115.700,27924,10,PG,1,100,5023
1738263920.860225,192126.400,27924,10,PG,1,100,5035
1738263920.870926,192137.100,27924,10,PG,1,100,5021
1738263920.881626,192147.800,27924,10,PG,1,100,5047
1738263920.892327,192158.500,27924,10,PG,1,100,5031
1738263920.903027,192169.200,27924,10,PG,1,100,5042
1738263920.913728,192179.900,27924,10,PG,1,100,5018
1738263920.924428,192190.600,27924,10,PG,1,100,5020
1738263920.935128,192201.300,27924,10,PG,1,100,5020
1738263920.945829,192212.000,27924,10,PG,1,100,5042
1738263920.955556,192221.727,27947,11,PG,1,100,5015
1738263920.965284,192231.455,27947,11,PG,1,100,5069
1738263920.975012,192241.182,27947,11,PG,1,100,5034
1738263920.984739,192250.909,27947,11,PG,1,100,5036
1738263920.994467,192260.636,27947,11,PG,1,100,5058
1738263921.004194,192270.364,27947,11,PG,1,100,5047
1738263921.013922,192280.091,27947,11,PG,1,100,5031
1738263921.023650,192289.818,27947,11,PG,1,100,5033
1738263921.033377,192299.545,27947,11,PG,1,100,5056
1738263921.043105,192309.273,27947,11,PG,1,100,5037
1738263921.052833,192319.000,27947,11,PG,1,100,5047
1738263921.063167,192329.333,27963,9,PG,1,100,5031
1738263921.073500,192339.667,27963,9,PG,1,100,5036
