LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1738265309.316821,1583486.000,47426,1,GZ,1,100,0.580
1738265309.366191,1583532.500,47443,2,GZ,1,100,0.519
1738265309.415561,1583579.000,47443,2,GZ,1,100,0.549
1738265309.458383,1583619.333,47459,3,GZ,1,100,0.549
1738265309.501206,1583659.667,47459,3,GZ,1,100,0.488
1738265309.544028,1583700.000,47459,3,GZ,1,100,0.458
1738265309.585966,1583739.500,47475,2,GZ,1,100,0.366
1738265309.627904,1583779.000,47475,2,GZ,1,100,0.397
1738265309.670372,1583819.000,47490,3,GZ,1,100,0.671
1738265309.712841,1583859.000,47490,3,GZ,1,100,0.671
1738265309.755310,1583899.000,47490,3,GZ,1,100,0.580
1738265309.798309,1583939.500,47505,2,GZ,1,100,0.519
1738265309.841309,1583980.000,47505,2,GZ,1,100,0.549
1738265309.883777,1584020.000,47522,3,GZ,1,100,0.610
1738265309.926246,1584060.000,47522,3,GZ,1,100,0.671
1738265309.968714,1584100.000,47522,3,GZ,1,100,0.641
1738265310.011183,1584140.000,47537,2,GZ,1,100,0.580
1738265310.053652,1584180.000,47537,2,GZ,1,100,0.488
1738265310.095766,1584219.667,47552,3,GZ,1,100,0.366
1738265310.137881,1584259.333,47552,3,GZ,1,100,0.549
1738265310.179996,1584299.000,47552,3,GZ,1,100,0.580
1738265310.222464,1584339.000,47570,3,GZ,1,100,0.580
1738265310.264933,1584379.000,47570,3,GZ,1,100,0.610
1738265310.307402,1584419.000,47570,3,GZ,1,100,0.610
1738265310.349870,1584459.000,47588,2,GZ,1,100,0.427
1738265310.392339,1584499.000,47588,2,GZ,1,100,0.336
1738265310.434807,1584539.000,47603,3,GZ,1,100,0.671
1738265310.477276,1584579.000,47603,3,GZ,1,100,0.885
1738265310.519745,1584619.000,47603,3,GZ,1,100,0.793
1738265310.569645,1584666.000,47618,2,GZ,1,100,0.610
1738265310.619546,1584713.000,47618,2,GZ,1,100,0.549
1738265310.662014,1584753.000,47634,2,GZ,1,100,0.488
1738265310.704483,1584793.000,47634,2,GZ,1,100,0.488
1738265310.746952,1584833.000,47650,3,GZ,1,100,0.580
1738265310.789420,1584873.000,47650,3,GZ,1,100,0.549
1738265310.831889,1584913.000,47650,3,GZ,1,100,0.427
1738265310.874357,1584953.000,47665,2,GZ,1,100,0.305
1738265310.916826,1584993.000,47665,2,GZ,1,100,0.336
1738265310.959295,1585033.000,47684,3,GZ,1,100,0.366
1738265311.001763,1585073.000,47684,3,GZ,1,100,0.336
1738265311.044232,1585113.000,47684,3,GZ,1,100,0.397
1738265311.086701,1585153.000,47698,3,GZ,1,100,0.580
1738265311.129169,1585193.000,47698,3,GZ,1,100,0.610
1738265311.171638,1585233.000,47698,3,GZ,1,100,0.488
1738265311.213753,1585272.667,47719,3,GZ,1,100,0.824
1738265311.255867,1585312.333,47719,3,GZ,1,100,1.068
1738265311.297982,1585352.000,47719,3,GZ,1,100,0.977
1738265311.340805,1585392.333,47735,3,GZ,1,100,0.732
1738265311.383627,1585432.667,47735,3,GZ,1,100,0.671
1738265311.426450,1585473.000,47735,3,GZ,1,100,0.671
1738265311.468387,1585512.500,47753,2,GZ,1,100,0.671
1738265311.510325,1585552.000,47753,2,GZ,1,100,0.488
1738265311.553148,1585592.333,47768,3,GZ,1,100,0.214
1738265311.595970,1585632.667,47768,3,GZ,1,100,0.183
1738265311.638793,1585673.000,47768,3,GZ,1,100,0.275
1738265311.681261,1585713.000,47784,2,GZ,1,100,0.244
1738265311.723730,1585753.000,47784,2,GZ,1,100,0.153
1738265311.770799,1585797.333,47799,3,GZ,1,100,0.214
1738265311.817868,1585841.667,47799,3,GZ,1,100,0.305
1738265311.864938,1585886.000,47799,3,GZ,1,100,0.488
1738265311.907407,1585926.000,47815,2,GZ,1,100,0.519
1738265311.949875,1585966.000,47815,2,GZ,1,100,0.366
1738265311.992344,1586006.000,47831,3,GZ,1,100,0.610
1738265312.034812,1586046.000,47831,3,GZ,1,100,0.885
1738265312.077281,1586086.000,47831,3,GZ,1,100,0.793
1738265312.119750,1586126.000,47846,2,GZ,1,100,0.702
