LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1738263920.638817,191905.000,27874,4,PI,1,100,161117
1738263920.638817,191905.000,27874,4,PI,1,100,161097
1738263920.638817,191905.000,27874,4,PI,1,100,161097
1738263920.638817,191905.000,27874,4,PI,1,100,161125
1738263920.648545,191914.727,27888,11,PI,1,100,161095
1738263920.658272,191924.455,27888,11,PI,1,100,161147
1738263920.668000,191934.182,27888,11,PI,1,100,161114
1738263920.677728,191943.909,27888,11,PI,1,100,161117
1738263920.687455,191953.636,27888,11,PI,1,100,161137
1738263920.697183,191963.364,27888,11,PI,1,100,161121
1738263920.706911,191973.091,27888,11,PI,1,100,161089
1738263920.716638,191982.818,27888,11,PI,1,100,161113
1738263920.726366,191992.545,27888,11,PI,1,100,161092
1738263920.736094,192002.273,27888,11,PI,1,100,161098
1738263920.745821,192012.000,27888,11,PI,1,100,161114
1738263920.756155,192022.333,27906,9,PI,1,100,161068
1738263920.766489,192032.667,27906,9,PI,1,100,161026
1738263920.776822,192043.000,27906,9,PI,1,100,161064
1738263920.787156,192053.333,27906,9,PI,1,100,161023
1738263920.797490,192063.667,27906,9,PI,1,100,161039
1738263920.807823,192074.000,27906,9,PI,1,100,161029
1738263920.818157,192084.333,27906,9,PI,1,100,160969
1738263920.828491,192094.667,27906,9,PI,1,100,160986
1738263920.838825,192105.000,27906,9,PI,1,100,160993
1738263920.849525,192115.700,27922,10,PI,1,100,160941
1738263920.860225,192126.400,27922,10,PI,1,100,161019
1738263920.870926,192137.100,27922,10,PI,1,100,161016
1738263920.881626,192147.800,27922,10,PI,1,100,160991
1738263920.892327,192158.500,27922,10,PI,1,100,160966
1738263920.903027,192169.200,27922,10,PI,1,100,161004
1738263920.913728,192179.900,27922,10,PI,1,100,160949
1738263920.924428,192190.600,27922,10,PI,1,100,160934
1738263920.935128,192201.300,27922,10,PI,1,100,160947
1738263920.945829,192212.000,27922,10,PI,1,100,160980
1738263920.955556,192221.727,27945,11,PI,1,100,160907
1738263920.965284,192231.455,27945,11,PI,1,100,160949
1738263920.975012,192241.182,27945,11,PI,1,100,160927
1738263920.984739,192250.909,27945,11,PI,1,100,160904
1738263920.994467,192260.636,27945,11,PI,1,100,160966
1738263921.004194,192270.364,27945,11,PI,1,100,160909
1738263921.013922,192280.091,27945,11,PI,1,100,160930
1738263921.023650,192289.818,27945,11,PI,1,100,160885
1738263921.033377,192299.545,27945,11,PI,1,100,160954
1738263921.043105,192309.273,27945,11,PI,1,100,160908
1738263921.052833,192319.000,27945,11,PI,1,100,160928
1738263921.063167,192329.333,27961,9,PI,1,100,160914
1738263921.073500,192339.667,27961,9,PI,1,100,160896
1738263921.083834,192350.000,27961,9,PI,1,100,160882
1738263921.094168,192360.333,27961,9,PI,1,100,160913
1738263921.104501,192370.667,27961,9,PI,1,100,160901
1738263921.114835,192381.000,27961,9,PI,1,100,160905
1738263921.125169,192391.333,27961,9,PI,1,100,160937
1738263921.135503,192401.667,27961,9,PI,1,100,160905
1738263921.145836,192412.000,27961,9,PI,1,100,160886
1738263921.155564,192421.727,27977,11,PI,1,100,160890
1738263921.165292,192431.455,27977,11,PI,1,100,160929
1738263921.175019,192441.182,27977,11,PI,1,100,160897
1738263921.184747,192450.909,27977,11,PI,1,100,160896
1738263921.194474,192460.636,27977,11,PI,1,100,160930
1738263921.204202,192470.364,27977,11,PI,1,100,160905
1738263921.213930,192480.091,27977,11,PI,1,100,160894
1738263921.223657,192489.818,27977,11,PI,1,100,160900
1738263921.233385,192499.545,27977,11,PI,1,100,160866
1738263921.243113,192509.273,27977,11,PI,1,100,160880
1738263921.252840,192519.000,27977,11,PI,1,100,160880
1738263921.263174,192529.333,27993,9,PI,1,100,160848
1738263921.273508,192539.667,27993,9,PI,1,100,160900
1738263921.283842,192550.000,27993,9,PI,1,100,160865
1738263921.294175,192560.333,27993,9,PI,1,100,160868
1738263921.304509,192570.667,27993,9,PI,1,100,160861
1738263921.314843,192581.000,27993,9,PI,1,100,160859
1738263921.325176,192591.333,27993,9,PI,1,100,160838
1738263921.335510,192601.667,27993,9,PI,1,100,160882
1738263921.345844,192612.000,27993,9,PI,1,100,160885
1738263921.355572,192621.727,28011,11,PI,1,100,160883
1738263921.365299,192631.455,28011,11,PI,1,100,160858
1738263921.375027,192641.182,28011,11,PI,1,100,160898
1738263921.384754,192650.909,28011,11,PI,1,100,160914
1738263921.394482,192660.636,28011,11,PI,1,100,160912
1738263921.404210,192670.364,28011,11,PI,1,100,160954
1738263921.413937,192680.091,28011,11,PI,1,100,160939
1738263921.423665,192689.818,28011,11,PI,1,100,160918
1738263921.433393,192699.545,28011,11,PI,1,100,160934
1738263921.443120,192709.273,28011,11,PI,1,100,160978
1738263921.452848,192719.000,28011,11,PI,1,100,160968
1738263921.463448,192729.600,28025,10,PI,1,100,160944
1738263921.474049,192740.200,28025,10,PI,1,100,160952
1738263921.484649,192750.800,28025,10,PI,1,100,160979
1738263921.495250,192761.400,28025,10,PI,1,100,160941
1738263921.505850,192772.000,28025,10,PI,1,100,160957
1738263921.516450,192782.600,28025,10,PI,1,100,160906
1738263921.527051,192793.200,28025,10,PI,1,100,160932
1738263921.537651,192803.800,28025,10,PI,1,100,160912
1738263921.548252,192814.400,28025,10,PI,1,100,160902
1738263921.558852,192825.000,28025,10,PI,1,100,160887
1738263921.568252,192834.400,28042,10,PI,1,100,160905
1738263921.577653,192843.800,28042,10,PI,1,100,160883
1738263921.587053,192853.200,28042,10,PI,1,100,160859
1738263921.596453,192862.600,28042,10,PI,1,100,160860
1738263921.605854,192872.000,28042,10,PI,1,100,160856
1738263921.615254,192881.400,28042,10,PI,1,100,160837
1738263921.624655,192890.800,28042,10,PI,1,100,160843
1738263921.634055,192900.200,28042,10,PI,1,100,160823
1738263921.643455,192909.600,28042,10,PI,1,100,160837
1738263921.652856,192919.000,28042,10,PI,1,100,160847
1738263921.663456,192929.600,28057,10,PI,1,100,160821
1738263921.674056,192940.200,28057,10,PI,1,100,160830
1738263921.684657,192950.800,28057,10,PI,1,100,160830
1738263921.695257,192961.400,28057,10,PI,1,100,160834
1738263921.705858,192972.000,28057,10,PI,1,100,160845
1738263921.716458,192982.600,28057,10,PI,1,100,160854
1738263921.727058,192993.200,28057,10,PI,1,100,160855
1738263921.737659,193003.800,28057,10,PI,1,100,160830
1738263921.748259,193014.400,28057,10,PI,1,100,160849
1738263921.758860,193025.000,28057,10,PI,1,100,160825
1738263921.768587,193034.727,28073,11,PI,1,100,160810
1738263921.778315,193044.455,28073,11,PI,1,100,160790
1738263921.788043,193054.182,28073,11,PI,1,100,160827
1738263921.797770,193063.909,28073,11,PI,1,100,160814
1738263921.807498,193073.636,28073,11,PI,1,100,160855
1738263921.817225,193083.364,28073,11,PI,1,100,160832
1738263921.826953,193093.091,28073,11,PI,1,100,160837
1738263921.836681,193102.818,28073,11,PI,1,100,160797
1738263921.846408,193112.545,28073,11,PI,1,100,160820
1738263921.856136,193122.273,28073,11,PI,1,100,160836
1738263921.865864,193132.000,28073,11,PI,1,100,160849
1738263921.876197,193142.333,28090,9,PI,1,100,160838
1738263921.886531,193152.667,28090,9,PI,1,100,160842
1738263921.896865,193163.000,28090,9,PI,1,100,160839
1738263921.907198,193173.333,28090,9,PI,1,100,160869
1738263921.917532,193183.667,28090,9,PI,1,100,160916
1738263921.927866,193194.000,28090,9,PI,1,100,160878
1738263921.938200,193204.333,28090,9,PI,1,100,160905
1738263921.948534,193214.667,28090,9,PI,1,100,160895
1738263921.958867,193225.000,28090,9,PI,1,100,160900
1738263921.968595,193234.727,28106,11,PI,1,100,160870
1738263921.978323,193244.455,28106,11,PI,1,100,160835
1738263921.988050,193254.182,28106,11,PI,1,100,160876
1738263921.997778,193263.909,28106,11,PI,1,100,160852
1738263922.007505,193273.636,28106,11,PI,1,100,160859
1738263922.017233,193283.364,28106,11,PI,1,100,160852
1738263922.026961,193293.091,28106,11,PI,1,100,160845
1738263922.036688,193302.818,28106,11,PI,1,100,160819
1738263922.046416,193312.545,28106,11,PI,1,100,160816
1738263922.056144,193322.273,28106,11,PI,1,100,160829
1738263922.065871,193332.000,28106,11,PI,1,100,160831
1738263922.076472,193342.600,28121,10,PI,1,100,160834
1738263922.087072,193353.200,28121,10,PI,1,100,160808
1738263922.097672,193363.800,28121,10,PI,1,100,160831
1738263922.108273,193374.400,28121,10,PI,1,100,160827
1738263922.118873,193385.000,28121,10,PI,1,100,160818
1738263922.129474,193395.600,28121,10,PI,1,100,160814
1738263922.140074,193406.200,28121,10,PI,1,100,160843
1738263922.150674,193416.800,28121,10,PI,1,100,160797
1738263922.161275,193427.400,28121,10,PI,1,100,160825
1738263922.171875,193438.000,28121,10,PI,1,100,160822
1738263922.181276,193447.400,28139,10,PI,1,100,160801
1738263922.190676,193456.800,28139,10,PI,1,100,160811
1738263922.200076,193466.200,28139,10,PI,1,100,160822
1738263922.209477,193475.600,28139,10,PI,1,100,160815
1738263922.218877,193485.000,28139,10,PI,1,100,160836
1738263922.228277,193494.400,28139,10,PI,1,100,160798
1738263922.237678,193503.800,28139,10,PI,1,100,160830
1738263922.247078,193513.200,28139,10,PI,1,100,160822
1738263922.256479,193522.600,28139,10,PI,1,100,160860
1738263922.265879,193532.000,28139,10,PI,1,100,160788
1738263922.276479,193542.600,28155,10,PI,1,100,160841
1738263922.287080,193553.200,28155,10,PI,1,100,160824
1738263922.297680,193563.800,28155,10,PI,1,100,160866
1738263922.308280,193574.400,28155,10,PI,1,100,160799
1738263922.318881,193585.000,28155,10,PI,1,100,160838
1738263922.329481,193595.600,28155,10,PI,1,100,160826
1738263922.340082,193606.200,28155,10,PI,1,100,160826
1738263922.350682,193616.800,28155,10,PI,1,100,160854
1738263922.361282,193627.400,28155,10,PI,1,100,160826
1738263922.371883,193638.000,28155,10,PI,1,100,160820
1738263922.381283,193647.400,28174,10,PI,1,100,160819
1738263922.390683,193656.800,28174,10,PI,1,100,160812
1738263922.400084,193666.200,28174,10,PI,1,100,160833
1738263922.409484,193675.600,28174,10,PI,1,100,160809
1738263922.418885,193685.000,28174,10,PI,1,100,160806
1738263922.428285,193694.400,28174,10,PI,1,100,160866
1738263922.437685,193703.800,28174,10,PI,1,100,160850
1738263922.447086,193713.200,28174,10,PI,1,100,160834
1738263922.456486,193722.600,28174,10,PI,1,100,160842
1738263922.465886,193732.000,28174,10,PI,1,100,160883
1738263922.476487,193742.600,28189,10,PI,1,100,160882
1738263922.487087,193753.200,28189,10,PI,1,100,160863
1738263922.497688,193763.800,28189,10,PI,1,100,160860
1738263922.508288,193774.400,28189,10,PI,1,100,160919
1738263922.518888,193785.000,28189,10,PI,1,100,160888
1738263922.529489,193795.600,28189,10,PI,1,100,160873
1738263922.540089,193806.200,28189,10,PI,1,100,160890
1738263922.550690,193816.800,28189,10,PI,1,100,160830
1738263922.561290,193827.400,28189,10,PI,1,100,160880
