TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1590396.000000,1631429.000000,1738265316.653274,1738265360.218639,10,1.58349e+06,1.63627e+06,1.11.4
