LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738263920.993830,192260.000,27941,2,RD,1,100,TL
1738263920.993830,192260.000,27941,2,RD,1,100,TU
1738263923.545927,194812.000,28747,2,RD,1,100,TL
1738263926.098024,197364.000,28747,2,RD,1,100,TU
1738263928.652621,199918.500,29584,2,RD,1,100,TL
1738263931.207218,202473.000,29584,2,RD,1,100,TU
1738263933.760815,205026.500,30375,2,RD,1,100,TL
1738263936.314412,207580.000,30375,2,RD,1,100,TU
1738263938.872009,210137.500,31154,2,RD,1,100,TL
1738263941.429605,212695.000,31154,2,RD,1,100,TU
1738263943.982202,215247.500,31947,2,RD,1,100,TL
1738263946.534799,217800.000,31947,2,RD,1,100,TU
1738263949.102396,220367.500,32756,2,RD,1,100,TL
1738263951.669994,222935.000,32756,2,RD,1,100,TU
1738263954.223091,225488.000,33550,2,RD,1,100,TL
1738263956.776188,228041.000,33550,2,RD,1,100,TU
1738263959.338285,230603.000,34345,2,RD,1,100,TL
1738263961.900382,233165.000,34345,2,RD,1,100,TU
1738263964.470479,235735.000,35139,2,RD,1,100,TL
1738263967.040577,238305.000,35139,2,RD,1,100,TU
1738263969.608174,240872.500,35936,2,RD,1,100,TL
1738263972.175771,243440.000,35936,2,RD,1,100,TU
1738263974.727868,245992.000,36714,2,RD,1,100,TL
1738263977.279965,248544.000,36714,2,RD,1,100,TU
1738263979.845062,251109.000,37508,2,RD,1,100,TL
1738263982.410160,253674.000,37508,2,RD,1,100,TU
1738263984.978757,256242.500,38310,2,RD,1,100,TL
1738263987.547354,258811.000,38310,2,RD,1,100,TU
1738263990.109452,261373.000,39098,2,RD,1,100,TL
1738263992.671549,263935.000,39098,2,RD,1,100,TU
1738263995.240146,266503.500,39888,2,RD,1,100,TL
1738263997.808744,269072.000,39888,2,RD,1,100,TU
1738264000.365841,271629.000,40679,2,RD,1,100,TL
1738264002.922938,274186.000,40679,2,RD,1,100,TU
1738264005.477035,276740.000,41455,2,RD,1,100,TL
1738264008.031131,279294.000,41455,2,RD,1,100,TU
1738264010.596229,281859.000,42248,2,RD,1,100,TL
1738264013.161326,284424.000,42248,2,RD,1,100,TU
1738264015.725923,286988.500,43051,2,RD,1,100,TL
1738264018.290520,289553.000,43051,2,RD,1,100,TU
1738264020.855618,292118.000,43847,2,RD,1,100,TL
1738264023.420715,294683.000,43847,2,RD,1,100,TU
1738264025.996813,297259.000,44640,2,RD,1,100,TL
1738264028.572910,299835.000,44640,2,RD,1,100,TU
1738264031.136008,302398.000,45428,2,RD,1,100,TL
1738264033.699105,304961.000,45428,2,RD,1,100,TU
1738264036.267202,307529.000,46209,2,RD,1,100,TL
1738264038.835299,310097.000,46209,2,RD,1,100,TU
1738264041.395897,312657.500,46981,2,RD,1,100,TL
1738264043.956494,315218.000,46981,2,RD,1,100,TU
1738264046.508591,317770.000,47757,2,RD,1,100,TL
1738264049.060687,320322.000,47757,2,RD,1,100,TU
1738264051.616284,322877.500,48470,2,RD,1,100,TL
1738264054.171881,325433.000,48470,2,RD,1,100,TU
1738264056.730978,327992.000,49273,2,RD,1,100,TL
1738264059.290075,330551.000,49273,2,RD,1,100,TU
1738264061.849172,333110.000,50069,2,RD,1,100,TL
1738264064.408269,335669.000,50069,2,RD,1,100,TU
1738264066.973367,338234.000,50871,2,RD,1,100,TL
1738264069.538464,340799.000,50871,2,RD,1,100,TU
1738264072.092561,343353.000,51656,2,RD,1,100,TL
1738264074.646658,345907.000,51656,2,RD,1,100,TU
1738264077.212255,348472.500,52449,2,RD,1,100,TL
1738264079.777852,351038.000,52449,2,RD,1,100,TU
1738264082.340950,353601.000,53238,2,RD,1,100,TL
1738264084.904047,356164.000,53238,2,RD,1,100,TU
1738264087.470644,358730.500,54036,2,RD,1,100,TL
1738264090.037241,361297.000,54036,2,RD,1,100,TU
1738264092.601339,363861.000,54827,2,RD,1,100,TL
1738264095.165436,366425.000,54827,2,RD,1,100,TU
1738264097.727033,368986.500,55618,2,RD,1,100,TL
1738264100.288630,371548.000,55618,2,RD,1,100,TU
1738264102.842727,374102.000,56405,2,RD,1,100,TL
1738264105.396824,376656.000,56405,2,RD,1,100,TU
1738264107.965921,379225.000,57194,2,RD,1,100,TL
1738264110.535019,381794.000,57194,2,RD,1,100,TU
1738264113.102616,384361.500,57987,2,RD,1,100,TL
1738264115.670213,386929.000,57987,2,RD,1,100,TU
1738264118.236811,389495.500,58780,2,RD,1,100,TL
1738264120.803408,392062.000,58780,2,RD,1,100,TU
1738264123.362005,394620.500,59572,2,RD,1,100,TL
1738264125.920602,397179.000,59572,2,RD,1,100,TU
1738264128.482699,399741.000,60358,2,RD,1,100,TL
1738264131.044796,402303.000,60358,2,RD,1,100,TU
1738264133.598393,404856.500,61134,2,RD,1,100,TL
1738264136.151990,407410.000,61134,2,RD,1,100,TU
1738264138.712587,409970.500,61922,2,RD,1,100,TL
1738264141.273185,412531.000,61922,2,RD,1,100,TU
1738264143.838782,415096.500,62722,2,RD,1,100,TL
1738264146.404379,417662.000,62722,2,RD,1,100,TU
1738264148.981977,420239.500,63524,2,RD,1,100,TL
1738264151.559575,422817.000,63524,2,RD,1,100,TU
1738264154.123172,425380.500,64324,2,RD,1,100,TL
1738264156.686769,427944.000,64324,2,RD,1,100,TU
1738264159.246366,430503.500,65125,2,RD,1,100,TL
1738264161.805963,433063.000,65125,2,RD,1,100,TU
1738264164.370560,435627.500,380,2,RD,1,100,TL
1738264166.935158,438192.000,380,2,RD,1,100,TU
1738264169.501255,440758.000,1183,2,RD,1,100,TL
1738264172.067352,443324.000,1183,2,RD,1,100,TU
1738264174.620949,445877.500,1973,2,RD,1,100,TL
1738264177.174546,448431.000,1973,2,RD,1,100,TU
1738264179.728143,450984.500,2770,2,RD,1,100,TL
1738264182.281740,453538.000,2770,2,RD,1,100,TU
1738264184.840837,456097.000,3577,2,RD,1,100,TL
1738264187.399934,458656.000,3577,2,RD,1,100,TU
1738264189.955031,461211.000,4374,2,RD,1,100,TL
1738264192.510128,463766.000,4374,2,RD,1,100,TU
1738264195.063725,466319.500,5167,2,RD,1,100,TL
1738264197.617321,468873.000,5167,2,RD,1,100,TU
1738264200.173418,471429.000,5964,2,RD,1,100,TL
1738264202.729515,473985.000,5964,2,RD,1,100,TU
1738264205.283612,476539.000,6759,2,RD,1,100,TL
1738264207.837709,479093.000,6759,2,RD,1,100,TU
1738264210.400806,481656.000,7555,2,RD,1,100,TL
1738264212.963903,484219.000,7555,2,RD,1,100,TU
1738264215.529500,486784.500,8351,2,RD,1,100,TL
1738264218.095098,489350.000,8351,2,RD,1,100,TU
1738264220.646695,491901.500,9148,2,RD,1,100,TL
1738264223.198291,494453.000,9148,2,RD,1,100,TU
1738264225.752388,497007.000,9937,2,RD,1,100,TL
1738264228.306485,499561.000,9937,2,RD,1,100,TU
1738264230.892083,502146.500,10736,2,RD,1,100,TL
1738264233.477681,504732.000,10736,2,RD,1,100,TU
1738264236.050279,507304.500,11551,2,RD,1,100,TL
1738264238.622876,509877.000,11551,2,RD,1,100,TU
1738264241.177973,512432.000,12347,2,RD,1,100,TL
1738264243.733070,514987.000,12347,2,RD,1,100,TU
1738264246.301167,517555.000,13151,2,RD,1,100,TL
1738264248.869265,520123.000,13151,2,RD,1,100,TU
1738264251.439363,522693.000,13945,2,RD,1,100,TL
1738264254.009460,525263.000,13945,2,RD,1,100,TU
1738264256.576057,527829.500,14738,2,RD,1,100,TL
1738264259.142655,530396.000,14738,2,RD,1,100,TU
