LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1738263920.612816,191879.000,27880,1,AY,1,100,0.100
1738263920.652818,191919.000,27895,3,AY,1,100,0.091
1738263920.692819,191959.000,27895,3,AY,1,100,0.088
1738263920.732821,191999.000,27895,3,AY,1,100,0.102
1738263920.772822,192039.000,27913,2,AY,1,100,0.118
1738263920.812824,192079.000,27913,2,AY,1,100,0.096
1738263920.852825,192119.000,27929,3,AY,1,100,0.097
1738263920.892827,192159.000,27929,3,AY,1,100,0.101
1738263920.932828,192199.000,27929,3,AY,1,100,0.093
1738263920.972830,192239.000,27951,2,AY,1,100,0.077
1738263921.012831,192279.000,27951,2,AY,1,100,0.096
1738263921.052500,192318.667,27968,3,AY,1,100,0.097
1738263921.092168,192358.333,27968,3,AY,1,100,0.095
1738263921.131836,192398.000,27968,3,AY,1,100,0.101
1738263921.172171,192438.333,27984,3,AY,1,100,0.101
1738263921.212506,192478.667,27984,3,AY,1,100,0.094
1738263921.252840,192519.000,27984,3,AY,1,100,0.095
1738263921.292342,192558.500,28000,2,AY,1,100,0.093
1738263921.331843,192598.000,28000,2,AY,1,100,0.094
1738263921.372178,192638.333,28017,3,AY,1,100,0.103
1738263921.412513,192678.667,28017,3,AY,1,100,0.083
1738263921.452848,192719.000,28017,3,AY,1,100,0.099
1738263921.492850,192759.000,28032,2,AY,1,100,0.102
1738263921.532851,192799.000,28032,2,AY,1,100,0.093
1738263921.579353,192845.500,28049,2,AY,1,100,0.088
1738263921.625854,192892.000,28049,2,AY,1,100,0.100
1738263921.665856,192932.000,28064,3,AY,1,100,0.100
1738263921.705858,192972.000,28064,3,AY,1,100,0.106
1738263921.745859,193012.000,28064,3,AY,1,100,0.101
1738263921.785861,193052.000,28079,3,AY,1,100,0.090
1738263921.825862,193092.000,28079,3,AY,1,100,0.085
1738263921.865864,193132.000,28079,3,AY,1,100,0.095
1738263921.905865,193172.000,28097,2,AY,1,100,0.099
1738263921.945867,193212.000,28097,2,AY,1,100,0.096
1738263921.985868,193252.000,28113,3,AY,1,100,0.096
1738263922.025870,193292.000,28113,3,AY,1,100,0.091
1738263922.065871,193332.000,28113,3,AY,1,100,0.091
1738263922.105873,193372.000,28128,2,AY,1,100,0.100
1738263922.145874,193412.000,28128,2,AY,1,100,0.097
1738263922.185876,193452.000,28146,3,AY,1,100,0.096
1738263922.225877,193492.000,28146,3,AY,1,100,0.092
1738263922.265879,193532.000,28146,3,AY,1,100,0.100
1738263922.305880,193572.000,28161,2,AY,1,100,0.097
1738263922.345882,193612.000,28161,2,AY,1,100,0.091
1738263922.385883,193652.000,28181,3,AY,1,100,0.098
1738263922.425885,193692.000,28181,3,AY,1,100,0.097
1738263922.465886,193732.000,28181,3,AY,1,100,0.091
1738263922.505888,193772.000,28196,2,AY,1,100,0.096
1738263922.545889,193812.000,28196,2,AY,1,100,0.095
1738263922.585891,193852.000,28213,3,AY,1,100,0.095
1738263922.625892,193892.000,28213,3,AY,1,100,0.094
1738263922.665894,193932.000,28213,3,AY,1,100,0.097
1738263922.712396,193978.500,28227,2,AY,1,100,0.094
1738263922.758898,194025.000,28227,2,AY,1,100,0.093
1738263922.798899,194065.000,28243,3,AY,1,100,0.094
1738263922.838901,194105.000,28243,3,AY,1,100,0.097
1738263922.878902,194145.000,28243,3,AY,1,100,0.096
1738263922.918904,194185.000,28259,2,AY,1,100,0.095
1738263922.958905,194225.000,28259,2,AY,1,100,0.095
1738263922.998907,194265.000,28275,3,AY,1,100,0.098
1738263923.038908,194305.000,28275,3,AY,1,100,0.092
1738263923.078910,194345.000,28275,3,AY,1,100,0.099
1738263923.118911,194385.000,28289,2,AY,1,100,0.089
1738263923.158913,194425.000,28289,2,AY,1,100,0.100
1738263923.198914,194465.000,28306,3,AY,1,100,0.094
1738263923.238916,194505.000,28306,3,AY,1,100,0.094
1738263923.278917,194545.000,28306,3,AY,1,100,0.098
1738263923.318919,194585.000,28323,2,AY,1,100,0.095
1738263923.358920,194625.000,28323,2,AY,1,100,0.094
1738263923.398922,194665.000,28339,3,AY,1,100,0.098
1738263923.438923,194705.000,28339,3,AY,1,100,0.096
1738263923.478925,194745.000,28339,3,AY,1,100,0.096
1738263923.518926,194785.000,28353,2,AY,1,100,0.092
1738263923.558928,194825.000,28353,2,AY,1,100,0.096
1738263923.598929,194865.000,28370,3,AY,1,100,0.096
1738263923.638931,194905.000,28370,3,AY,1,100,0.095
1738263923.678932,194945.000,28370,3,AY,1,100,0.095
1738263923.718934,194985.000,28387,3,AY,1,100,0.096
1738263923.758935,195025.000,28387,3,AY,1,100,0.091
1738263923.798937,195065.000,28387,3,AY,1,100,0.099
1738263923.845439,195111.500,28403,2,AY,1,100,0.097
1738263923.891940,195158.000,28403,2,AY,1,100,0.094
1738263923.931942,195198.000,28420,2,AY,1,100,0.094
1738263923.971943,195238.000,28420,2,AY,1,100,0.095
1738263924.011945,195278.000,28436,3,AY,1,100,0.094
1738263924.051947,195318.000,28436,3,AY,1,100,0.095
1738263924.091948,195358.000,28436,3,AY,1,100,0.096
1738263924.131950,195398.000,28451,2,AY,1,100,0.096
1738263924.171951,195438.000,28451,2,AY,1,100,0.094
1738263924.211953,195478.000,28468,3,AY,1,100,0.094
1738263924.251954,195518.000,28468,3,AY,1,100,0.096
1738263924.291956,195558.000,28468,3,AY,1,100,0.094
1738263924.331957,195598.000,28483,2,AY,1,100,0.094
1738263924.371959,195638.000,28483,2,AY,1,100,0.097
1738263924.411960,195678.000,28498,3,AY,1,100,0.091
1738263924.451962,195718.000,28498,3,AY,1,100,0.100
1738263924.491963,195758.000,28498,3,AY,1,100,0.093
1738263924.531965,195798.000,28515,2,AY,1,100,0.094
1738263924.571966,195838.000,28515,2,AY,1,100,0.095
1738263924.611968,195878.000,28532,3,AY,1,100,0.095
1738263924.651969,195918.000,28532,3,AY,1,100,0.096
1738263924.691971,195958.000,28532,3,AY,1,100,0.096
1738263924.731972,195998.000,28547,2,AY,1,100,0.094
1738263924.771974,196038.000,28547,2,AY,1,100,0.097
1738263924.811975,196078.000,28562,3,AY,1,100,0.097
1738263924.851977,196118.000,28562,3,AY,1,100,0.094
1738263924.891978,196158.000,28562,3,AY,1,100,0.095
1738263924.938980,196205.000,28578,2,AY,1,100,0.097
1738263924.985982,196252.000,28578,2,AY,1,100,0.095
1738263925.025650,196291.667,28594,3,AY,1,100,0.095
1738263925.065318,196331.333,28594,3,AY,1,100,0.095
1738263925.104986,196371.000,28594,3,AY,1,100,0.093
1738263925.144988,196411.000,28609,2,AY,1,100,0.097
1738263925.184989,196451.000,28609,2,AY,1,100,0.097
1738263925.224991,196491.000,28625,3,AY,1,100,0.094
1738263925.264992,196531.000,28625,3,AY,1,100,0.095
1738263925.304994,196571.000,28625,3,AY,1,100,0.095
1738263925.344995,196611.000,28640,2,AY,1,100,0.097
1738263925.384997,196651.000,28640,2,AY,1,100,0.097
1738263925.424999,196691.000,28656,3,AY,1,100,0.092
1738263925.465000,196731.000,28656,3,AY,1,100,0.094
1738263925.505002,196771.000,28656,3,AY,1,100,0.094
1738263925.545003,196811.000,28674,2,AY,1,100,0.110
1738263925.585005,196851.000,28674,2,AY,1,100,0.150
1738263925.625006,196891.000,28689,3,AY,1,100,0.152
1738263925.665008,196931.000,28689,3,AY,1,100,0.217
1738263925.705009,196971.000,28689,3,AY,1,100,0.253
1738263925.745511,197011.500,28704,2,AY,1,100,0.360
1738263925.786012,197052.000,28704,2,AY,1,100,0.487
1738263925.825680,197091.667,28720,3,AY,1,100,0.369
1738263925.865349,197131.333,28720,3,AY,1,100,0.473
1738263925.905017,197171.000,28720,3,AY,1,100,0.196
1738263925.945352,197211.333,28736,3,AY,1,100,-0.102
1738263925.985687,197251.667,28736,3,AY,1,100,-0.317
1738263926.026021,197292.000,28736,3,AY,1,100,-0.476
1738263926.066023,197332.000,28756,2,AY,1,100,-0.721
1738263926.106025,197372.000,28756,2,AY,1,100,-0.756
1738263926.152526,197418.500,28774,2,AY,1,100,-0.584
1738263926.199028,197465.000,28774,2,AY,1,100,-0.002
1738263926.239029,197505.000,28792,3,AY,1,100,0.172
1738263926.279031,197545.000,28792,3,AY,1,100,-0.300
1738263926.319032,197585.000,28792,3,AY,1,100,-0.201
1738263926.359034,197625.000,28808,2,AY,1,100,-0.176
1738263926.399035,197665.000,28808,2,AY,1,100,-0.168
1738263926.439037,197705.000,28825,3,AY,1,100,-0.181
1738263926.479038,197745.000,28825,3,AY,1,100,-0.169
1738263926.519040,197785.000,28825,3,AY,1,100,-0.118
1738263926.559042,197825.000,28841,3,AY,1,100,-0.057
1738263926.599043,197865.000,28841,3,AY,1,100,0.104
1738263926.639045,197905.000,28841,3,AY,1,100,0.337
1738263926.679046,197945.000,28858,2,AY,1,100,0.340
1738263926.719048,197985.000,28858,2,AY,1,100,0.329
1738263926.759049,198025.000,28874,3,AY,1,100,0.386
1738263926.799051,198065.000,28874,3,AY,1,100,0.294
1738263926.839052,198105.000,28874,3,AY,1,100,0.116
1738263926.879054,198145.000,28892,2,AY,1,100,-0.229
1738263926.919055,198185.000,28892,2,AY,1,100,-0.379
1738263926.959057,198225.000,28907,3,AY,1,100,0.228
1738263926.999058,198265.000,28907,3,AY,1,100,0.656
1738263927.039060,198305.000,28907,3,AY,1,100,0.473
1738263927.079061,198345.000,28924,2,AY,1,100,0.576
1738263927.119063,198385.000,28924,2,AY,1,100,0.455
1738263927.159064,198425.000,28940,2,AY,1,100,0.571
1738263927.199066,198465.000,28940,2,AY,1,100,0.715
1738263927.243401,198509.333,28958,3,AY,1,100,0.615
1738263927.287736,198553.667,28958,3,AY,1,100,0.480
1738263927.332071,198598.000,28958,3,AY,1,100,0.658
1738263927.372072,198638.000,28973,3,AY,1,100,0.655
1738263927.412074,198678.000,28973,3,AY,1,100,0.462
1738263927.452075,198718.000,28973,3,AY,1,100,0.835
1738263927.492077,198758.000,28990,2,AY,1,100,0.546
1738263927.532079,198798.000,28990,2,AY,1,100,0.774
