LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1738265309.330623,1583499.000,47418,3,PI,1,100,160380
1738265309.330623,1583499.000,47418,3,PI,1,100,160411
1738265309.330623,1583499.000,47418,3,PI,1,100,160375
1738265309.340951,1583508.727,47432,11,PI,1,100,160374
1738265309.351279,1583518.455,47432,11,PI,1,100,160401
1738265309.361606,1583528.182,47432,11,PI,1,100,160356
1738265309.371934,1583537.909,47432,11,PI,1,100,160377
1738265309.382262,1583547.636,47432,11,PI,1,100,160434
1738265309.392589,1583557.364,47432,11,PI,1,100,160400
1738265309.402917,1583567.091,47432,11,PI,1,100,160364
1738265309.413244,1583576.818,47432,11,PI,1,100,160377
1738265309.423572,1583586.545,47432,11,PI,1,100,160401
1738265309.433899,1583596.273,47432,11,PI,1,100,160359
1738265309.444227,1583606.000,47432,11,PI,1,100,160365
1738265309.455316,1583616.444,47448,9,PI,1,100,160397
1738265309.466405,1583626.889,47448,9,PI,1,100,160393
1738265309.477494,1583637.333,47448,9,PI,1,100,160370
1738265309.488583,1583647.778,47448,9,PI,1,100,160400
1738265309.499672,1583658.222,47448,9,PI,1,100,160391
1738265309.510761,1583668.667,47448,9,PI,1,100,160392
1738265309.521850,1583679.111,47448,9,PI,1,100,160418
1738265309.532939,1583689.556,47448,9,PI,1,100,160368
1738265309.544028,1583700.000,47448,9,PI,1,100,160387
1738265309.555282,1583710.600,47464,10,PI,1,100,160407
1738265309.566537,1583721.200,47464,10,PI,1,100,160377
1738265309.577791,1583731.800,47464,10,PI,1,100,160436
1738265309.589045,1583742.400,47464,10,PI,1,100,160412
1738265309.600299,1583753.000,47464,10,PI,1,100,160394
1738265309.611553,1583763.600,47464,10,PI,1,100,160379
1738265309.622808,1583774.200,47464,10,PI,1,100,160428
1738265309.634062,1583784.800,47464,10,PI,1,100,160412
1738265309.645316,1583795.400,47464,10,PI,1,100,160391
1738265309.656570,1583806.000,47464,10,PI,1,100,160383
1738265309.666898,1583815.727,47480,11,PI,1,100,160397
1738265309.677225,1583825.455,47480,11,PI,1,100,160329
1738265309.687553,1583835.182,47480,11,PI,1,100,160365
1738265309.697881,1583844.909,47480,11,PI,1,100,160367
1738265309.708208,1583854.636,47480,11,PI,1,100,160364
1738265309.718536,1583864.364,47480,11,PI,1,100,160343
1738265309.728863,1583874.091,47480,11,PI,1,100,160359
1738265309.739191,1583883.818,47480,11,PI,1,100,160376
1738265309.749518,1583893.545,47480,11,PI,1,100,160325
1738265309.759846,1583903.273,47480,11,PI,1,100,160366
1738265309.770174,1583913.000,47480,11,PI,1,100,160349
1738265309.781145,1583923.333,47494,9,PI,1,100,160344
1738265309.792116,1583933.667,47494,9,PI,1,100,160344
1738265309.803087,1583944.000,47494,9,PI,1,100,160314
1738265309.814058,1583954.333,47494,9,PI,1,100,160297
1738265309.825029,1583964.667,47494,9,PI,1,100,160330
1738265309.836000,1583975.000,47494,9,PI,1,100,160329
1738265309.846971,1583985.333,47494,9,PI,1,100,160320
1738265309.857942,1583995.667,47494,9,PI,1,100,160328
1738265309.868913,1584006.000,47494,9,PI,1,100,160307
1738265309.879241,1584015.727,47511,11,PI,1,100,160349
1738265309.889568,1584025.455,47511,11,PI,1,100,160280
1738265309.899896,1584035.182,47511,11,PI,1,100,160320
1738265309.910223,1584044.909,47511,11,PI,1,100,160294
1738265309.920551,1584054.636,47511,11,PI,1,100,160298
1738265309.930879,1584064.364,47511,11,PI,1,100,160282
1738265309.941206,1584074.091,47511,11,PI,1,100,160313
1738265309.951534,1584083.818,47511,11,PI,1,100,160274
1738265309.961862,1584093.545,47511,11,PI,1,100,160255
1738265309.972189,1584103.273,47511,11,PI,1,100,160300
1738265309.982517,1584113.000,47511,11,PI,1,100,160297
1738265309.993488,1584123.333,47526,9,PI,1,100,160307
1738265310.004459,1584133.667,47526,9,PI,1,100,160277
1738265310.015430,1584144.000,47526,9,PI,1,100,160287
1738265310.026401,1584154.333,47526,9,PI,1,100,160313
1738265310.037372,1584164.667,47526,9,PI,1,100,160328
1738265310.048343,1584175.000,47526,9,PI,1,100,160284
1738265310.059314,1584185.333,47526,9,PI,1,100,160328
1738265310.070285,1584195.667,47526,9,PI,1,100,160305
1738265310.081256,1584206.000,47526,9,PI,1,100,160314
1738265310.091584,1584215.727,47542,11,PI,1,100,160291
1738265310.101911,1584225.455,47542,11,PI,1,100,160309
1738265310.112239,1584235.182,47542,11,PI,1,100,160268
1738265310.122567,1584244.909,47542,11,PI,1,100,160320
1738265310.132894,1584254.636,47542,11,PI,1,100,160326
1738265310.143222,1584264.364,47542,11,PI,1,100,160302
1738265310.153549,1584274.091,47542,11,PI,1,100,160300
1738265310.163877,1584283.818,47542,11,PI,1,100,160324
1738265310.174205,1584293.545,47542,11,PI,1,100,160325
1738265310.184532,1584303.273,47542,11,PI,1,100,160300
1738265310.194860,1584313.000,47542,11,PI,1,100,160309
1738265310.206114,1584323.600,47559,10,PI,1,100,160319
1738265310.217368,1584334.200,47559,10,PI,1,100,160296
1738265310.228622,1584344.800,47559,10,PI,1,100,160350
1738265310.239877,1584355.400,47559,10,PI,1,100,160337
1738265310.251131,1584366.000,47559,10,PI,1,100,160312
1738265310.262385,1584376.600,47559,10,PI,1,100,160261
1738265310.273639,1584387.200,47559,10,PI,1,100,160353
1738265310.284893,1584397.800,47559,10,PI,1,100,160287
