LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1738263931.571732,202837.500,29661,2,GZ,1,100,6.927
1738263931.612233,202878.000,29661,2,GZ,1,100,8.026
1738263931.651901,202917.667,29676,3,GZ,1,100,5.585
1738263931.691570,202957.333,29676,3,GZ,1,100,2.106
1738263931.731238,202997.000,29676,3,GZ,1,100,-0.610
1738263931.778239,203044.000,29691,2,GZ,1,100,-1.587
1738263931.825241,203091.000,29691,2,GZ,1,100,-0.366
1738263931.865243,203131.000,29706,2,GZ,1,100,0.824
1738263931.905244,203171.000,29706,2,GZ,1,100,1.007
1738263931.945246,203211.000,29723,3,GZ,1,100,13.977
1738263931.985247,203251.000,29723,3,GZ,1,100,6.622
1738263932.025249,203291.000,29723,3,GZ,1,100,-2.319
1738263932.065250,203331.000,29740,2,GZ,1,100,-6.653
1738263932.105252,203371.000,29740,2,GZ,1,100,-5.737
1738263932.145253,203411.000,29755,3,GZ,1,100,-3.021
1738263932.185255,203451.000,29755,3,GZ,1,100,-3.906
1738263932.225256,203491.000,29755,3,GZ,1,100,-2.533
1738263932.265258,203531.000,29771,3,GZ,1,100,0.031
1738263932.305259,203571.000,29771,3,GZ,1,100,1.801
1738263932.345261,203611.000,29771,3,GZ,1,100,2.899
1738263932.385262,203651.000,29787,2,GZ,1,100,2.960
1738263932.425264,203691.000,29787,2,GZ,1,100,2.380
1738263932.465266,203731.000,29802,3,GZ,1,100,2.045
1738263932.505267,203771.000,29802,3,GZ,1,100,1.312
1738263932.545269,203811.000,29802,3,GZ,1,100,0.549
1738263932.585270,203851.000,29818,2,GZ,1,100,-0.183
1738263932.625272,203891.000,29818,2,GZ,1,100,-0.702
1738263932.665273,203931.000,29833,3,GZ,1,100,-0.610
1738263932.705275,203971.000,29833,3,GZ,1,100,-0.061
1738263932.745276,204011.000,29833,3,GZ,1,100,0.458
1738263932.785278,204051.000,29849,2,GZ,1,100,0.610
1738263932.825279,204091.000,29849,2,GZ,1,100,0.427
1738263932.869614,204135.333,29865,3,GZ,1,100,0.397
1738263932.913949,204179.667,29865,3,GZ,1,100,0.610
1738263932.958284,204224.000,29865,3,GZ,1,100,0.671
1738263932.998286,204264.000,29880,2,GZ,1,100,0.641
1738263933.038287,204304.000,29880,2,GZ,1,100,0.397
1738263933.078289,204344.000,29895,3,GZ,1,100,0.305
1738263933.118290,204384.000,29895,3,GZ,1,100,0.214
1738263933.158292,204424.000,29895,3,GZ,1,100,-0.122
1738263933.198293,204464.000,29911,2,GZ,1,100,-0.122
1738263933.238295,204504.000,29911,2,GZ,1,100,0.061
1738263933.278296,204544.000,29929,3,GZ,1,100,-0.031
1738263933.318298,204584.000,29929,3,GZ,1,100,0.244
1738263933.358299,204624.000,29929,3,GZ,1,100,0.519
1738263933.398301,204664.000,29945,2,GZ,1,100,0.488
1738263933.438303,204704.000,29945,2,GZ,1,100,0.305
1738263933.478304,204744.000,29959,3,GZ,1,100,0.031
1738263933.518306,204784.000,29959,3,GZ,1,100,-0.275
1738263933.558307,204824.000,29959,3,GZ,1,100,-0.549
1738263933.598309,204864.000,29976,2,GZ,1,100,-0.854
1738263933.638310,204904.000,29976,2,GZ,1,100,-0.763
1738263933.678312,204944.000,29991,3,GZ,1,100,-0.610
1738263933.718313,204984.000,29991,3,GZ,1,100,-0.427
1738263933.758315,205024.000,29991,3,GZ,1,100,-0.092
1738263933.798316,205064.000,30007,2,GZ,1,100,0.244
1738263933.838318,205104.000,30007,2,GZ,1,100,0.488
1738263933.878319,205144.000,30022,3,GZ,1,100,0.641
1738263933.918321,205184.000,30022,3,GZ,1,100,0.580
1738263933.958322,205224.000,30022,3,GZ,1,100,0.549
1738263933.998324,205264.000,30038,2,GZ,1,100,0.610
1738263934.038325,205304.000,30038,2,GZ,1,100,0.427
1738263934.082660,205348.333,30053,3,GZ,1,100,0.153
1738263934.126995,205392.667,30053,3,GZ,1,100,-0.214
1738263934.171330,205437.000,30053,3,GZ,1,100,-0.641
1738263934.211332,205477.000,30070,2,GZ,1,100,-1.007
1738263934.251333,205517.000,30070,2,GZ,1,100,-1.038
1738263934.291335,205557.000,30084,3,GZ,1,100,-0.458
1738263934.331336,205597.000,30084,3,GZ,1,100,0.061
1738263934.371338,205637.000,30084,3,GZ,1,100,0.519
1738263934.411339,205677.000,30100,2,GZ,1,100,1.099
