LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1738265311.255867,1585312.333,47716,3,AZ,1,100,0.893
1738265311.297982,1585352.000,47716,3,AZ,1,100,0.888
1738265311.340805,1585392.333,47732,3,AZ,1,100,0.892
1738265311.383627,1585432.667,47732,3,AZ,1,100,0.890
1738265311.426450,1585473.000,47732,3,AZ,1,100,0.889
1738265311.468387,1585512.500,47750,2,AZ,1,100,0.893
1738265311.510325,1585552.000,47750,2,AZ,1,100,0.895
1738265311.553148,1585592.333,47765,3,AZ,1,100,0.889
1738265311.595970,1585632.667,47765,3,AZ,1,100,0.890
1738265311.638793,1585673.000,47765,3,AZ,1,100,0.893
1738265311.681261,1585713.000,47781,2,AZ,1,100,0.895
1738265311.723730,1585753.000,47781,2,AZ,1,100,0.887
1738265311.770799,1585797.333,47796,3,AZ,1,100,0.888
1738265311.817868,1585841.667,47796,3,AZ,1,100,0.889
1738265311.864938,1585886.000,47796,3,AZ,1,100,0.889
1738265311.907407,1585926.000,47812,2,AZ,1,100,0.894
1738265311.949875,1585966.000,47812,2,AZ,1,100,0.884
1738265311.992344,1586006.000,47828,3,AZ,1,100,0.890
1738265312.034812,1586046.000,47828,3,AZ,1,100,0.890
1738265312.077281,1586086.000,47828,3,AZ,1,100,0.886
1738265312.119750,1586126.000,47843,2,AZ,1,100,0.888
1738265312.162218,1586166.000,47843,2,AZ,1,100,0.889
1738265312.204687,1586206.000,47858,3,AZ,1,100,0.889
1738265312.247155,1586246.000,47858,3,AZ,1,100,0.890
1738265312.289624,1586286.000,47858,3,AZ,1,100,0.889
1738265312.332093,1586326.000,47874,2,AZ,1,100,0.889
1738265312.374561,1586366.000,47874,2,AZ,1,100,0.888
1738265312.417030,1586406.000,47890,3,AZ,1,100,0.891
1738265312.459499,1586446.000,47890,3,AZ,1,100,0.887
1738265312.501967,1586486.000,47890,3,AZ,1,100,0.889
1738265312.544436,1586526.000,47906,2,AZ,1,100,0.887
1738265312.586904,1586566.000,47906,2,AZ,1,100,0.888
1738265312.629373,1586606.000,47922,3,AZ,1,100,0.889
1738265312.671842,1586646.000,47922,3,AZ,1,100,0.887
1738265312.714310,1586686.000,47922,3,AZ,1,100,0.885
1738265312.756779,1586726.000,47939,2,AZ,1,100,0.889
1738265312.799248,1586766.000,47939,2,AZ,1,100,0.890
1738265312.841716,1586806.000,47954,3,AZ,1,100,0.884
1738265312.884185,1586846.000,47954,3,AZ,1,100,0.886
1738265312.926653,1586886.000,47954,3,AZ,1,100,0.887
1738265312.976023,1586932.500,47970,2,AZ,1,100,0.887
