RD,TS_received,TS_sent,AK,RoundTrip,
192260,192274,2025-01-30_12-05-21-002423,192275,14,
197364,197390,2025-01-30_12-05-26-115532,197391,26,
202473,202496,2025-01-30_12-05-31-223306,202497,23,
207580,212687,2025-01-30_12-05-36-371123,212692,5107,
212695,212753,2025-01-30_12-05-41-475712,212758,58,
217800,222931,2025-01-30_12-05-46-646236,222932,5131,
222935,222957,2025-01-30_12-05-51-683416,222959,22,
228041,228090,2025-01-30_12-05-56-811444,228091,49,
233165,238298,2025-01-30_12-06-01-957472,238302,5133,
238305,243435,2025-01-30_12-06-07-122827,243437,5130,
243440,243461,2025-01-30_12-06-12-190609,243462,21,
248544,248574,2025-01-30_12-06-17-304485,248575,30,
253674,253755,2025-01-30_12-06-22-471840,253756,81,
258811,258825,2025-01-30_12-06-27-553236,258826,14,
263935,263953,2025-01-30_12-06-32-681294,263955,18,
269072,269087,2025-01-30_12-06-37-815766,269089,15,
274186,274272,2025-01-30_12-06-42-996372,274274,86,
279294,279319,2025-01-30_12-06-48-046039,279320,25,
284424,284439,2025-01-30_12-06-53-169826,284443,15,
289553,289569,2025-01-30_12-06-58-300057,289570,16,
294683,299830,2025-01-30_12-07-03-439913,299831,5147,
299835,299901,2025-01-30_12-07-08-626431,299903,66,
304961,304977,2025-01-30_12-07-13-707139,304980,16,
310097,315209,2025-01-30_12-07-18-940022,315215,5112,
315218,315245,2025-01-30_12-07-23-975554,315246,27,
320322,320336,2025-01-30_12-07-29-067865,320337,14,
325433,325453,2025-01-30_12-07-34-182960,325454,20,
330551,330567,2025-01-30_12-07-39-300202,330569,16,
335669,335726,2025-01-30_12-07-44-458758,335727,57,
340799,340816,2025-01-30_12-07-49-548329,340817,17,
345907,345925,2025-01-30_12-07-54-655963,345927,18,
351038,351057,2025-01-30_12-07-59-786827,351059,19,
356164,356237,2025-01-30_12-08-04-951093,356238,73,
361297,361317,2025-01-30_12-08-10-048248,361318,20,
366425,366442,2025-01-30_12-08-15-173480,366443,17,
371548,371569,2025-01-30_12-08-20-302644,371571,21,
376656,381786,2025-01-30_12-08-25-516970,381788,5130,
381794,381812,2025-01-30_12-08-30-546927,381814,18,
386929,386947,2025-01-30_12-08-35-680621,386948,18,
392062,392076,2025-01-30_12-08-40-809274,392078,14,
397179,397274,2025-01-30_12-08-45-995413,397275,95,
402303,402360,2025-01-30_12-08-51-091292,402365,57,
407410,407437,2025-01-30_12-08-56-172330,407438,27,
412531,412546,2025-01-30_12-09-01-282883,412551,15,
417662,422808,2025-01-30_12-09-06-491753,422810,5146,
422817,422834,2025-01-30_12-09-11-569433,422836,17,
427944,427963,2025-01-30_12-09-16-696122,427964,19,
433063,433083,2025-01-30_12-09-21-817950,433084,20,
438192,438233,2025-01-30_12-09-26-965716,438234,41,
443324,443338,2025-01-30_12-09-32-074826,443339,14,
448431,448446,2025-01-30_12-09-37-181941,448447,15,
453538,453549,2025-01-30_12-09-42-287240,453551,11,
458656,458719,2025-01-30_12-09-47-448846,458721,63,
463766,463786,2025-01-30_12-09-52-521745,463788,20,
468873,468886,2025-01-30_12-09-57-623987,468887,13,
473985,474000,2025-01-30_12-10-02-736381,474001,15,
479093,484215,2025-01-30_12-10-07-866345,484216,5122,
484219,489345,2025-01-30_12-10-13-075740,489346,5126,
489350,489363,2025-01-30_12-10-18-103454,489366,13,
494453,494470,2025-01-30_12-10-23-208002,494471,17,
499561,499586,2025-01-30_12-10-28-316423,499587,25,
504732,504748,2025-01-30_12-10-33-487257,504749,16,
509877,509892,2025-01-30_12-10-38-629047,509928,15,
514987,515004,2025-01-30_12-10-43-741063,515009,17,
520123,525255,2025-01-30_12-10-48-936871,525260,5132,
525263,530388,2025-01-30_12-10-54-025385,530392,5125,
530396,530411,2025-01-30_12-10-59-150593,530412,15,
535501,535520,2025-01-30_12-11-04-260066,535521,19,
540607,540706,2025-01-30_12-11-09-439578,540708,99,
545746,545759,2025-01-30_12-11-14-500743,545764,13,
550877,550891,2025-01-30_12-11-19-630619,550892,14,
555997,556010,2025-01-30_12-11-24-751628,556012,13,
561104,566237,2025-01-30_12-11-29-961530,566238,5133,
566246,566259,2025-01-30_12-11-34-999151,566260,13,
571369,571389,2025-01-30_12-11-40-125534,571391,20,
576475,576489,2025-01-30_12-11-45-230302,576490,14,
581617,581707,2025-01-30_12-11-50-441852,581709,90,
586725,586827,2025-01-30_12-11-55-564079,591843,102,
591846,591869,2025-01-30_12-12-00-606563,591871,23,
596953,596967,2025-01-30_12-12-05-709965,596969,14,
602060,602083,2025-01-30_12-12-10-825836,602085,23,
607172,612297,2025-01-30_12-12-16-018152,612298,5125,
612305,612319,2025-01-30_12-12-21-061879,612320,14,
617410,617428,2025-01-30_12-12-26-171270,617430,18,
622561,622579,2025-01-30_12-12-31-321429,622584,18,
627668,627726,2025-01-30_12-12-36-438418,627731,58,
632775,632792,2025-01-30_12-12-41-533778,632796,17,
637884,643001,2025-01-30_12-12-46-739376,643002,5117,
643008,643027,2025-01-30_12-12-51-768193,643028,19,
648115,648169,2025-01-30_12-12-56-881377,648170,54,
653249,653265,2025-01-30_12-13-02-009644,653278,16,
658381,658395,2025-01-30_12-13-07-140927,658397,14,
663508,663566,2025-01-30_12-13-12-268053,663567,58,
668619,673754,2025-01-30_12-13-17-472824,673757,5135,
673760,673779,2025-01-30_12-13-22-522246,673780,19,
678891,678906,2025-01-30_12-13-27-650870,678907,15,
