TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
453549.000000,1370260.000000,1738264182.292740,1738265099.038507,271,190744,1.58249e+06,1.11.4
