LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1738265309.364598,1583531.000,47437,1,T1,1,100,36.757
1738265309.505806,1583664.000,47453,1,T1,1,100,36.824
1738265309.648076,1583798.000,47469,1,T1,1,100,36.888
1738265309.789284,1583931.000,47499,1,T1,1,100,36.845
1738265309.930493,1584064.000,47516,1,T1,1,100,36.827
1738265310.072762,1584198.000,47531,1,T1,1,100,36.890
1738265310.213971,1584331.000,47564,1,T1,1,100,36.917
1738265310.355179,1584464.000,47582,1,T1,1,100,36.858
1738265310.497449,1584598.000,47597,1,T1,1,100,36.832
1738265310.638657,1584731.000,47628,1,T1,1,100,36.856
1738265310.779865,1584864.000,47644,1,T1,1,100,36.867
1738265310.922135,1584998.000,47659,1,T1,1,100,36.765
1738265311.063343,1585131.000,47678,1,T1,1,100,36.721
1738265311.204551,1585264.000,47713,1,T1,1,100,36.844
1738265311.346821,1585398.000,47729,1,T1,1,100,36.862
1738265311.488029,1585531.000,47747,1,T1,1,100,36.834
1738265311.629237,1585664.000,47762,1,T1,1,100,36.893
1738265311.771507,1585798.000,47793,1,T1,1,100,36.847
1738265311.912715,1585931.000,47809,1,T1,1,100,36.898
1738265312.053923,1586064.000,47825,1,T1,1,100,36.850
1738265312.196193,1586198.000,47855,1,T1,1,100,36.899
1738265312.337401,1586331.000,47871,1,T1,1,100,36.921
1738265312.478609,1586464.000,47887,1,T1,1,100,36.895
1738265312.620879,1586598.000,47903,1,T1,1,100,36.919
1738265312.762087,1586731.000,47936,1,T1,1,100,36.894
1738265312.903296,1586864.000,47951,1,T1,1,100,36.848
1738265313.045565,1586998.000,47967,1,T1,1,100,36.970
1738265313.186774,1587131.000,47998,1,T1,1,100,36.951
1738265313.327982,1587264.000,48013,1,T1,1,100,36.873
1738265313.470252,1587398.000,48030,1,T1,1,100,36.980
1738265313.611460,1587531.000,48060,1,T1,1,100,36.991
1738265313.752668,1587664.000,48075,1,T1,1,100,36.854
1738265313.894938,1587798.000,48092,1,T1,1,100,36.795
1738265314.036146,1587931.000,48122,1,T1,1,100,36.947
1738265314.177354,1588064.000,48138,1,T1,1,100,36.871
1738265314.318562,1588197.000,48154,1,T1,1,100,36.838
1738265314.460832,1588331.000,48185,1,T1,1,100,36.823
1738265314.602040,1588464.000,48200,1,T1,1,100,36.924
1738265314.743248,1588597.000,48216,1,T1,1,100,36.931
1738265314.885518,1588731.000,48231,1,T1,1,100,36.829
1738265315.026726,1588864.000,48262,1,T1,1,100,36.926
1738265315.167934,1588997.000,48278,1,T1,1,100,36.932
1738265315.310204,1589131.000,48294,1,T1,1,100,36.900
1738265315.451412,1589264.000,48324,1,T1,1,100,36.921
1738265315.592620,1589397.000,48341,1,T1,1,100,36.966
1738265315.734890,1589531.000,48358,1,T1,1,100,36.950
1738265315.876098,1589664.000,48389,1,T1,1,100,36.943
1738265316.017307,1589797.000,48405,1,T1,1,100,36.869
1738265316.159576,1589931.000,48420,1,T1,1,100,36.908
1738265316.300785,1590064.000,48451,1,T1,1,100,36.925
1738265316.441993,1590197.000,48467,1,T1,1,100,36.826
1738265316.583201,1590330.000,48482,1,T1,1,100,36.818
1738265316.725471,1590464.000,48504,1,T1,1,100,36.850
1738265316.866679,1590597.000,48519,1,T1,1,100,36.864
1738265317.008949,1590731.000,48550,1,T1,1,100,36.906
1738265317.150157,1590864.000,48566,1,T1,1,100,36.924
1738265317.291365,1590997.000,48581,1,T1,1,100,36.967
1738265317.432573,1591130.000,48612,1,T1,1,100,36.950
1738265317.574843,1591264.000,48628,1,T1,1,100,36.908
1738265317.716051,1591397.000,48644,1,T1,1,100,36.960
1738265317.857259,1591530.000,48674,1,T1,1,100,37.054
1738265317.999529,1591664.000,48690,1,T1,1,100,36.917
1738265318.140737,1591797.000,48706,1,T1,1,100,36.893
1738265318.281945,1591930.000,48736,1,T1,1,100,37.025
1738265318.424215,1592064.000,48753,1,T1,1,100,36.975
1738265318.565423,1592197.000,48768,1,T1,1,100,36.918
1738265318.706631,1592330.000,48784,1,T1,1,100,37.000
1738265318.848901,1592464.000,48815,1,T1,1,100,36.894
1738265318.990109,1592597.000,48830,1,T1,1,100,36.954
1738265319.131318,1592730.000,48847,1,T1,1,100,36.838
1738265319.273587,1592864.000,48877,1,T1,1,100,36.930
1738265319.414796,1592997.000,48892,1,T1,1,100,36.828
1738265319.556004,1593130.000,48909,1,T1,1,100,36.961
1738265319.698274,1593264.000,48939,1,T1,1,100,36.983
1738265319.839482,1593397.000,48955,1,T1,1,100,36.957
1738265319.980690,1593530.000,48971,1,T1,1,100,36.946
1738265320.122960,1593664.000,49002,1,T1,1,100,36.941
1738265320.264168,1593797.000,49017,1,T1,1,100,36.939
1738265320.405376,1593930.000,49033,1,T1,1,100,36.832
1738265320.547646,1594064.000,49064,1,T1,1,100,36.856
1738265320.688854,1594197.000,49079,1,T1,1,100,36.902
1738265320.830062,1594330.000,49095,1,T1,1,100,36.958
1738265320.971270,1594463.000,49111,1,T1,1,100,36.911
1738265321.113540,1594597.000,49143,1,T1,1,100,36.890
1738265321.254748,1594730.000,49160,1,T1,1,100,36.882
1738265321.395957,1594863.000,49175,1,T1,1,100,36.949
1738265321.538226,1594997.000,49206,1,T1,1,100,36.978
1738265321.679434,1595130.000,49222,1,T1,1,100,36.990
1738265321.820642,1595263.000,49237,1,T1,1,100,36.960
1738265321.962912,1595397.000,49268,1,T1,1,100,36.912
1738265322.104120,1595530.000,49289,1,T1,1,100,36.856
1738265322.245329,1595663.000,49305,1,T1,1,100,36.902
1738265322.387599,1595797.000,49321,1,T1,1,100,36.922
1738265322.528807,1595930.000,49336,1,T1,1,100,36.931
1738265322.670015,1596063.000,49367,1,T1,1,100,36.864
1738265322.812285,1596197.000,49383,1,T1,1,100,36.906
1738265322.953493,1596330.000,49398,1,T1,1,100,36.853
1738265323.094701,1596463.000,49429,1,T1,1,100,36.901
1738265323.236971,1596597.000,49445,1,T1,1,100,36.886
1738265323.378179,1596730.000,49461,1,T1,1,100,36.915
1738265323.519387,1596863.000,49491,1,T1,1,100,36.963
1738265323.660595,1596996.000,49507,1,T1,1,100,36.913
1738265323.802865,1597130.000,49523,1,T1,1,100,36.856
1738265323.944073,1597263.000,49539,1,T1,1,100,36.867
1738265324.086343,1597397.000,49570,1,T1,1,100,36.871
1738265324.227551,1597530.000,49585,1,T1,1,100,36.944
1738265324.368759,1597663.000,49601,1,T1,1,100,36.834
1738265324.509968,1597796.000,49632,1,T1,1,100,36.964
1738265324.652237,1597930.000,49647,1,T1,1,100,36.842
1738265324.793445,1598063.000,49664,1,T1,1,100,36.825
1738265324.934654,1598196.000,49694,1,T1,1,100,36.889
1738265325.076923,1598330.000,49709,1,T1,1,100,36.917
1738265325.218132,1598463.000,49726,1,T1,1,100,36.928
1738265325.359340,1598596.000,49756,1,T1,1,100,36.969
1738265325.501610,1598730.000,49772,1,T1,1,100,36.951
1738265325.642818,1598863.000,49788,1,T1,1,100,36.872
1738265325.784026,1598996.000,49819,1,T1,1,100,36.945
1738265325.926296,1599130.000,49834,1,T1,1,100,36.870
1738265326.067504,1599263.000,49850,1,T1,1,100,36.802
1738265326.208712,1599396.000,49865,1,T1,1,100,36.843
1738265326.350982,1599530.000,49898,1,T1,1,100,36.897
1738265326.492190,1599663.000,49914,1,T1,1,100,36.920
1738265326.633398,1599796.000,49930,1,T1,1,100,36.859
1738265326.775668,1599930.000,49960,1,T1,1,100,36.939
1738265326.916876,1600063.000,49977,1,T1,1,100,36.903
1738265327.058084,1600196.000,49992,1,T1,1,100,36.887
