LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738263919.477773,190744,27904,1,SA,1,100,0.001423
1738263921.010831,192277,27959,1,SA,1,100,0.000069
1738263921.743859,193010,28137,1,SA,1,100,0.000510
1738263923.343920,194610,28411,1,SA,1,100,0.000456
1738263924.277955,195544,28506,1,SA,1,100,0.000118
1738263924.744973,196011,28664,1,SA,1,100,0.000511
1738263925.945018,197211,28764,1,SA,1,100,0.005103
1738263930.410188,201676,29498,1,SA,1,100,0.003977
1738263930.744200,202010,29549,1,SA,1,100,0.002293
1738263931.077213,202343,29727,1,SA,1,100,0.015171
1738263934.477342,205743,30121,1,SA,1,100,0.000687
1738263935.410377,206676,30279,1,SA,1,100,0.000672
1738263935.876395,207142,30439,1,SA,1,100,0.002965
1738263936.944435,208210,30582,1,SA,1,100,0.003884
1738263938.877509,210143,30788,1,SA,1,100,0.000205
1738263940.009552,211275,30976,1,SA,1,100,0.000489
1738263942.476645,213742,31344,1,SA,1,100,0.000159
1738263942.743655,214009,31581,1,SA,1,100,0.002395
1738263944.209711,215475,31630,1,SA,1,100,0.000363
1738263944.809734,216075,31803,1,SA,1,100,0.001545
1738263946.475797,217741,31965,1,SA,1,100,0.000229
1738263947.142822,218408,32093,1,SA,1,100,0.000453
1738263948.476873,219742,32336,1,SA,1,100,0.000893
1738263949.675918,220941,32493,1,SA,1,100,0.000535
1738263950.275941,221541,32558,1,SA,1,100,0.000146
1738263950.475949,221741,32591,1,SA,1,100,0.000174
1738263950.875964,222141,32639,1,SA,1,100,0.000090
1738263951.075971,222341,32672,1,SA,1,100,0.000098
1738263952.609030,223874,33026,1,SA,1,100,0.001038
1738263953.476062,224741,33058,1,SA,1,100,0.000140
1738263954.209090,225474,33170,1,SA,1,100,0.000093
1738263955.475138,226740,33663,1,SA,1,100,0.002968
1738263958.142239,229407,33869,1,SA,1,100,0.001348
1738263960.808341,232073,34263,1,SA,1,100,0.000665
1738263961.476366,232741,34311,1,SA,1,100,0.000164
1738263961.875381,233140,34378,1,SA,1,100,0.000385
1738263963.875457,235140,34663,1,SA,1,100,0.000040
1738263965.141505,236406,34945,1,SA,1,100,0.000435
1738263966.141543,237406,35071,1,SA,1,100,0.001707
1738263967.208583,238473,35281,1,SA,1,100,0.001093
1738263968.874646,240139,35441,1,SA,1,100,0.000138
1738263969.674677,240939,35583,1,SA,1,100,0.000169
1738263970.008689,241273,35616,1,SA,1,100,0.000059
1738263970.607712,241872,35712,1,SA,1,100,0.000171
1738263970.874722,242139,35854,1,SA,1,100,0.000999
1738263971.741755,243006,35956,1,SA,1,100,0.000907
1738263973.340816,244605,36131,1,SA,1,100,0.000078
1738263974.208849,245473,36258,1,SA,1,100,0.000047
1738263974.540861,245805,36398,1,SA,1,100,0.000706
1738263976.741945,248006,36718,1,SA,1,100,0.000309
