LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738265310.256439,1584371.000,47575,1,B%,1,100,62
1738265315.563954,1589370.000,48352,1,B%,1,100,62
1738265320.872531,1594370.000,49122,1,B%,1,100,62
1738265326.180046,1599369.000,49876,1,B%,1,100,61
1738265331.488622,1604369.000,50653,1,B%,1,100,61
1738265336.796137,1609368.000,51419,1,B%,1,100,61
1738265342.104714,1614368.000,52201,1,B%,1,100,62
1738265347.412229,1619367.000,52966,1,B%,1,100,61
1738265352.720805,1624367.000,53749,1,B%,1,100,62
1738265358.028320,1629366.000,54513,1,B%,1,100,61
1738265363.336897,1634366.000,55297,1,B%,1,100,62
