LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1738265309.316821,1583486.000,47422,1,AY,1,100,-0.091
1738265309.366191,1583532.500,47439,2,AY,1,100,-0.093
1738265309.415561,1583579.000,47439,2,AY,1,100,-0.090
1738265309.458383,1583619.333,47455,3,AY,1,100,-0.092
1738265309.501206,1583659.667,47455,3,AY,1,100,-0.090
1738265309.544028,1583700.000,47455,3,AY,1,100,-0.092
1738265309.585966,1583739.500,47471,2,AY,1,100,-0.091
1738265309.627904,1583779.000,47471,2,AY,1,100,-0.087
1738265309.670372,1583819.000,47486,3,AY,1,100,-0.093
1738265309.712841,1583859.000,47486,3,AY,1,100,-0.093
1738265309.755310,1583899.000,47486,3,AY,1,100,-0.090
1738265309.798309,1583939.500,47501,2,AY,1,100,-0.089
1738265309.841309,1583980.000,47501,2,AY,1,100,-0.090
1738265309.883777,1584020.000,47518,3,AY,1,100,-0.090
1738265309.926246,1584060.000,47518,3,AY,1,100,-0.091
1738265309.968714,1584100.000,47518,3,AY,1,100,-0.089
1738265310.011183,1584140.000,47533,2,AY,1,100,-0.092
1738265310.053652,1584180.000,47533,2,AY,1,100,-0.088
1738265310.095766,1584219.667,47548,3,AY,1,100,-0.087
1738265310.137881,1584259.333,47548,3,AY,1,100,-0.091
1738265310.179996,1584299.000,47548,3,AY,1,100,-0.091
1738265310.222464,1584339.000,47566,3,AY,1,100,-0.094
1738265310.264933,1584379.000,47566,3,AY,1,100,-0.088
1738265310.307402,1584419.000,47566,3,AY,1,100,-0.091
1738265310.349870,1584459.000,47584,2,AY,1,100,-0.089
1738265310.392339,1584499.000,47584,2,AY,1,100,-0.091
1738265310.434807,1584539.000,47599,3,AY,1,100,-0.086
1738265310.477276,1584579.000,47599,3,AY,1,100,-0.088
1738265310.519745,1584619.000,47599,3,AY,1,100,-0.091
1738265310.569645,1584666.000,47614,2,AY,1,100,-0.090
1738265310.619546,1584713.000,47614,2,AY,1,100,-0.090
1738265310.662014,1584753.000,47630,2,AY,1,100,-0.091
1738265310.704483,1584793.000,47630,2,AY,1,100,-0.091
1738265310.746952,1584833.000,47646,3,AY,1,100,-0.090
1738265310.789420,1584873.000,47646,3,AY,1,100,-0.089
1738265310.831889,1584913.000,47646,3,AY,1,100,-0.090
1738265310.874357,1584953.000,47661,2,AY,1,100,-0.091
1738265310.916826,1584993.000,47661,2,AY,1,100,-0.090
1738265310.959295,1585033.000,47680,3,AY,1,100,-0.088
1738265311.001763,1585073.000,47680,3,AY,1,100,-0.089
1738265311.044232,1585113.000,47680,3,AY,1,100,-0.088
1738265311.086701,1585153.000,47694,3,AY,1,100,-0.091
1738265311.129169,1585193.000,47694,3,AY,1,100,-0.091
1738265311.171638,1585233.000,47694,3,AY,1,100,-0.085
1738265311.213753,1585272.667,47715,3,AY,1,100,-0.087
1738265311.255867,1585312.333,47715,3,AY,1,100,-0.088
1738265311.297982,1585352.000,47715,3,AY,1,100,-0.094
1738265311.340805,1585392.333,47731,3,AY,1,100,-0.091
1738265311.383627,1585432.667,47731,3,AY,1,100,-0.089
1738265311.426450,1585473.000,47731,3,AY,1,100,-0.090
1738265311.468387,1585512.500,47749,2,AY,1,100,-0.091
1738265311.510325,1585552.000,47749,2,AY,1,100,-0.091
1738265311.553148,1585592.333,47764,3,AY,1,100,-0.089
1738265311.595970,1585632.667,47764,3,AY,1,100,-0.088
1738265311.638793,1585673.000,47764,3,AY,1,100,-0.088
1738265311.681261,1585713.000,47780,2,AY,1,100,-0.088
1738265311.723730,1585753.000,47780,2,AY,1,100,-0.090
1738265311.770799,1585797.333,47795,3,AY,1,100,-0.089
1738265311.817868,1585841.667,47795,3,AY,1,100,-0.086
1738265311.864938,1585886.000,47795,3,AY,1,100,-0.088
1738265311.907407,1585926.000,47811,2,AY,1,100,-0.088
1738265311.949875,1585966.000,47811,2,AY,1,100,-0.087
1738265311.992344,1586006.000,47827,3,AY,1,100,-0.091
1738265312.034812,1586046.000,47827,3,AY,1,100,-0.086
1738265312.077281,1586086.000,47827,3,AY,1,100,-0.084
1738265312.119750,1586126.000,47842,2,AY,1,100,-0.089
1738265312.162218,1586166.000,47842,2,AY,1,100,-0.089
1738265312.204687,1586206.000,47857,3,AY,1,100,-0.085
1738265312.247155,1586246.000,47857,3,AY,1,100,-0.086
1738265312.289624,1586286.000,47857,3,AY,1,100,-0.087
1738265312.332093,1586326.000,47873,2,AY,1,100,-0.089
1738265312.374561,1586366.000,47873,2,AY,1,100,-0.087
1738265312.417030,1586406.000,47889,3,AY,1,100,-0.083
1738265312.459499,1586446.000,47889,3,AY,1,100,-0.085
1738265312.501967,1586486.000,47889,3,AY,1,100,-0.087
1738265312.544436,1586526.000,47905,2,AY,1,100,-0.086
1738265312.586904,1586566.000,47905,2,AY,1,100,-0.086
1738265312.629373,1586606.000,47921,3,AY,1,100,-0.084
1738265312.671842,1586646.000,47921,3,AY,1,100,-0.083
1738265312.714310,1586686.000,47921,3,AY,1,100,-0.084
1738265312.756779,1586726.000,47938,2,AY,1,100,-0.083
1738265312.799248,1586766.000,47938,2,AY,1,100,-0.087
1738265312.841716,1586806.000,47953,3,AY,1,100,-0.080
1738265312.884185,1586846.000,47953,3,AY,1,100,-0.085
1738265312.926653,1586886.000,47953,3,AY,1,100,-0.084
1738265312.976023,1586932.500,47969,2,AY,1,100,-0.080
1738265313.025393,1586979.000,47969,2,AY,1,100,-0.080
1738265313.067861,1587019.000,47984,3,AY,1,100,-0.081
1738265313.110330,1587059.000,47984,3,AY,1,100,-0.084
1738265313.152799,1587099.000,47984,3,AY,1,100,-0.081
1738265313.195267,1587139.000,48000,2,AY,1,100,-0.080
1738265313.237736,1587179.000,48000,2,AY,1,100,-0.079
1738265313.280205,1587219.000,48015,3,AY,1,100,-0.082
1738265313.322673,1587259.000,48015,3,AY,1,100,-0.080
1738265313.365142,1587299.000,48015,3,AY,1,100,-0.079
1738265313.407610,1587339.000,48032,2,AY,1,100,-0.083
1738265313.450079,1587379.000,48032,2,AY,1,100,-0.079
1738265313.492548,1587419.000,48046,3,AY,1,100,-0.080
1738265313.535016,1587459.000,48046,3,AY,1,100,-0.079
1738265313.577485,1587499.000,48046,3,AY,1,100,-0.081
1738265313.619953,1587539.000,48062,2,AY,1,100,-0.078
1738265313.662422,1587579.000,48062,2,AY,1,100,-0.080
1738265313.704890,1587619.000,48077,3,AY,1,100,-0.077
1738265313.747359,1587659.000,48077,3,AY,1,100,-0.075
1738265313.789828,1587699.000,48077,3,AY,1,100,-0.078
1738265313.832296,1587739.000,48094,2,AY,1,100,-0.079
1738265313.874765,1587779.000,48094,2,AY,1,100,-0.077
1738265313.917234,1587819.000,48108,3,AY,1,100,-0.078
1738265313.959702,1587859.000,48108,3,AY,1,100,-0.074
1738265314.002171,1587899.000,48108,3,AY,1,100,-0.076
1738265314.044640,1587939.000,48124,3,AY,1,100,-0.076
1738265314.087108,1587979.000,48124,3,AY,1,100,-0.075
1738265314.129577,1588019.000,48124,3,AY,1,100,-0.072
1738265314.178946,1588065.500,48140,2,AY,1,100,-0.069
1738265314.228316,1588112.000,48140,2,AY,1,100,-0.075
1738265314.271316,1588152.500,48156,2,AY,1,100,-0.073
1738265314.314315,1588193.000,48156,2,AY,1,100,-0.071
1738265314.356430,1588232.667,48170,3,AY,1,100,-0.072
1738265314.398545,1588272.333,48170,3,AY,1,100,-0.071
1738265314.440659,1588312.000,48170,3,AY,1,100,-0.070
1738265314.483128,1588352.000,48187,2,AY,1,100,-0.072
1738265314.525597,1588392.000,48187,2,AY,1,100,-0.068
1738265314.568065,1588432.000,48202,3,AY,1,100,-0.072
1738265314.610534,1588472.000,48202,3,AY,1,100,-0.069
1738265314.653003,1588512.000,48202,3,AY,1,100,-0.071
1738265314.695471,1588552.000,48218,3,AY,1,100,-0.065
1738265314.737940,1588592.000,48218,3,AY,1,100,-0.068
1738265314.780408,1588632.000,48218,3,AY,1,100,-0.068
1738265314.822877,1588672.000,48233,2,AY,1,100,-0.063
1738265314.865345,1588712.000,48233,2,AY,1,100,-0.069
1738265314.907814,1588752.000,48249,3,AY,1,100,-0.071
1738265314.950283,1588792.000,48249,3,AY,1,100,-0.072
1738265314.992751,1588832.000,48249,3,AY,1,100,-0.064
1738265315.035220,1588872.000,48264,2,AY,1,100,-0.058
1738265315.077688,1588912.000,48264,2,AY,1,100,-0.061
1738265315.120157,1588952.000,48280,3,AY,1,100,-0.057
1738265315.162626,1588992.000,48280,3,AY,1,100,-0.058
1738265315.205094,1589032.000,48280,3,AY,1,100,-0.061
1738265315.247563,1589072.000,48296,2,AY,1,100,-0.057
1738265315.290032,1589112.000,48296,2,AY,1,100,-0.055
1738265315.339932,1589159.000,48311,2,AY,1,100,-0.052
1738265315.389833,1589206.000,48311,2,AY,1,100,-0.052
1738265315.432302,1589246.000,48326,3,AY,1,100,-0.051
1738265315.474770,1589286.000,48326,3,AY,1,100,-0.058
1738265315.517239,1589326.000,48326,3,AY,1,100,-0.055
1738265315.559707,1589366.000,48343,2,AY,1,100,-0.052
1738265315.602176,1589406.000,48343,2,AY,1,100,-0.054
1738265315.644644,1589446.000,48360,3,AY,1,100,-0.058
1738265315.687113,1589486.000,48360,3,AY,1,100,-0.058
1738265315.729582,1589526.000,48360,3,AY,1,100,-0.054
1738265315.772050,1589566.000,48375,3,AY,1,100,-0.058
1738265315.814519,1589606.000,48375,3,AY,1,100,-0.056
1738265315.856987,1589646.000,48375,3,AY,1,100,-0.056
1738265315.898925,1589685.500,48391,2,AY,1,100,-0.056
1738265315.940863,1589725.000,48391,2,AY,1,100,-0.057
1738265315.983332,1589765.000,48407,3,AY,1,100,-0.054
1738265316.025800,1589805.000,48407,3,AY,1,100,-0.054
1738265316.068269,1589845.000,48407,3,AY,1,100,-0.055
1738265316.110738,1589885.000,48422,2,AY,1,100,-0.050
1738265316.153206,1589925.000,48422,2,AY,1,100,-0.052
1738265316.196029,1589965.333,48437,3,AY,1,100,-0.050
1738265316.238851,1590005.667,48437,3,AY,1,100,-0.056
1738265316.281674,1590046.000,48437,3,AY,1,100,-0.051
1738265316.324142,1590086.000,48453,2,AY,1,100,-0.049
1738265316.366611,1590126.000,48453,2,AY,1,100,-0.054
1738265316.408726,1590165.667,48469,3,AY,1,100,-0.054
