LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1738263923.243916,194510.000,28314,1,BV,1,100,3.91
1738263928.243105,199509.000,29113,1,BV,1,100,3.91
1738263933.243295,204509.000,29915,1,BV,1,100,3.91
1738263938.242485,209508.000,30675,1,BV,1,100,3.91
1738263943.242674,214508.000,31454,1,BV,1,100,3.91
1738263948.241864,219507.000,32221,1,BV,1,100,3.91
1738263953.242054,224507.000,33007,1,BV,1,100,3.91
1738263958.241243,229506.000,33789,1,BV,1,100,3.90
1738263963.241433,234506.000,34567,1,BV,1,100,3.90
1738263968.240622,239505.000,35330,1,BV,1,100,3.90
1738263973.240812,244505.000,36096,1,BV,1,100,3.91
1738263978.240002,249504.000,36878,1,BV,1,100,3.91
1738263983.240191,254504.000,37655,1,BV,1,100,3.91
1738263988.239381,259503.000,38422,1,BV,1,100,3.90
1738263993.239570,264503.000,39195,1,BV,1,100,3.90
1738263998.238760,269502.000,39970,1,BV,1,100,3.91
1738264003.238950,274502.000,40746,1,BV,1,100,3.90
1738264008.238139,279501.000,41488,1,BV,1,100,3.90
1738264013.238329,284501.000,42267,1,BV,1,100,3.90
1738264018.237519,289500.000,43047,1,BV,1,100,3.90
1738264023.237708,294500.000,43828,1,BV,1,100,3.90
1738264028.236898,299499.000,44604,1,BV,1,100,3.90
1738264033.237087,304499.000,45361,1,BV,1,100,3.90
1738264038.236277,309498.000,46128,1,BV,1,100,3.90
1738264043.236466,314498.000,46880,1,BV,1,100,3.90
1738264048.235656,319497.000,47644,1,BV,1,100,3.90
1738264053.235846,324497.000,48340,1,BV,1,100,3.90
1738264058.235035,329496.000,49109,1,BV,1,100,3.90
1738264063.235225,334496.000,49890,1,BV,1,100,3.90
1738264068.234415,339495.000,50679,1,BV,1,100,3.90
1738264073.234604,344495.000,51445,1,BV,1,100,3.90
1738264078.233794,349494.000,52227,1,BV,1,100,3.90
1738264083.233983,354494.000,52983,1,BV,1,100,3.90
1738264088.233173,359493.000,53763,1,BV,1,100,3.90
1738264093.233363,364493.000,54541,1,BV,1,100,3.90
1738264098.232552,369492.000,55314,1,BV,1,100,3.90
1738264103.232742,374492.000,56082,1,BV,1,100,3.90
1738264108.231931,379491.000,56845,1,BV,1,100,3.90
1738264113.232121,384491.000,57623,1,BV,1,100,3.90
1738264118.231311,389490.000,58401,1,BV,1,100,3.89
1738264123.231500,394490.000,59159,1,BV,1,100,3.89
1738264128.230690,399489.000,59935,1,BV,1,100,3.89
1738264133.230880,404489.000,60706,1,BV,1,100,3.90
1738264138.230069,409488.000,61467,1,BV,1,100,3.89
1738264143.230259,414488.000,62241,1,BV,1,100,3.90
1738264148.229448,419487.000,63005,1,BV,1,100,3.90
1738264153.229638,424487.000,63799,1,BV,1,100,3.89
1738264158.228827,429486.000,64578,1,BV,1,100,3.90
1738264163.229017,434486.000,65346,1,BV,1,100,3.89
1738264168.228207,439485.000,596,1,BV,1,100,3.90
1738264173.228396,444485.000,1372,1,BV,1,100,3.89
1738264178.227586,449484.000,2164,1,BV,1,100,3.89
1738264183.227776,454484.000,2944,1,BV,1,100,3.89
1738264188.226965,459483.000,3724,1,BV,1,100,3.89
1738264193.227155,464483.000,4501,1,BV,1,100,3.89
1738264198.226344,469482.000,5278,1,BV,1,100,3.89
1738264203.226534,474482.000,6062,1,BV,1,100,3.89
1738264208.225724,479481.000,6824,1,BV,1,100,3.89
1738264213.225913,484481.000,7606,1,BV,1,100,3.89
1738264218.225103,489480.000,8387,1,BV,1,100,3.89
1738264223.225292,494480.000,9166,1,BV,1,100,3.89
1738264228.224482,499479.000,9958,1,BV,1,100,3.89
1738264233.224672,504479.000,10732,1,BV,1,100,3.89
1738264238.223861,509478.000,11501,1,BV,1,100,3.89
1738264243.224051,514478.000,12280,1,BV,1,100,3.89
1738264248.223240,519477.000,13053,1,BV,1,100,3.90
1738264253.223430,524477.000,13828,1,BV,1,100,3.89
1738264258.222620,529476.000,14608,1,BV,1,100,3.89
1738264263.222809,534476.000,15387,1,BV,1,100,3.89
1738264268.221999,539475.000,16152,1,BV,1,100,3.89
1738264273.222188,544475.000,16915,1,BV,1,100,3.89
1738264278.221378,549474.000,17678,1,BV,1,100,3.89
1738264283.221568,554474.000,18393,1,BV,1,100,3.89
1738264288.220757,559473.000,19174,1,BV,1,100,3.89
1738264293.220947,564473.000,19952,1,BV,1,100,3.89
1738264298.220137,569472.000,20728,1,BV,1,100,3.89
1738264303.220326,574472.000,21521,1,BV,1,100,3.89
1738264308.219516,579471.000,22305,1,BV,1,100,3.88
1738264313.219705,584471.000,23084,1,BV,1,100,3.88
1738264318.218895,589470.000,23862,1,BV,1,100,3.89
1738264323.219085,594470.000,24648,1,BV,1,100,3.89
1738264328.218274,599469.000,25431,1,BV,1,100,3.89
1738264333.218464,604469.000,26212,1,BV,1,100,3.89
1738264338.217654,609468.000,26982,1,BV,1,100,3.88
1738264343.217843,614468.000,27770,1,BV,1,100,3.88
1738264348.217033,619467.000,28570,1,BV,1,100,3.89
1738264353.217222,624467.000,29364,1,BV,1,100,3.88
1738264358.216412,629466.000,30149,1,BV,1,100,3.88
1738264363.216602,634466.000,30924,1,BV,1,100,3.88
1738264368.215791,639465.000,31682,1,BV,1,100,3.88
1738264373.215981,644465.000,32464,1,BV,1,100,3.88
1738264378.215170,649464.000,33250,1,BV,1,100,3.88
1738264383.215360,654464.000,34014,1,BV,1,100,3.88
1738264388.214550,659463.000,34800,1,BV,1,100,3.88
1738264393.214739,664463.000,35583,1,BV,1,100,3.88
1738264398.213929,669462.000,36359,1,BV,1,100,3.88
1738264403.214118,674462.000,37124,1,BV,1,100,3.88
1738264408.213308,679461.000,37909,1,BV,1,100,3.88
1738264413.213498,684461.000,38691,1,BV,1,100,3.88
1738264418.212687,689460.000,39451,1,BV,1,100,3.88
1738264423.212877,694460.000,40233,1,BV,1,100,3.88
1738264428.212066,699459.000,41007,1,BV,1,100,3.88
1738264433.212256,704459.000,41742,1,BV,1,100,3.88
1738264438.211446,709458.000,42511,1,BV,1,100,3.87
