LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1738265309.422993,1583586,47430,1,BI,1,100,600
1738265310.243699,1584359,47556,1,BI,1,100,760
1738265311.015566,1585086,47670,1,BI,1,100,730
1738265311.454054,1585499,47740,1,BI,1,100,410
1738265312.728112,1586699,47913,1,BI,1,100,1190
1738265328.114491,1601191,50148,1,BI,1,100,14410
1738265328.754705,1601794,50243,1,BI,1,100,600
1738265337.350353,1609890,51483,1,BI,1,100,8050
1738265339.657460,1612063,51820,1,BI,1,100,2160
1738265341.200132,1613516,52041,1,BI,1,100,1440
1738265342.269280,1614523,52202,1,BI,1,100,1000
1738265343.051764,1615260,52314,1,BI,1,100,740
1738265343.780101,1615946,52424,1,BI,1,100,680
1738265345.139096,1617226,52617,1,BI,1,100,1270
1738265345.779310,1617829,52712,1,BI,1,100,600
1738265346.684954,1618682,52838,1,BI,1,100,850
1738265347.464253,1619416,52967,1,BI,1,100,730
1738265347.594844,1619539,52985,1,BI,1,100,120
1738265348.101282,1620016,53064,1,BI,1,100,470
1738265349.997505,1621802,53336,1,BI,1,100,1780
1738265350.722657,1622485,53431,1,BI,1,100,680
1738265351.586893,1623299,53558,1,BI,1,100,810
1738265352.425648,1624089,53684,1,BI,1,100,780
1738265353.065863,1624692,53782,1,BI,1,100,600
1738265353.929037,1625505,53909,1,BI,1,100,810
1738265354.753990,1626282,54040,1,BI,1,100,770
1738265355.546030,1627028,54151,1,BI,1,100,750
1738265357.308477,1628688,54402,1,BI,1,100,1650
1738265358.356390,1629675,54562,1,BI,1,100,980
1738265361.303712,1632451,54982,1,BI,1,100,2760
