LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1738265311.215168,1585274.000,47702,1,TL,1,100,2025-01-30_12-28-29-086357
1738265311.218353,1585277.000,47704,1,TL,1,100,2025-01-30_12-28-29-090342
1738265316.653274,1590396.000,48492,1,TL,1,100,2025-01-30_12-28-34-094774
1738265316.656459,1590399.000,48494,1,TL,1,100,2025-01-30_12-28-34-204135
1738265322.100935,1595527.000,49278,1,TL,1,100,2025-01-30_12-28-39-243338
1738265322.105182,1595531.000,49280,1,TL,1,100,2025-01-30_12-28-39-333354
1738265327.543288,1600653.000,50064,1,TL,1,100,2025-01-30_12-28-44-330927
1738265327.550720,1600660.000,50066,1,TL,1,100,2025-01-30_12-28-44-553913
1738265332.994135,1605787.000,50860,1,TL,1,100,2025-01-30_12-28-49-588332
1738265333.001567,1605794.000,50862,1,TL,1,100,2025-01-30_12-28-49-643216
1738265333.099244,1605886.000,50865,1,TL,1,100,2025-01-30_12-28-54-616278
1738265338.421623,1610899.000,51644,1,TL,1,100,2025-01-30_12-28-54-726850
1738265338.509746,1610982.000,51647,1,TL,1,100,2025-01-30_12-28-59-762312
1738265343.863976,1616025.000,52441,1,TL,1,100,2025-01-30_12-28-59-828433
1738265349.313761,1621158.000,53237,1,TL,1,100,2025-01-30_12-29-04-826287
1738265349.320131,1621164.000,53239,1,TL,1,100,2025-01-30_12-29-05-045874
1738265354.763546,1626291.000,54034,1,TL,1,100,2025-01-30_12-29-10-046741
1738265354.769916,1626297.000,54036,1,TL,1,100,2025-01-30_12-29-10-094948
1738265360.186787,1631399.000,54813,1,TL,1,100,2025-01-30_12-29-15-165808
1738265360.192096,1631404.000,54815,1,TL,1,100,2025-01-30_12-29-15-257501
1738265360.218639,1631429.000,54818,1,TL,1,100,2025-01-30_12-29-20-207139
