LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738260740.373018,690474,37668,1,HR,1,100,64.69
1738260741.266047,691367,37799,1,HR,1,100,65.47
1738260741.563057,691664,37848,1,HR,1,100,95.37
1738260742.146076,692247,37944,1,HR,1,100,97.56
1738260743.496120,693597,38148,1,HR,1,100,85.83
1738260744.913167,695014,38368,1,HR,1,100,76.28
1738260745.429183,695530,38450,1,HR,1,100,84.97
1738260746.989235,697090,38690,1,HR,1,100,74.75
1738260747.676257,697777,38801,1,HR,1,100,77.74
1738260748.466283,698567,38912,1,HR,1,100,77.35
1738260750.519350,700620,39243,1,HR,1,100,66.73
1738260752.825426,702926,39591,1,HR,1,100,57.75
1738260757.855591,707956,40365,1,HR,1,100,47.58
1738260759.941659,710042,40678,1,HR,1,100,43.48
1738260760.894690,710995,40837,1,HR,1,100,47.85
1738260761.421708,711522,40918,1,HR,1,100,62.86
1738260761.898723,711999,40988,1,HR,1,100,77.26
1738260763.821786,713922,41285,1,HR,1,100,67.07
1738260764.531810,714632,41397,1,HR,1,100,71.22
1738260766.091861,716192,41634,1,HR,1,100,63.99
1738260766.951889,717052,41767,1,HR,1,100,65.46
1738260770.415002,720515,42301,1,HR,1,100,54.80
1738260770.864017,720964,42365,1,HR,1,100,72.92
1738260771.651043,721751,42491,1,HR,1,100,73.81
1738260772.627075,722727,42635,1,HR,1,100,71.16
1738260774.064122,724164,42856,1,HR,1,100,64.73
1738260774.457135,724557,42920,1,HR,1,100,84.54
1738260775.641174,725741,43110,1,HR,1,100,77.05
1738260776.717209,726817,43269,1,HR,1,100,72.51
1738260776.977217,727077,43322,1,HR,1,100,107.68
1738260777.291228,727391,43356,1,HR,1,100,126.76
1738260778.834278,728934,43607,1,HR,1,100,107.31
1738260779.584303,729684,43717,1,HR,1,100,101.48
1738260780.663338,730763,43894,1,HR,1,100,91.39
1738260781.413363,731513,44004,1,HR,1,100,89.10
1738260781.717373,731817,44053,1,HR,1,100,113.74
1738260783.893444,733993,44373,1,HR,1,100,94.64
1738260784.676470,734776,44500,1,HR,1,100,90.70
1738260785.003480,735103,44550,1,HR,1,100,112.21
1738260785.406494,735506,44615,1,HR,1,100,120.61
1738260786.303523,736403,44756,1,HR,1,100,108.79
1738260786.693536,736793,44821,1,HR,1,100,119.70
1738260787.619566,737719,44954,1,HR,1,100,107.59
1738260790.019645,740119,45333,1,HR,1,100,89.29
1738260791.139682,741239,45506,1,HR,1,100,81.46
1738260791.982709,742082,45632,1,HR,1,100,79.42
1738260793.629763,743729,45887,1,HR,1,100,69.90
1738260793.935773,744035,45935,1,HR,1,100,98.81
1738260794.652797,744752,46046,1,HR,1,100,95.63
1738260796.038842,746138,46269,1,HR,1,100,84.11
1738260798.222914,748322,46604,1,HR,1,100,71.59
1738260799.525956,749625,46809,1,HR,1,100,65.94
1738260801.516021,751615,47109,1,HR,1,100,58.05
1738260802.129042,752228,47204,1,HR,1,100,67.01
1738260802.542055,752641,47268,1,HR,1,100,85.45
1738260803.235078,753334,47385,1,HR,1,100,85.79
1738260805.485152,755584,47732,1,HR,1,100,72.70
1738260806.718192,756817,47921,1,HR,1,100,67.48
1738260807.298211,757397,48017,1,HR,1,100,75.47
1738260807.685224,757784,48064,1,HR,1,100,93.79
1738260808.922264,759021,48258,1,HR,1,100,83.87
1738260809.788293,759887,48401,1,HR,1,100,80.74
1738260810.181306,760280,48467,1,HR,1,100,96.99
1738260810.708323,760807,48547,1,HR,1,100,101.07
1738260811.171338,761270,48611,1,HR,1,100,107.60
1738260811.491349,761590,48675,1,HR,1,100,125.36
1738260812.008365,762107,48756,1,HR,1,100,123.64
1738260813.275407,763374,48947,1,HR,1,100,106.75
1738260813.958429,764057,49043,1,HR,1,100,102.93
1738260815.208470,765307,49249,1,HR,1,100,90.81
1738260817.034530,767133,49532,1,HR,1,100,77.99
1738260817.678551,767777,49627,1,HR,1,100,81.49
1738260818.461577,768560,49746,1,HR,1,100,80.70
1738260819.727618,769826,49935,1,HR,1,100,73.35
1738260821.040662,771139,50141,1,HR,1,100,67.31
1738260821.910690,772009,50283,1,HR,1,100,67.85
1738260822.370705,772469,50348,1,HR,1,100,81.76
1738260822.877722,772976,50427,1,HR,1,100,90.26
1738260824.253767,774352,50638,1,HR,1,100,80.00
1738260825.067793,775166,50767,1,HR,1,100,78.69
1738260825.593811,775692,50847,1,HR,1,100,86.84
