RD,TS_received,TS_sent,AK,RoundTrip,
1403179,1403205,2025-01-30_11-24-13-117963,1403206,26,
1408285,1408308,2025-01-30_11-24-18-218256,1408309,23,
1413420,1418539,2025-01-30_11-24-23-365665,1418540,5119,
1418547,1418599,2025-01-30_11-24-28-509469,1418601,52,
1423648,1423667,2025-01-30_11-24-33-583091,1423668,19,
1428760,1428785,2025-01-30_11-24-38-700456,1428791,25,
1433867,1433881,2025-01-30_11-24-43-798407,1433883,14,
1439005,1439079,2025-01-30_11-24-48-988439,1439081,74,
1444112,1444126,2025-01-30_11-24-54-042722,1444130,14,
1449223,1449239,2025-01-30_11-24-59-156534,1449240,16,
1454331,1454349,2025-01-30_11-25-04-264167,1454351,18,
1459440,1464570,2025-01-30_11-25-09-505907,1464572,5130,
1464575,1464595,2025-01-30_11-25-14-508164,1464596,20,
1469680,1469715,2025-01-30_11-25-19-632194,1469716,35,
1474788,1474803,2025-01-30_11-25-24-721049,1474807,15,
1479899,1485033,2025-01-30_11-25-29-884337,1485035,5134,
1485041,1485062,2025-01-30_11-25-34-979331,1485064,21,
1490142,1490186,2025-01-30_11-25-40-076562,1490187,44,
1495250,1495265,2025-01-30_11-25-45-184227,1495266,15,
1500396,1500418,2025-01-30_11-25-50-329128,1500419,22,
1505504,1505538,2025-01-30_11-25-55-449611,1505539,34,
1510612,1510649,2025-01-30_11-26-00-568321,1510650,37,
1515745,1520870,2025-01-30_11-26-05-771034,1520871,5125,
1520875,1520896,2025-01-30_11-26-10-813476,1520897,21,
1526003,1531124,2025-01-30_11-26-16-067511,1531125,5121,
1531128,1536262,2025-01-30_11-26-21-090791,1536267,5134,
1536272,1536301,2025-01-30_11-26-26-217623,1536302,29,
1541391,1541408,2025-01-30_11-26-31-326444,1541409,17,
1546521,1546547,2025-01-30_11-26-36-461485,1546549,26,
1551656,1551671,2025-01-30_11-26-41-591117,1551673,15,
1556789,1556806,2025-01-30_11-26-46-723528,1556808,17,
1561913,1567044,2025-01-30_11-26-51-990352,1567046,5131,
1567053,1567093,2025-01-30_11-26-57-008703,1567094,40,
1572199,1572224,2025-01-30_11-27-02-145855,1572226,25,
1577325,1577345,2025-01-30_11-27-07-263813,1577348,20,
1582450,1582544,2025-01-30_11-27-12-455977,1582545,94,
1587578,1587650,2025-01-30_11-27-17-571712,1587680,72,
1592697,1592715,2025-01-30_11-27-22-634843,1592717,18,
1597850,1597889,2025-01-30_11-27-27-786673,1597890,39,
1602981,1603082,2025-01-30_11-27-32-992486,1603083,101,
1608108,1608145,2025-01-30_11-27-38-065523,1608146,37,
1613240,1613260,2025-01-30_11-27-43-177108,1613261,20,
1618369,1618384,2025-01-30_11-27-48-306679,1618385,15,
1623513,1623558,2025-01-30_11-27-53-480951,1623560,45,
1628646,1628685,2025-01-30_11-27-58-602618,1628686,39,
1633766,1633782,2025-01-30_11-28-03-704222,1633783,16,
1638893,1644023,2025-01-30_11-28-08-915935,1644024,5130,
1644032,1644084,2025-01-30_11-28-13-995010,1644085,52,
1649166,1649190,2025-01-30_11-28-19-104750,1649191,24,
1654298,1654312,2025-01-30_11-28-24-236067,1654314,14,
1659424,1659443,2025-01-30_11-28-29-365841,1659444,19,
1664557,1664584,2025-01-30_11-28-34-505815,1664588,27,
1669689,1669708,2025-01-30_11-28-39-628775,1669709,19,
1674807,1674828,2025-01-30_11-28-44-749394,1674829,21,
1679935,1685040,2025-01-30_11-28-49-990057,1685041,5105,
1685045,1685083,2025-01-30_11-28-55-001714,1685084,38,
1690173,1690212,2025-01-30_11-29-00-132968,1690214,39,
1695305,1695319,2025-01-30_11-29-05-243630,1695321,14,
1700442,1705584,2025-01-30_11-29-10-460235,1705586,5142,
1705590,1705617,2025-01-30_11-29-15-537027,1705618,27,
1710709,1710730,2025-01-30_11-29-20-650367,1710731,21,
1715825,1715845,2025-01-30_11-29-25-770306,1715850,20,
1720933,1726055,2025-01-30_11-29-30-906526,1726057,5122,
1726064,1726082,2025-01-30_11-29-36-006575,1726083,18,
1731169,1731190,2025-01-30_11-29-41-109399,1731194,21,
1736276,1736295,2025-01-30_11-29-46-218970,1736297,19,
1741383,1741398,2025-01-30_11-29-51-323126,1741399,15,
1746491,1746513,2025-01-30_11-29-56-435258,1746515,22,
1751600,1751619,2025-01-30_11-30-01-542346,1751621,19,
1756741,1756765,2025-01-30_11-30-06-687131,1756767,24,
1761847,1761888,2025-01-30_11-30-11-813373,1761889,41,
1766955,1772088,2025-01-30_11-30-16-948622,1772090,5133,
1772093,1772128,2025-01-30_11-30-22-045251,1772130,35,
1777199,1777218,2025-01-30_11-30-27-143942,1777220,19,
1782311,1782336,2025-01-30_11-30-32-259138,1782341,25,
1787418,1792552,2025-01-30_11-30-37-443817,1792554,5134,
1792557,1792576,2025-01-30_11-30-42-502624,1792577,19,
1797662,1797684,2025-01-30_11-30-47-609606,1797685,22,
1802805,1802822,2025-01-30_11-30-52-750192,1802823,17,
1807913,1813030,2025-01-30_11-30-57-979799,1813031,5117,
1813035,1813067,2025-01-30_11-31-02-994146,1813069,32,
1818139,1818160,2025-01-30_11-31-08-083612,1818161,21,
1823246,1823266,2025-01-30_11-31-13-193033,1823267,20,
1828386,1828399,2025-01-30_11-31-18-328811,1828401,13,
1833493,1833536,2025-01-30_11-31-23-461150,1833537,43,
1838600,1838638,2025-01-30_11-31-28-553249,1838639,38,
1843708,1843723,2025-01-30_11-31-33-652015,1843724,15,
1848848,1848865,2025-01-30_11-31-38-794911,1848868,17,
1853957,1853984,2025-01-30_11-31-43-908708,1853986,27,
1859065,1859129,2025-01-30_11-31-49-056686,1859134,64,
1864170,1864189,2025-01-30_11-31-54-117337,1864190,19,
1869277,1869294,2025-01-30_11-31-59-224718,1869295,17,
1874386,1879522,2025-01-30_11-32-04-401811,1879527,5136,
1879532,1879558,2025-01-30_11-32-09-489224,1879559,26,
1884638,1884667,2025-01-30_11-32-14-591420,1884668,29,
1889788,1889814,2025-01-30_11-32-19-744412,1889819,26,
1894900,1900019,2025-01-30_11-32-24-982547,1900020,5119,
1900023,1900060,2025-01-30_11-32-29-986515,1900062,37,
1905131,1905151,2025-01-30_11-32-35-077537,1905153,20,
1910237,1910270,2025-01-30_11-32-40-199624,1910272,33,
1915345,1915363,2025-01-30_11-32-45-294359,1915364,18,
1920486,1920515,2025-01-30_11-32-50-447094,1920516,29,
1925594,1925628,2025-01-30_11-32-55-558174,1925629,34,
1930702,1930723,2025-01-30_11-33-00-654684,1930726,21,
1935822,1935841,2025-01-30_11-33-05-773099,1935843,19,
1940943,1946095,2025-01-30_11-33-10-966412,1946097,5152,
1946100,1946163,2025-01-30_11-33-16-084867,1946164,63,
1951232,1951269,2025-01-30_11-33-21-199755,1951270,37,
1956366,1956386,2025-01-30_11-33-26-316064,1956387,20,
1961498,1961545,2025-01-30_11-33-31-477423,1961546,47,
1966620,1971747,2025-01-30_11-33-36-569187,1971749,5127,
1971752,1976868,2025-01-30_11-33-41-700713,1976869,5116,
1976872,1982013,2025-01-30_11-33-46-881635,1982014,5141,
1982018,1982041,2025-01-30_11-33-51-974400,1982042,23,
1987148,1992268,2025-01-30_11-33-57-205295,1992270,5120,
1992277,1997397,2025-01-30_11-34-02-229057,1997399,5120,
1997402,2002528,2025-01-30_11-34-07-408074,2002530,5126,
2002533,2007661,2025-01-30_11-34-12-483760,2007662,5128,
2007666,2007718,2025-01-30_11-34-17-641061,2007719,52,
2012787,2012807,2025-01-30_11-34-22-736637,2012808,20,
2017926,2023062,2025-01-30_11-34-28-162693,2023063,5136,
2023067,2028184,2025-01-30_11-34-33-151726,2028185,5117,
2028192,2033318,2025-01-30_11-34-38-167215,2033320,5126,
2033326,2033346,2025-01-30_11-34-43-276770,2033352,20,
2038459,2043589,2025-01-30_11-34-48-499807,2043591,5130,
2043594,2043678,2025-01-30_11-34-53-596338,2043683,84,
2048725,2048756,2025-01-30_11-34-58-690821,2048758,31,
2053864,2058997,2025-01-30_11-35-03-932282,2059002,5133,
2059005,2064135,2025-01-30_11-35-09-114065,2064136,5130,
2064139,2069268,2025-01-30_11-35-14-738244,2069269,5129,
2069273,2069288,2025-01-30_11-35-19-224472,2069289,15,
2074395,2079521,2025-01-30_11-35-24-485051,2079522,5126,
2079525,2079576,2025-01-30_11-35-29-512686,2079577,51,
2084666,2084753,2025-01-30_11-35-34-685699,2084755,87,
2089791,2089806,2025-01-30_11-35-39-743636,2089813,15,
2094932,2100059,2025-01-30_11-35-45-003333,2100064,5127,
2100068,2105193,2025-01-30_11-35-50-122485,2105198,5125,
2105201,2105272,2025-01-30_11-35-55-200128,2105277,71,
2110333,2115453,2025-01-30_11-36-00-332559,2115454,5120,
2115458,2115505,2025-01-30_11-36-05-442094,2115508,47,
