LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1738260739.760998,689862.000,37556,4,EM,1,100,RS
1738260739.760998,689862.000,37556,4,EM,1,100,RB
1738260739.760998,689862.000,37556,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260739.760998,689862.000,37556,4,EM,1,100,PS
1738260739.811249,689912.250,37586,4,EM,1,100,RS
1738260739.861501,689962.500,37586,4,EM,1,100,RB
1738260739.911753,690012.750,37586,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260739.962004,690063.000,37586,4,EM,1,100,PS
1738260740.012256,690113.250,37619,4,EM,1,100,RS
1738260740.062508,690163.500,37619,4,EM,1,100,RB
1738260740.112759,690213.750,37619,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260740.163011,690264.000,37619,4,EM,1,100,PS
1738260740.213263,690314.250,37650,4,EM,1,100,RS
1738260740.263514,690364.500,37650,4,EM,1,100,RB
1738260740.313766,690414.750,37650,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260740.364017,690465.000,37650,4,EM,1,100,PS
1738260740.414269,690515.250,37683,4,EM,1,100,RS
1738260740.464521,690565.500,37683,4,EM,1,100,RB
1738260740.514772,690615.750,37683,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260740.565024,690666.000,37683,4,EM,1,100,PS
1738260740.615276,690716.250,37715,4,EM,1,100,RS
1738260740.665527,690766.500,37715,4,EM,1,100,RB
1738260740.715779,690816.750,37715,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260740.766031,690867.000,37715,4,EM,1,100,PS
1738260740.816282,690917.250,37745,4,EM,1,100,RS
1738260740.866534,690967.500,37745,4,EM,1,100,RB
1738260740.916786,691017.750,37745,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260740.967037,691068.000,37745,4,EM,1,100,PS
1738260741.031539,691132.500,37782,4,EM,1,100,RS
1738260741.096041,691197.000,37782,4,EM,1,100,RB
1738260741.160544,691261.500,37782,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260741.225046,691326.000,37782,4,EM,1,100,PS
1738260741.275297,691376.250,37816,4,EM,1,100,RS
1738260741.325549,691426.500,37816,4,EM,1,100,RB
1738260741.375801,691476.750,37816,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260741.426052,691527.000,37816,4,EM,1,100,PS
1738260741.476304,691577.250,37846,4,EM,1,100,RS
1738260741.526556,691627.500,37846,4,EM,1,100,RB
1738260741.576807,691677.750,37846,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260741.627059,691728.000,37846,4,EM,1,100,PS
1738260741.677310,691778.250,37880,4,EM,1,100,RS
1738260741.727562,691828.500,37880,4,EM,1,100,RB
1738260741.777814,691878.750,37880,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260741.828066,691929.000,37880,4,EM,1,100,PS
1738260741.878317,691979.250,37910,4,EM,1,100,RS
1738260741.928569,692029.500,37910,4,EM,1,100,RB
1738260741.978821,692079.750,37910,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260742.029072,692130.000,37910,4,EM,1,100,PS
1738260742.079324,692180.250,37942,4,EM,1,100,RS
1738260742.129575,692230.500,37942,4,EM,1,100,RB
1738260742.179827,692280.750,37942,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260742.230079,692331.000,37942,4,EM,1,100,PS
1738260742.280330,692381.250,37975,4,EM,1,100,RS
1738260742.330582,692431.500,37975,4,EM,1,100,RB
1738260742.380834,692481.750,37975,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260742.431085,692532.000,37975,4,EM,1,100,PS
1738260742.481337,692582.250,38006,4,EM,1,100,RS
1738260742.531589,692632.500,38006,4,EM,1,100,RB
1738260742.581840,692682.750,38006,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260742.632092,692733.000,38006,4,EM,1,100,PS
1738260742.682343,692783.250,38038,4,EM,1,100,RS
1738260742.732595,692833.500,38038,4,EM,1,100,RB
1738260742.782847,692883.750,38038,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260742.833098,692934.000,38038,4,EM,1,100,PS
1738260742.884100,692985.000,38069,4,EM,1,100,RS
1738260742.935102,693036.000,38069,4,EM,1,100,RB
1738260742.986104,693087.000,38069,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260743.037105,693138.000,38069,4,EM,1,100,PS
1738260743.087107,693188.000,38100,4,EM,1,100,RS
1738260743.137108,693238.000,38100,4,EM,1,100,RB
1738260743.187110,693288.000,38100,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260743.237112,693338.000,38100,4,EM,1,100,PS
1738260743.287363,693388.250,38131,4,EM,1,100,RS
1738260743.337615,693438.500,38131,4,EM,1,100,RB
1738260743.387867,693488.750,38131,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260743.438118,693539.000,38131,4,EM,1,100,PS
1738260743.488370,693589.250,38164,4,EM,1,100,RS
1738260743.538622,693639.500,38164,4,EM,1,100,RB
1738260743.588873,693689.750,38164,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260743.639125,693740.000,38164,4,EM,1,100,PS
1738260743.689377,693790.250,38195,4,EM,1,100,RS
1738260743.739628,693840.500,38195,4,EM,1,100,RB
1738260743.789880,693890.750,38195,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260743.840132,693941.000,38195,4,EM,1,100,PS
1738260743.890383,693991.250,38227,4,EM,1,100,RS
1738260743.940635,694041.500,38227,4,EM,1,100,RB
1738260743.990886,694091.750,38227,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260744.041138,694142.000,38227,4,EM,1,100,PS
1738260744.091390,694192.250,38257,4,EM,1,100,RS
1738260744.141641,694242.500,38257,4,EM,1,100,RB
1738260744.191893,694292.750,38257,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260744.242145,694343.000,38257,4,EM,1,100,PS
1738260744.292396,694393.250,38289,4,EM,1,100,RS
1738260744.342648,694443.500,38289,4,EM,1,100,RB
1738260744.392900,694493.750,38289,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260744.443151,694544.000,38289,4,EM,1,100,PS
1738260744.493403,694594.250,38319,4,EM,1,100,RS
1738260744.543654,694644.500,38319,4,EM,1,100,RB
1738260744.593906,694694.750,38319,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260744.644158,694745.000,38319,4,EM,1,100,PS
1738260744.694409,694795.250,38351,4,EM,1,100,RS
1738260744.744661,694845.500,38351,4,EM,1,100,RB
1738260744.794913,694895.750,38351,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260744.845164,694946.000,38351,4,EM,1,100,PS
1738260744.895416,694996.250,38386,4,EM,1,100,RS
1738260744.945668,695046.500,38386,4,EM,1,100,RB
1738260744.995919,695096.750,38386,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260745.046171,695147.000,38386,4,EM,1,100,PS
1738260745.097423,695198.250,38417,4,EM,1,100,RS
1738260745.148674,695249.500,38417,4,EM,1,100,RB
1738260745.199926,695300.750,38417,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260745.251178,695352.000,38417,4,EM,1,100,PS
1738260745.301429,695402.250,38448,4,EM,1,100,RS
1738260745.351681,695452.500,38448,4,EM,1,100,RB
1738260745.401933,695502.750,38448,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260745.452184,695553.000,38448,4,EM,1,100,PS
1738260745.502436,695603.250,38481,4,EM,1,100,RS
1738260745.552688,695653.500,38481,4,EM,1,100,RB
1738260745.602939,695703.750,38481,4,EM,1,100,2025-01-30_11-12-19-469875.csv
1738260745.653191,695754.000,38481,4,EM,1,100,PS
