LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1738260740.373018,690474,37667,1,BI,1,100,1240
1738260741.266047,691367,37798,1,BI,1,100,880
1738260741.563057,691664,37847,1,BI,1,100,300
1738260742.146076,692247,37943,1,BI,1,100,570
1738260743.496120,693597,38147,1,BI,1,100,1340
1738260744.913167,695014,38367,1,BI,1,100,1400
1738260745.429183,695530,38449,1,BI,1,100,520
1738260746.989235,697090,38689,1,BI,1,100,1540
1738260747.676257,697777,38800,1,BI,1,100,680
1738260748.466283,698567,38911,1,BI,1,100,790
1738260750.519350,700620,39242,1,BI,1,100,2030
1738260752.825426,702926,39590,1,BI,1,100,2280
1738260757.855591,707956,40364,1,BI,1,100,4990
1738260759.941659,710042,40677,1,BI,1,100,2060
1738260760.894690,710995,40836,1,BI,1,100,950
1738260761.421708,711522,40917,1,BI,1,100,520
1738260761.898723,711999,40987,1,BI,1,100,470
1738260763.821786,713922,41284,1,BI,1,100,1910
1738260764.531810,714632,41396,1,BI,1,100,700
1738260766.091861,716192,41633,1,BI,1,100,1550
1738260766.951889,717052,41766,1,BI,1,100,850
1738260770.415002,720515,42300,1,BI,1,100,3430
1738260770.864017,720964,42364,1,BI,1,100,440
1738260771.651043,721751,42490,1,BI,1,100,780
1738260772.627075,722727,42634,1,BI,1,100,970
1738260774.064122,724164,42855,1,BI,1,100,1420
1738260774.457135,724557,42919,1,BI,1,100,390
1738260775.641174,725741,43109,1,BI,1,100,1180
1738260776.717209,726817,43268,1,BI,1,100,1060
1738260776.977217,727077,43321,1,BI,1,100,260
1738260777.291228,727391,43355,1,BI,1,100,310
1738260778.834278,728934,43606,1,BI,1,100,1530
1738260779.584303,729684,43716,1,BI,1,100,740
1738260780.663338,730763,43893,1,BI,1,100,1070
1738260781.413363,731513,44003,1,BI,1,100,740
1738260781.717373,731817,44052,1,BI,1,100,300
1738260783.893444,733993,44372,1,BI,1,100,2160
1738260784.676470,734776,44499,1,BI,1,100,780
1738260785.003480,735103,44549,1,BI,1,100,320
1738260785.406494,735506,44614,1,BI,1,100,400
1738260786.303523,736403,44755,1,BI,1,100,890
1738260786.693536,736793,44820,1,BI,1,100,380
1738260787.619566,737719,44953,1,BI,1,100,920
1738260790.019645,740119,45332,1,BI,1,100,2380
1738260791.139682,741239,45505,1,BI,1,100,1110
1738260791.982709,742082,45631,1,BI,1,100,830
1738260793.629763,743729,45886,1,BI,1,100,1640
1738260793.935773,744035,45934,1,BI,1,100,300
1738260794.652797,744752,46045,1,BI,1,100,710
1738260796.038842,746138,46268,1,BI,1,100,1370
1738260798.222914,748322,46603,1,BI,1,100,2160
1738260799.525956,749625,46808,1,BI,1,100,1300
1738260801.516021,751615,47108,1,BI,1,100,1970
1738260802.129042,752228,47203,1,BI,1,100,610
1738260802.542055,752641,47267,1,BI,1,100,400
1738260803.235078,753334,47384,1,BI,1,100,690
1738260805.485152,755584,47731,1,BI,1,100,2230
1738260806.718192,756817,47920,1,BI,1,100,1220
1738260807.298211,757397,48016,1,BI,1,100,580
1738260807.685224,757784,48063,1,BI,1,100,380
1738260808.922264,759021,48257,1,BI,1,100,1220
1738260809.788293,759887,48400,1,BI,1,100,860
1738260810.181306,760280,48466,1,BI,1,100,390
1738260810.708323,760807,48546,1,BI,1,100,520
1738260811.171338,761270,48610,1,BI,1,100,460
1738260811.491349,761590,48674,1,BI,1,100,320
1738260812.008365,762107,48755,1,BI,1,100,510
1738260813.275407,763374,48946,1,BI,1,100,1260
1738260813.958429,764057,49042,1,BI,1,100,670
1738260815.208470,765307,49248,1,BI,1,100,1240
1738260817.034530,767133,49531,1,BI,1,100,1810
1738260817.678551,767777,49626,1,BI,1,100,640
1738260818.461577,768560,49745,1,BI,1,100,770
1738260819.727618,769826,49934,1,BI,1,100,1260
1738260821.040662,771139,50140,1,BI,1,100,1300
1738260821.910690,772009,50282,1,BI,1,100,860
1738260822.370705,772469,50347,1,BI,1,100,460
1738260822.877722,772976,50426,1,BI,1,100,500
1738260824.253767,774352,50637,1,BI,1,100,1360
1738260825.067793,775166,50766,1,BI,1,100,810
1738260825.593811,775692,50846,1,BI,1,100,520
1738260826.046825,776145,50911,1,BI,1,100,450
1738260827.010857,777109,51068,1,BI,1,100,950
1738260827.473872,777572,51132,1,BI,1,100,460
1738260829.186929,779285,51403,1,BI,1,100,1700
1738260829.626943,779725,51467,1,BI,1,100,430
1738260830.823982,780922,51658,1,BI,1,100,1190
1738260831.590007,781688,51769,1,BI,1,100,760
1738260832.870049,782968,51973,1,BI,1,100,1270
1738260833.627074,783725,52088,1,BI,1,100,750
1738260835.183125,785281,52341,1,BI,1,100,1540
1738260836.353163,786451,52514,1,BI,1,100,1160
1738260838.953249,789051,52912,1,BI,1,100,2570
1738260839.310260,789408,52960,1,BI,1,100,360
1738260841.976348,792074,53386,1,BI,1,100,2640
1738260846.202486,796300,54032,1,BI,1,100,4180
1738260847.489528,797587,54222,1,BI,1,100,1280
1738260848.432559,798530,54379,1,BI,1,100,930
1738260848.849573,798947,54433,1,BI,1,100,420
1738260850.558629,800656,54701,1,BI,1,100,1690
