TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
932054.000000,1828399.000000,1738260981.960935,1738261878.335311,279,689856,2.11597e+06,1.11.4
