LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738260741.119042,691220.000,37778,2,AK,1,100,36987
1738260741.119042,691220.000,37778,2,AK,1,100,RD
1738260741.139043,691240.000,37781,2,AK,1,100,37779
1738260741.159044,691260.000,37781,2,AK,1,100,RD
1738260743.700127,693801.000,38575,2,AK,1,100,37779
1738260746.241210,696342.000,38575,2,AK,1,100,RD
1738260746.269211,696370.000,38578,2,AK,1,100,38576
1738260746.297212,696398.000,38578,2,AK,1,100,RD
1738260748.829295,698930.000,39369,2,AK,1,100,38576
1738260751.361378,701462.000,39369,2,AK,1,100,RD
1738260753.922462,704023.000,40154,2,AK,1,100,39370
1738260756.483546,706584.000,40154,2,AK,1,100,RD
1738260756.484546,706585.000,40156,2,AK,1,100,39370
1738260756.485546,706586.000,40156,2,AK,1,100,RD
1738260756.535547,706636.000,40159,2,AK,1,100,40157
1738260756.585549,706686.000,40159,2,AK,1,100,RD
1738260759.098131,709198.500,40950,2,AK,1,100,40157
1738260761.610714,711711.000,40950,2,AK,1,100,RD
1738260761.625214,711725.500,40953,2,AK,1,100,40951
1738260761.639715,711740.000,40953,2,AK,1,100,RD
1738260764.178798,714279.000,41729,2,AK,1,100,40951
1738260766.717881,716818.000,41729,2,AK,1,100,RD
1738260766.747382,716847.500,41732,2,AK,1,100,41730
1738260766.776883,716877.000,41732,2,AK,1,100,RD
1738260769.309466,719409.500,42523,2,AK,1,100,41730
1738260771.842049,721942.000,42523,2,AK,1,100,RD
1738260774.407633,724507.500,43316,2,AK,1,100,42524
1738260776.973217,727073.000,43316,2,AK,1,100,RD
1738260776.974717,727074.500,43318,2,AK,1,100,42524
1738260776.976218,727076.000,43318,2,AK,1,100,RD
1738260779.528801,729628.500,44102,2,AK,1,100,43319
1738260782.081385,732181.000,44102,2,AK,1,100,RD
1738260782.082885,732182.500,44104,2,AK,1,100,43319
1738260782.084385,732184.000,44104,2,AK,1,100,RD
1738260784.643969,734743.500,44900,2,AK,1,100,44105
1738260787.203552,737303.000,44900,2,AK,1,100,RD
1738260787.206553,737306.000,44902,2,AK,1,100,44105
1738260787.209553,737309.000,44902,2,AK,1,100,RD
1738260787.219053,737318.500,44905,2,AK,1,100,44903
1738260787.228553,737328.000,44905,2,AK,1,100,RD
1738260789.781637,739881.000,45696,2,AK,1,100,44903
1738260792.334721,742434.000,45696,2,AK,1,100,RD
1738260794.898305,744997.500,46488,2,AK,1,100,45697
1738260797.461889,747561.000,46488,2,AK,1,100,RD
1738260797.463389,747562.500,46490,2,AK,1,100,45697
1738260797.464889,747564.000,46490,2,AK,1,100,RD
1738260797.498890,747598.000,46493,2,AK,1,100,46491
1738260797.532891,747632.000,46493,2,AK,1,100,RD
1738260800.070974,750170.000,47285,2,AK,1,100,46491
1738260802.609057,752708.000,47285,2,AK,1,100,RD
1738260802.618558,752717.500,47288,2,AK,1,100,47286
1738260802.628058,752727.000,47288,2,AK,1,100,RD
1738260805.180642,755279.500,48082,2,AK,1,100,47286
1738260807.733225,757832.000,48082,2,AK,1,100,RD
1738260807.746226,757845.000,48085,2,AK,1,100,48083
1738260807.759226,757858.000,48085,2,AK,1,100,RD
1738260810.306310,760405.000,48881,2,AK,1,100,48083
1738260812.853393,762952.000,48881,2,AK,1,100,RD
1738260815.425977,765524.500,49675,2,AK,1,100,48882
1738260817.998562,768097.000,49675,2,AK,1,100,RD
1738260818.000062,768098.500,49677,2,AK,1,100,48882
1738260818.001562,768100.000,49677,2,AK,1,100,RD
1738260818.012562,768111.000,49680,2,AK,1,100,49678
1738260818.023563,768122.000,49680,2,AK,1,100,RD
1738260820.564646,770663.000,50461,2,AK,1,100,49678
1738260823.105729,773204.000,50461,2,AK,1,100,RD
1738260823.122730,773221.000,50464,2,AK,1,100,50462
1738260823.139730,773238.000,50464,2,AK,1,100,RD
1738260825.686814,775785.000,51258,2,AK,1,100,50462
1738260828.233897,778332.000,51258,2,AK,1,100,RD
1738260828.244398,778342.500,51261,2,AK,1,100,51259
1738260828.254898,778353.000,51261,2,AK,1,100,RD
1738260830.805481,780903.500,52054,2,AK,1,100,51259
1738260833.356065,783454.000,52054,2,AK,1,100,RD
1738260835.923649,786021.500,52843,2,AK,1,100,52055
1738260838.491233,788589.000,52843,2,AK,1,100,RD
1738260838.494734,788592.500,52845,2,AK,1,100,52055
1738260838.498234,788596.000,52845,2,AK,1,100,RD
1738260838.514734,788612.500,52848,2,AK,1,100,52846
1738260838.531235,788629.000,52848,2,AK,1,100,RD
1738260841.089319,791187.000,53636,2,AK,1,100,52846
1738260843.647402,793745.000,53636,2,AK,1,100,RD
1738260843.656903,793754.500,53639,2,AK,1,100,53637
1738260843.666403,793764.000,53639,2,AK,1,100,RD
1738260846.218487,796316.000,54428,2,AK,1,100,53637
1738260848.770570,798868.000,54428,2,AK,1,100,RD
1738260848.780571,798878.000,54431,2,AK,1,100,54429
1738260848.790571,798888.000,54431,2,AK,1,100,RD
1738260851.341155,801438.500,55219,2,AK,1,100,54429
1738260853.891738,803989.000,55219,2,AK,1,100,RD
1738260853.911239,804008.500,55222,2,AK,1,100,55220
1738260853.930739,804028.000,55222,2,AK,1,100,RD
1738260856.477823,806575.000,56011,2,AK,1,100,55220
1738260859.024906,809122.000,56011,2,AK,1,100,RD
1738260859.040407,809137.500,56014,2,AK,1,100,56012
1738260859.055907,809153.000,56014,2,AK,1,100,RD
1738260861.603991,811701.000,56813,2,AK,1,100,56012
1738260864.152074,814249.000,56813,2,AK,1,100,RD
1738260864.165075,814262.000,56816,2,AK,1,100,56814
1738260864.178075,814275.000,56816,2,AK,1,100,RD
1738260866.728159,816825.000,57606,2,AK,1,100,56814
1738260869.278242,819375.000,57606,2,AK,1,100,RD
1738260869.300743,819397.500,57609,2,AK,1,100,57607
1738260869.323244,819420.000,57609,2,AK,1,100,RD
1738260871.863827,821960.500,58403,2,AK,1,100,57607
1738260874.404410,824501.000,58403,2,AK,1,100,RD
1738260876.967494,827064.000,59196,2,AK,1,100,58404
1738260879.530578,829627.000,59196,2,AK,1,100,RD
1738260879.534078,829630.500,59198,2,AK,1,100,58404
1738260879.537579,829634.000,59198,2,AK,1,100,RD
1738260879.550079,829646.500,59201,2,AK,1,100,59199
1738260879.562579,829659.000,59201,2,AK,1,100,RD
1738260882.110663,832207.000,59999,2,AK,1,100,59199
1738260884.658746,834755.000,59999,2,AK,1,100,RD
1738260884.680747,834777.000,60002,2,AK,1,100,60000
1738260884.702748,834799.000,60002,2,AK,1,100,RD
1738260887.249331,837345.500,60788,2,AK,1,100,60000
1738260889.795915,839892.000,60788,2,AK,1,100,RD
1738260889.812415,839908.500,60791,2,AK,1,100,60789
1738260889.828916,839925.000,60791,2,AK,1,100,RD
1738260892.376999,842473.000,61586,2,AK,1,100,60789
1738260894.925083,845021.000,61586,2,AK,1,100,RD
1738260894.938583,845034.500,61589,2,AK,1,100,61587
1738260894.952084,845048.000,61589,2,AK,1,100,RD
1738260897.491667,847587.500,62362,2,AK,1,100,61587
1738260900.031250,850127.000,62362,2,AK,1,100,RD
1738260900.044250,850140.000,62365,2,AK,1,100,62363
1738260900.057251,850153.000,62365,2,AK,1,100,RD
1738260902.602334,852698.000,63158,2,AK,1,100,62363
1738260905.147418,855243.000,63158,2,AK,1,100,RD
1738260905.157418,855253.000,63161,2,AK,1,100,63159
1738260905.167418,855263.000,63161,2,AK,1,100,RD
1738260907.724002,857819.500,63956,2,AK,1,100,63159
1738260910.280586,860376.000,63956,2,AK,1,100,RD
1738260910.289586,860385.000,63959,2,AK,1,100,63957
1738260910.298587,860394.000,63959,2,AK,1,100,RD
1738260912.853670,862949.000,64748,2,AK,1,100,63957
1738260915.408754,865504.000,64748,2,AK,1,100,RD
1738260915.426255,865521.500,64751,2,AK,1,100,64749
1738260915.443755,865539.000,64751,2,AK,1,100,RD
1738260917.996839,868092.000,4,2,AK,1,100,64749
1738260920.549922,870645.000,4,2,AK,1,100,RD
1738260920.595424,870690.500,7,2,AK,1,100,5
1738260920.640926,870736.000,7,2,AK,1,100,RD
1738260923.156508,873251.500,800,2,AK,1,100,5
1738260925.672091,875767.000,800,2,AK,1,100,RD
1738260925.699091,875794.000,803,2,AK,1,100,801
1738260925.726092,875821.000,803,2,AK,1,100,RD
1738260928.253175,878348.000,1594,2,AK,1,100,801
1738260930.780258,880875.000,1594,2,AK,1,100,RD
1738260930.790258,880885.000,1597,2,AK,1,100,1595
1738260930.800258,880895.000,1597,2,AK,1,100,RD
1738260933.345842,883440.500,2395,2,AK,1,100,1595
1738260935.891425,885986.000,2395,2,AK,1,100,RD
1738260935.912426,886007.000,2398,2,AK,1,100,2396
1738260935.933427,886028.000,2398,2,AK,1,100,RD
1738260938.466510,888561.000,3185,2,AK,1,100,2396
1738260940.999593,891094.000,3185,2,AK,1,100,RD
1738260941.012093,891106.500,3188,2,AK,1,100,3186
1738260941.024594,891119.000,3188,2,AK,1,100,RD
1738260943.566177,893660.500,3975,2,AK,1,100,3186
1738260946.107760,896202.000,3975,2,AK,1,100,RD
1738260946.121261,896215.500,3978,2,AK,1,100,3976
1738260946.134761,896229.000,3978,2,AK,1,100,RD
1738260948.692845,898787.000,4777,2,AK,1,100,3976
1738260951.250929,901345.000,4777,2,AK,1,100,RD
1738260951.264429,901358.500,4780,2,AK,1,100,4778
1738260951.277930,901372.000,4780,2,AK,1,100,RD
1738260953.818013,903912.000,5570,2,AK,1,100,4778
1738260956.358096,906452.000,5570,2,AK,1,100,RD
1738260956.406598,906500.500,5573,2,AK,1,100,5571
1738260956.455099,906549.000,5573,2,AK,1,100,RD
1738260958.966182,909060.000,6362,2,AK,1,100,5571
1738260961.477264,911571.000,6362,2,AK,1,100,RD
1738260961.524265,911618.000,6365,2,AK,1,100,6363
1738260961.571267,911665.000,6365,2,AK,1,100,RD
1738260964.086849,914180.500,7155,2,AK,1,100,6363
1738260966.602432,916696.000,7155,2,AK,1,100,RD
1738260966.612932,916706.500,7158,2,AK,1,100,7156
1738260966.623432,916717.000,7158,2,AK,1,100,RD
1738260969.167016,919260.500,7957,2,AK,1,100,7156
1738260971.710599,921804.000,7957,2,AK,1,100,RD
1738260971.740600,921834.000,7960,2,AK,1,100,7958
1738260971.770601,921864.000,7960,2,AK,1,100,RD
1738260974.296684,924390.000,8750,2,AK,1,100,7958
1738260976.822767,926916.000,8750,2,AK,1,100,RD
1738260979.384351,929477.500,9543,2,AK,1,100,8751
1738260981.945935,932039.000,9543,2,AK,1,100,RD
