LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1738260739.815000,689916.000,37576,1,T1,1,100,32.950
1738260739.948004,690049.000,37593,1,T1,1,100,32.872
1738260740.082008,690183.000,37625,1,T1,1,100,32.661
1738260740.215013,690316.000,37640,1,T1,1,100,32.676
1738260740.348017,690449.000,37657,1,T1,1,100,32.789
1738260740.482021,690583.000,37689,1,T1,1,100,32.873
1738260740.615026,690716.000,37705,1,T1,1,100,32.768
1738260740.748030,690849.000,37721,1,T1,1,100,32.758
1738260740.882035,690983.000,37752,1,T1,1,100,32.789
1738260741.015039,691116.000,37767,1,T1,1,100,32.838
1738260741.148043,691249.000,37788,1,T1,1,100,32.823
1738260741.282048,691383.000,37806,1,T1,1,100,32.711
1738260741.415052,691516.000,37822,1,T1,1,100,32.698
1738260741.548056,691649.000,37855,1,T1,1,100,32.656
1738260741.681061,691782.000,37870,1,T1,1,100,32.710
1738260741.815065,691916.000,37886,1,T1,1,100,32.768
1738260741.948070,692049.000,37917,1,T1,1,100,32.758
1738260742.081074,692182.000,37932,1,T1,1,100,32.718
1738260742.215078,692316.000,37950,1,T1,1,100,32.772
1738260742.348083,692449.000,37981,1,T1,1,100,32.759
1738260742.481087,692582.000,37996,1,T1,1,100,32.683
1738260742.615091,692716.000,38013,1,T1,1,100,32.686
1738260742.748096,692849.000,38028,1,T1,1,100,32.758
1738260742.881100,692982.000,38059,1,T1,1,100,32.895
1738260743.015105,693116.000,38075,1,T1,1,100,32.813
1738260743.148109,693249.000,38090,1,T1,1,100,32.848
1738260743.281113,693382.000,38121,1,T1,1,100,32.792
1738260743.415118,693516.000,38137,1,T1,1,100,32.804
1738260743.548122,693649.000,38154,1,T1,1,100,32.844
1738260743.681126,693782.000,38185,1,T1,1,100,32.862
1738260743.815131,693916.000,38201,1,T1,1,100,32.834
1738260743.948135,694049.000,38217,1,T1,1,100,32.893
1738260744.081139,694182.000,38247,1,T1,1,100,32.812
1738260744.214144,694315.000,38263,1,T1,1,100,32.883
1738260744.348148,694449.000,38279,1,T1,1,100,32.843
1738260744.481153,694582.000,38309,1,T1,1,100,32.719
1738260744.615157,694716.000,38326,1,T1,1,100,32.808
1738260744.748161,694849.000,38341,1,T1,1,100,32.846
1738260744.881166,694982.000,38357,1,T1,1,100,32.862
1738260745.014170,695115.000,38392,1,T1,1,100,32.799
1738260745.148174,695249.000,38407,1,T1,1,100,32.736
1738260745.281179,695382.000,38423,1,T1,1,100,32.744
1738260745.414183,695515.000,38456,1,T1,1,100,32.783
1738260745.548187,695649.000,38471,1,T1,1,100,32.729
1738260745.681192,695782.000,38488,1,T1,1,100,32.812
1738260745.814196,695915.000,38518,1,T1,1,100,32.777
