LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1738260741.117042,691218.000,37777,1,TL,1,100,2025-01-30_11-12-16-154197
1738260741.158044,691259.000,37780,1,TL,1,100,2025-01-30_11-12-21-149218
1738260746.240210,696341.000,38574,1,TL,1,100,2025-01-30_11-12-21-259575
1738260746.296212,696397.000,38577,1,TL,1,100,2025-01-30_11-12-26-289103
1738260751.360378,701461.000,39368,1,TL,1,100,2025-01-30_11-12-26-407294
1738260756.481546,706582.000,40153,1,TL,1,100,2025-01-30_11-12-31-454459
1738260756.484546,706585.000,40155,1,TL,1,100,2025-01-30_11-12-31-593549
1738260756.584549,706685.000,40158,1,TL,1,100,2025-01-30_11-12-36-557870
1738260761.605714,711706.000,40949,1,TL,1,100,2025-01-30_11-12-36-641735
1738260761.637715,711738.000,40952,1,TL,1,100,2025-01-30_11-12-41-631934
1738260766.716881,716817.000,41728,1,TL,1,100,2025-01-30_11-12-41-766728
1738260766.775883,716876.000,41731,1,TL,1,100,2025-01-30_11-12-46-769964
1738260771.841049,721941.000,42522,1,TL,1,100,2025-01-30_11-12-46-908974
1738260776.971217,727071.000,43315,1,TL,1,100,2025-01-30_11-12-51-886004
1738260776.975217,727075.000,43317,1,TL,1,100,2025-01-30_11-12-51-999936
1738260782.080385,732180.000,44101,1,TL,1,100,2025-01-30_11-12-57-118731
1738260782.083385,732183.000,44103,1,TL,1,100,2025-01-30_11-12-57-173006
1738260787.202553,737302.000,44899,1,TL,1,100,2025-01-30_11-13-02-186341
1738260787.208553,737308.000,44901,1,TL,1,100,2025-01-30_11-13-02-233270
1738260787.227553,737327.000,44904,1,TL,1,100,2025-01-30_11-13-07-221100
1738260792.332721,742432.000,45695,1,TL,1,100,2025-01-30_11-13-07-372544
1738260797.459889,747559.000,46487,1,TL,1,100,2025-01-30_11-13-12-441768
1738260797.462889,747562.000,46489,1,TL,1,100,2025-01-30_11-13-12-477881
1738260797.530891,747630.000,46492,1,TL,1,100,2025-01-30_11-13-17-513818
1738260802.607057,752706.000,47284,1,TL,1,100,2025-01-30_11-13-17-603766
1738260802.627058,752726.000,47287,1,TL,1,100,2025-01-30_11-13-22-620236
1738260807.732225,757831.000,48081,1,TL,1,100,2025-01-30_11-13-22-769515
1738260807.757226,757856.000,48084,1,TL,1,100,2025-01-30_11-13-27-750013
1738260812.851393,762950.000,48880,1,TL,1,100,2025-01-30_11-13-27-924763
1738260817.997562,768096.000,49674,1,TL,1,100,2025-01-30_11-13-32-956950
1738260817.999562,768098.000,49676,1,TL,1,100,2025-01-30_11-13-33-005488
1738260818.022563,768121.000,49679,1,TL,1,100,2025-01-30_11-13-38-014838
1738260823.104729,773203.000,50460,1,TL,1,100,2025-01-30_11-13-38-147182
1738260823.138730,773237.000,50463,1,TL,1,100,2025-01-30_11-13-43-117955
1738260828.232897,778331.000,51257,1,TL,1,100,2025-01-30_11-13-43-251570
1738260828.252898,778351.000,51260,1,TL,1,100,2025-01-30_11-13-48-244384
1738260833.355065,783453.000,52053,1,TL,1,100,2025-01-30_11-13-48-417951
1738260838.489233,788587.000,52842,1,TL,1,100,2025-01-30_11-13-53-500573
1738260838.493233,788591.000,52844,1,TL,1,100,2025-01-30_11-13-53-517249
1738260838.529235,788627.000,52847,1,TL,1,100,2025-01-30_11-13-58-520575
1738260843.646402,793744.000,53635,1,TL,1,100,2025-01-30_11-13-58-645728
1738260843.665403,793763.000,53638,1,TL,1,100,2025-01-30_11-14-03-657588
1738260848.768570,798866.000,54427,1,TL,1,100,2025-01-30_11-14-03-790783
1738260848.783571,798881.000,54430,1,TL,1,100,2025-01-30_11-14-08-778823
1738260853.890738,803988.000,55218,1,TL,1,100,2025-01-30_11-14-08-922158
1738260853.929739,804027.000,55221,1,TL,1,100,2025-01-30_11-14-13-923644
1738260859.022906,809120.000,56010,1,TL,1,100,2025-01-30_11-14-14-040859
1738260859.051907,809149.000,56013,1,TL,1,100,2025-01-30_11-14-19-045711
1738260864.150074,814247.000,56812,1,TL,1,100,2025-01-30_11-14-19-166630
1738260864.177075,814274.000,56815,1,TL,1,100,2025-01-30_11-14-24-167509
1738260869.276242,819373.000,57605,1,TL,1,100,2025-01-30_11-14-24-297893
1738260869.322244,819419.000,57608,1,TL,1,100,2025-01-30_11-14-29-300046
1738260874.403410,824500.000,58402,1,TL,1,100,2025-01-30_11-14-29-527090
1738260874.508414,824605.000,58405,1,TL,1,100,2025-01-30_11-14-34-483248
1738260879.536578,829633.000,59197,1,TL,1,100,2025-01-30_11-14-34-547144
1738260879.561579,829658.000,59200,1,TL,1,100,2025-01-30_11-14-39-550730
1738260884.656746,834753.000,59998,1,TL,1,100,2025-01-30_11-14-39-682347
1738260884.700748,834797.000,60001,1,TL,1,100,2025-01-30_11-14-44-686074
1738260889.793915,839890.000,60787,1,TL,1,100,2025-01-30_11-14-44-839982
1738260889.827916,839924.000,60790,1,TL,1,100,2025-01-30_11-14-49-817778
1738260894.922083,845018.000,61585,1,TL,1,100,2025-01-30_11-14-49-951601
1738260894.951084,845047.000,61588,1,TL,1,100,2025-01-30_11-14-54-941571
1738260900.030250,850126.000,62361,1,TL,1,100,2025-01-30_11-14-55-091440
1738260900.055251,850151.000,62364,1,TL,1,100,2025-01-30_11-15-00-048959
1738260905.146418,855242.000,63157,1,TL,1,100,2025-01-30_11-15-00-171822
1738260905.166418,855262.000,63160,1,TL,1,100,2025-01-30_11-15-05-161119
1738260910.275586,860371.000,63955,1,TL,1,100,2025-01-30_11-15-05-291586
1738260910.297587,860393.000,63958,1,TL,1,100,2025-01-30_11-15-10-289276
1738260915.407754,865503.000,64747,1,TL,1,100,2025-01-30_11-15-10-545824
1738260915.441755,865537.000,64750,1,TL,1,100,2025-01-30_11-15-15-434091
1738260920.548923,870644.000,3,1,TL,1,100,2025-01-30_11-15-15-562631
1738260920.634925,870730.000,6,1,TL,1,100,2025-01-30_11-15-20-605881
1738260925.671090,875766.000,799,1,TL,1,100,2025-01-30_11-15-20-694746
1738260925.724092,875819.000,802,1,TL,1,100,2025-01-30_11-15-25-682334
1738260930.779258,880874.000,1593,1,TL,1,100,2025-01-30_11-15-25-771224
1738260930.799258,880894.000,1596,1,TL,1,100,2025-01-30_11-15-30-792253
1738260935.887425,885982.000,2394,1,TL,1,100,2025-01-30_11-15-30-911508
1738260935.931427,886026.000,2397,1,TL,1,100,2025-01-30_11-15-35-911193
1738260940.998593,891093.000,3184,1,TL,1,100,2025-01-30_11-15-35-967771
1738260941.022593,891117.000,3187,1,TL,1,100,2025-01-30_11-15-41-013925
1738260946.106760,896201.000,3974,1,TL,1,100,2025-01-30_11-15-41-061151
1738260946.133761,896228.000,3977,1,TL,1,100,2025-01-30_11-15-46-122925
1738260951.249929,901344.000,4776,1,TL,1,100,2025-01-30_11-15-46-180517
1738260951.271929,901366.000,4779,1,TL,1,100,2025-01-30_11-15-51-264844
1738260956.357096,906451.000,5569,1,TL,1,100,2025-01-30_11-15-51-408575
1738260956.452099,906546.000,5572,1,TL,1,100,2025-01-30_11-15-56-386139
1738260961.476264,911570.000,6361,1,TL,1,100,2025-01-30_11-15-56-496566
1738260961.570267,911664.000,6364,1,TL,1,100,2025-01-30_11-16-01-558586
1738260966.601432,916695.000,7154,1,TL,1,100,2025-01-30_11-16-01-606524
1738260966.622432,916716.000,7157,1,TL,1,100,2025-01-30_11-16-06-610746
1738260971.709599,921803.000,7956,1,TL,1,100,2025-01-30_11-16-06-696381
1738260971.769601,921863.000,7959,1,TL,1,100,2025-01-30_11-16-11-743591
1738260976.817767,926911.000,8749,1,TL,1,100,2025-01-30_11-16-11-805663
1738260981.944935,932038.000,9542,1,TL,1,100,2025-01-30_11-16-16-930495
1738260981.946935,932040.000,9544,1,TL,1,100,2025-01-30_11-16-17-014138
1738260981.960935,932054.000,9547,1,TL,1,100,2025-01-30_11-16-21-954935
1738260987.053102,937146.000,10338,1,TL,1,100,2025-01-30_11-16-22-024060
1738260987.075103,937168.000,10341,1,TL,1,100,2025-01-30_11-16-27-068164
1738260992.194270,942287.000,11152,1,TL,1,100,2025-01-30_11-16-27-119545
1738260992.211271,942304.000,11155,1,TL,1,100,2025-01-30_11-16-32-204982
1738260997.300438,947393.000,11956,1,TL,1,100,2025-01-30_11-16-32-284741
1738260997.319438,947412.000,11959,1,TL,1,100,2025-01-30_11-16-37-311646
1738261002.408605,952501.000,12762,1,TL,1,100,2025-01-30_11-16-37-411569
1738261002.513609,952606.000,12765,1,TL,1,100,2025-01-30_11-16-42-492898
1738261007.543773,957636.000,13557,1,TL,1,100,2025-01-30_11-16-42-571176
1738261007.565774,957658.000,13560,1,TL,1,100,2025-01-30_11-16-47-555013
1738261012.650941,962743.000,14350,1,TL,1,100,2025-01-30_11-16-47-613050
1738261012.674942,962767.000,14353,1,TL,1,100,2025-01-30_11-16-52-665478
1738261017.786109,967878.000,15161,1,TL,1,100,2025-01-30_11-16-52-710056
1738261017.806110,967898.000,15164,1,TL,1,100,2025-01-30_11-16-57-795701
1738261022.894277,972986.000,15961,1,TL,1,100,2025-01-30_11-16-57-911086
1738261022.927278,973019.000,15964,1,TL,1,100,2025-01-30_11-17-02-922029
1738261028.005444,978097.000,16754,1,TL,1,100,2025-01-30_11-17-02-962668
1738261028.045445,978137.000,16757,1,TL,1,100,2025-01-30_11-17-08-032711
1738261033.112612,983204.000,17549,1,TL,1,100,2025-01-30_11-17-08-077976
1738261033.133612,983225.000,17552,1,TL,1,100,2025-01-30_11-17-13-123075
1738261038.258780,988350.000,18359,1,TL,1,100,2025-01-30_11-17-13-166819
1738261038.283781,988375.000,18362,1,TL,1,100,2025-01-30_11-17-18-268832
1738261048.490115,998581.000,19944,1,TL,1,100,2025-01-30_11-17-23-396108
1738261048.493115,998584.000,19946,1,TL,1,100,2025-01-30_11-17-23-529362
1738261048.514116,998605.000,19949,1,TL,1,100,2025-01-30_11-17-28-506813
1738261053.598283,1003689.000,20747,1,TL,1,100,2025-01-30_11-17-28-591650
1738261053.618284,1003709.000,20750,1,TL,1,100,2025-01-30_11-17-33-611283
1738261058.709450,1008800.000,21539,1,TL,1,100,2025-01-30_11-17-33-672565
1738261058.730451,1008821.000,21542,1,TL,1,100,2025-01-30_11-17-38-722568
1738261063.847619,1013938.000,22345,1,TL,1,100,2025-01-30_11-17-38-763781
1738261063.930621,1014021.000,22348,1,TL,1,100,2025-01-30_11-17-43-913122
1738261068.955786,1019046.000,23136,1,TL,1,100,2025-01-30_11-17-43-964973
1738261068.977787,1019068.000,23139,1,TL,1,100,2025-01-30_11-17-48-969239
1738261074.063953,1024154.000,23924,1,TL,1,100,2025-01-30_11-17-49-038455
1738261074.085954,1024176.000,23927,1,TL,1,100,2025-01-30_11-17-54-079182
1738261079.176121,1029266.000,24717,1,TL,1,100,2025-01-30_11-17-54-131089
1738261079.192122,1029282.000,24720,1,TL,1,100,2025-01-30_11-17-59-186512
1738261084.297289,1034387.000,25527,1,TL,1,100,2025-01-30_11-17-59-226886
1738261084.321290,1034411.000,25530,1,TL,1,100,2025-01-30_11-18-04-309258
1738261089.406456,1039496.000,26326,1,TL,1,100,2025-01-30_11-18-04-464200
1738261094.540625,1044630.000,27118,1,TL,1,100,2025-01-30_11-18-09-462735
1738261094.547625,1044637.000,27120,1,TL,1,100,2025-01-30_11-18-09-550048
1738261094.569626,1044659.000,27123,1,TL,1,100,2025-01-30_11-18-14-559678
1738261099.647792,1049737.000,27909,1,TL,1,100,2025-01-30_11-18-14-630522
1738261099.667793,1049757.000,27912,1,TL,1,100,2025-01-30_11-18-19-659900
