Timestamp,BI
1738260740.54862,705
1738260741.25405,735
1738260741.65516,765
1738260742.85954,741
1738260743.62421,717
1738260744.95107,741
1738260746.43958,768.5
1738260747.15624,848
1738260747.87296,848
1738260751.21901,768.5
1738260751.9906,848
1738260752.91434,744.5
1738260753.279,744.5
1738260753.59545,848
1738260754.79039,861.5
1738260755.18359,785.5
1738260756.37354,861.5
1738260757.35507,890.5
1738260758.15415,890.5
1738260758.48428,976.5
1738260760.00746,964
1738260761.51035,976.5
1738260761.88695,964
1738260762.85839,949
1738260763.81529,964
1738260765.29828,1151.5
1738260766.23887,1092.5
1738260766.62816,964
1738260768.04456,1070.5
1738260769.37617,1063.5
1738260770.59031,1192
1738260771.08802,1055.5
1738260772.2577,911
1738260772.78618,911
1738260774.09358,684.5
1738260774.74551,590
1738260775.16316,590
1738260775.61657,684.5
1738260776.33365,684.5
1738260776.66361,684.5
1738260777.5629,684.5
1738260778.28216,718
1738260779.22029,809
1738260779.5701,809
1738260781.00685,809
1738260782.94321,918.5
1738260783.98154,988
1738260784.29755,988
1738260784.66137,725.5
1738260785.83687,847
1738260786.90132,616.5
1738260787.22535,554.5
1738260787.63837,554.5
1738260788.29479,616.5
1738260788.87215,681.5
1738260789.40383,618.5
1738260790.11132,618.5
1738260790.81967,681.5
1738260791.5797,707.5
1738260792.16091,708
1738260793.29975,734
1738260794.30068,734
1738260795.34849,734
1738260796.05644,880.5
1738260799.80597,854.5
1738260800.15431,1024.5
1738260800.51299,1024.5
1738260801.85149,1120
1738260802.20324,1027.5
1738260803.49475,1050
1738260804.82653,1050
1738260806.01867,1131.5
1738260806.88183,1131.5
1738260807.79023,989.5
1738260809.25828,989.5
1738260810.32967,885.5
1738260810.85615,861.5
1738260811.5239,861.5
1738260812.38398,884
1738260812.82539,839.5
1738260813.34661,839.5
1738260814.58905,839.5
1738260816.42795,839.5
1738260817.24672,1014.5
1738260818.84969,994
1738260820.01908,1081.5
1738260820.58531,1081.5
1738260822.02203,906.5
1738260822.51698,795.5
1738260823.51074,786
1738260824.22104,741
1738260824.54708,659.5
1738260825.319,659.5
1738260826.11949,581.5
1738260826.50024,659.5
1738260827.10941,581.5
1738260827.60606,581.5
1738260828.15956,690.5
1738260829.26737,704.5
1738260829.63628,581.5
1738260830.93565,715
1738260831.80071,843
1738260833.29973,843
1738260833.67828,843
1738260834.49928,775
1738260836.04365,775
