LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1738263922.980345,207140.000,28543,1,BV,1,100,3.86
1738263927.980506,212140.000,29312,1,BV,1,100,3.86
1738263932.979666,217139.000,30124,1,BV,1,100,3.86
1738263937.979826,222139.000,30918,1,BV,1,100,3.86
1738263942.978987,227138.000,31696,1,BV,1,100,3.86
1738263947.979147,232138.000,32489,1,BV,1,100,3.86
1738263952.978307,237137.000,33273,1,BV,1,100,3.86
1738263957.978468,242137.000,34066,1,BV,1,100,3.86
1738263962.977628,247136.000,34846,1,BV,1,100,3.86
1738263967.977788,252136.000,35639,1,BV,1,100,3.86
1738263972.976949,257135.000,36435,1,BV,1,100,3.86
1738263977.977109,262135.000,37216,1,BV,1,100,3.86
1738263982.976270,267134.000,38014,1,BV,1,100,3.86
1738263987.976430,272134.000,38806,1,BV,1,100,3.85
1738263992.975590,277133.000,39596,1,BV,1,100,3.86
1738263997.975751,282133.000,40378,1,BV,1,100,3.85
1738264002.974911,287132.000,41178,1,BV,1,100,3.86
1738264007.975071,292132.000,41966,1,BV,1,100,3.86
1738264012.974232,297131.000,42757,1,BV,1,100,3.86
1738264017.974392,302131.000,43550,1,BV,1,100,3.86
1738264022.973552,307130.000,44316,1,BV,1,100,3.86
1738264027.973713,312130.000,45112,1,BV,1,100,3.85
1738264032.972873,317129.000,45913,1,BV,1,100,3.86
1738264037.973034,322129.000,46699,1,BV,1,100,3.86
1738264042.972194,327128.000,47490,1,BV,1,100,3.86
1738264047.972354,332128.000,48262,1,BV,1,100,3.85
1738264052.971515,337127.000,49050,1,BV,1,100,3.86
1738264057.971675,342127.000,49842,1,BV,1,100,3.86
1738264062.970835,347126.000,50637,1,BV,1,100,3.86
1738264067.970996,352126.000,51415,1,BV,1,100,3.86
1738264072.970156,357125.000,52212,1,BV,1,100,3.86
1738264077.970317,362125.000,53005,1,BV,1,100,3.85
1738264082.969477,367124.000,53803,1,BV,1,100,3.86
1738264087.969637,372124.000,54602,1,BV,1,100,3.85
1738264092.968798,377123.000,55370,1,BV,1,100,3.86
1738264097.968958,382123.000,56155,1,BV,1,100,3.86
1738264102.968118,387122.000,56945,1,BV,1,100,3.85
1738264107.968279,392122.000,57734,1,BV,1,100,3.85
1738264112.967439,397121.000,58522,1,BV,1,100,3.85
1738264117.967599,402121.000,59304,1,BV,1,100,3.86
1738264122.966760,407120.000,60114,1,BV,1,100,3.86
1738264127.966920,412120.000,60914,1,BV,1,100,3.86
