Timestamp,BI
1738263924.16866,875
1738263925.06941,888
1738263925.94444,891
1738263926.7678,883
1738263927.70416,875
1738263928.68253,874
1738263929.57337,874
1738263930.44658,859.5
1738263931.2927,837.5
1738263932.07727,837.5
1738263932.90586,831.5
1738263933.67496,831.5
1738263934.44805,831.5
1738263935.19907,831.5
1738263936.03276,831.5
1738263936.95643,831.5
1738263937.92412,803.5
1738263938.93856,803.5
1738263939.99349,879
1738263940.73928,879
1738263941.18793,927.5
1738263941.89823,861
1738263942.82918,787
1738263943.61171,764.5
1738263944.56237,746
1738263945.35352,755.5
1738263945.92781,755.5
1738263946.26349,774
1738263947.0093,774
1738263947.77414,778
1738263948.48116,778
1738263949.30479,783.5
1738263950.27622,813
1738263951.07785,881
1738263952.30609,915.5
1738263953.41912,954.5
1738263954.35708,954.5
1738263955.32905,955
1738263956.22205,938.5
1738263957.19617,955.5
1738263958.07293,938.5
1738263959.01241,920
1738263959.9142,920.5
1738263960.92723,897.5
1738263961.77795,889.5
1738263962.5618,889.5
1738263963.53442,920.5
1738263964.21912,937.5
1738263964.91633,931
1738263966.00645,882
1738263967.01836,930.5
1738263968.04379,930.5
1738263968.93282,883
1738263969.80818,930.5
1738263970.77977,930.5
1738263971.65661,883
1738263972.4686,876
1738263973.44836,843.5
1738263974.03898,802
1738263974.83134,771.5
1738263975.46603,771.5
1738263976.09785,771.5
1738263976.84927,771.5
1738263977.5563,771.5
1738263978.35912,797.5
1738263979.18145,810.5
1738263980.0879,820
1738263981.03581,823
1738263981.85357,832.5
1738263982.8356,848.5
1738263983.65966,858
1738263984.50105,868
1738263985.35701,858
1738263986.23277,858
1738263987.09249,858
1738263987.99143,848.5
1738263988.67005,858
1738263989.59848,858
1738263990.39271,863.5
1738263991.14187,853.5
1738263992.00865,857
1738263992.75518,842
1738263993.76822,856.5
1738263994.61492,842
1738263995.55207,856.5
1738263996.3887,866.5
1738263997.25443,856.5
1738263997.99215,893.5
1738263998.99278,881.5
1738263999.973,881.5
1738264000.70104,881.5
1738264001.62253,881.5
1738264002.5197,904
1738264003.26925,904
1738264004.21204,891
1738264004.94767,891
1738264005.8582,894.5
1738264006.59703,894.5
1738264007.48239,896
1738264008.39418,903
1738264009.28584,896
1738264010.21754,903
1738264011.11717,896
1738264012.0232,902.5
1738264012.90432,905.5
1738264013.83893,902.5
1738264014.63095,902.5
1738264015.53577,890.5
1738264016.46189,858
1738264017.2597,842
1738264018.0944,842
1738264018.89709,819
1738264019.66136,842
1738264020.51067,842
1738264021.40773,830.5
1738264022.16853,842
1738264023.19316,855
1738264024.05395,868
1738264024.87995,868
1738264025.78744,868
1738264026.71085,868
1738264027.58597,877
1738264028.43663,868
1738264029.27133,866
1738264030.20058,866
1738264031.07909,854
1738264031.84834,851.5
1738264032.70523,851.5
1738264033.47489,854.5
1738264034.30932,868
1738264035.16106,854.5
1738264036.09064,854.5
1738264036.9786,854.5
1738264037.8867,870
1738264038.73073,870
1738264039.65245,898
1738264040.46245,909
1738264041.37632,900.5
1738264042.21537,900.5
1738264043.12529,874
1738264044.05477,877.5
1738264044.94815,871.5
1738264045.80328,887
1738264046.63768,887
1738264047.49925,887
1738264048.38037,887
1738264049.31631,871.5
1738264050.28463,871.5
1738264051.12855,895
1738264052.12212,895
1738264052.98282,895
1738264053.90054,894
1738264054.80987,870
1738264055.5336,852.5
1738264056.41308,832.5
1738264057.21735,791.5
1738264057.96668,764
1738264058.60159,764
1738264059.29108,744.5
1738264060.06974,764
1738264060.81004,764
1738264061.65368,764
1738264062.39148,759.5
1738264063.32366,759.5
1738264064.2181,811.5
1738264065.13744,792
1738264065.47773,869
1738264065.95511,903
1738264066.86736,903
1738264067.57632,891
1738264068.50481,900
1738264069.42484,900
1738264070.31314,915
1738264071.18537,915
1738264072.21093,919
1738264073.16276,919
1738264074.08039,913
1738264074.88667,913
1738264075.81585,913
1738264076.72419,923.5
1738264079.52537,923.5
1738264080.66922,913
1738264081.5698,904.5
1738264082.49955,918.5
1738264084.22642,904.5
1738264085.11435,899.5
1738264086.01212,915.5
1738264086.95981,915.5
1738264087.85763,918.5
1738264088.63956,927.5
1738264089.62829,927.5
1738264091.43635,927.5
