LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738263922.980345,207140.000,28544,1,B%,1,100,71
1738263927.980506,212140.000,29313,1,B%,1,100,70
1738263932.979666,217139.000,30125,1,B%,1,100,71
1738263937.979826,222139.000,30919,1,B%,1,100,71
1738263942.978987,227138.000,31697,1,B%,1,100,70
1738263947.979147,232138.000,32490,1,B%,1,100,70
1738263952.978307,237137.000,33274,1,B%,1,100,70
1738263957.978468,242137.000,34067,1,B%,1,100,71
1738263962.977628,247136.000,34847,1,B%,1,100,70
1738263967.977788,252136.000,35640,1,B%,1,100,71
1738263972.976949,257135.000,36436,1,B%,1,100,70
1738263977.977109,262135.000,37217,1,B%,1,100,70
1738263982.976270,267134.000,38015,1,B%,1,100,70
1738263987.976430,272134.000,38807,1,B%,1,100,69
1738263992.975590,277133.000,39597,1,B%,1,100,70
1738263997.975751,282133.000,40379,1,B%,1,100,69
1738264002.974911,287132.000,41179,1,B%,1,100,70
1738264007.975071,292132.000,41967,1,B%,1,100,70
1738264012.974232,297131.000,42758,1,B%,1,100,70
1738264017.974392,302131.000,43551,1,B%,1,100,70
1738264022.973552,307130.000,44317,1,B%,1,100,70
1738264027.973713,312130.000,45113,1,B%,1,100,69
1738264032.972873,317129.000,45914,1,B%,1,100,70
1738264037.973034,322129.000,46700,1,B%,1,100,70
1738264042.972194,327128.000,47491,1,B%,1,100,70
1738264047.972354,332128.000,48263,1,B%,1,100,69
1738264052.971515,337127.000,49051,1,B%,1,100,70
1738264057.971675,342127.000,49843,1,B%,1,100,70
1738264062.970835,347126.000,50638,1,B%,1,100,70
1738264067.970996,352126.000,51416,1,B%,1,100,70
1738264072.970156,357125.000,52213,1,B%,1,100,70
1738264077.970317,362125.000,53006,1,B%,1,100,69
1738264082.969477,367124.000,53804,1,B%,1,100,70
1738264087.969637,372124.000,54603,1,B%,1,100,69
1738264092.968798,377123.000,55371,1,B%,1,100,69
1738264097.968958,382123.000,56156,1,B%,1,100,70
1738264102.968118,387122.000,56946,1,B%,1,100,69
1738264107.968279,392122.000,57735,1,B%,1,100,69
1738264112.967439,397121.000,58523,1,B%,1,100,69
1738264117.967599,402121.000,59305,1,B%,1,100,70
1738264122.966760,407120.000,60115,1,B%,1,100,70
1738264127.966920,412120.000,60915,1,B%,1,100,70
1738264132.966080,417119.000,61705,1,B%,1,100,70
1738264137.966241,422119.000,62507,1,B%,1,100,69
1738264142.965401,427118.000,63297,1,B%,1,100,70
1738264147.965562,432118.000,64101,1,B%,1,100,69
1738264152.964722,437117.000,64900,1,B%,1,100,69
1738264157.964882,442117.000,151,1,B%,1,100,69
1738264162.964043,447116.000,949,1,B%,1,100,70
1738264167.964203,452116.000,1755,1,B%,1,100,70
1738264172.963363,457115.000,2553,1,B%,1,100,70
1738264177.963524,462115.000,3353,1,B%,1,100,70
1738264182.962684,467114.000,4134,1,B%,1,100,70
1738264187.962845,472114.000,4946,1,B%,1,100,70
1738264192.962005,477113.000,5725,1,B%,1,100,71
1738264197.962165,482113.000,6526,1,B%,1,100,70
1738264202.961326,487112.000,7325,1,B%,1,100,70
1738264207.961486,492112.000,8127,1,B%,1,100,69
1738264212.960646,497111.000,8933,1,B%,1,100,68
1738264217.960807,502111.000,9743,1,B%,1,100,69
1738264222.959967,507110.000,10538,1,B%,1,100,70
1738264227.960127,512110.000,11339,1,B%,1,100,69
1738264232.959288,517109.000,12133,1,B%,1,100,69
1738264237.959448,522109.000,12933,1,B%,1,100,69
1738264242.958608,527108.000,13736,1,B%,1,100,69
1738264247.958769,532108.000,14539,1,B%,1,100,68
1738264252.957929,537107.000,15346,1,B%,1,100,68
