LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738263926.857470,211017.000,29133,2,AK,1,100,28430
1738263926.857470,211017.000,29133,2,AK,1,100,RD
1738263926.859470,211019.000,29135,2,AK,1,100,28430
1738263926.861470,211021.000,29135,2,AK,1,100,RD
1738263929.419052,213578.500,29940,2,AK,1,100,29136
1738263931.976634,216136.000,29940,2,AK,1,100,RD
1738263931.978634,216138.000,29942,2,AK,1,100,29136
1738263931.980634,216140.000,29942,2,AK,1,100,RD
1738263931.994634,216154.000,29945,2,AK,1,100,29943
1738263932.008635,216168.000,29945,2,AK,1,100,RD
1738263934.546216,218705.500,30755,2,AK,1,100,29943
1738263937.083798,221243.000,30755,2,AK,1,100,RD
1738263937.106298,221265.500,30758,2,AK,1,100,30756
1738263937.128799,221288.000,30758,2,AK,1,100,RD
1738263939.659880,223819.000,31564,2,AK,1,100,30756
1738263942.190961,226350.000,31564,2,AK,1,100,RD
1738263944.747543,228906.500,32373,2,AK,1,100,31565
1738263947.304126,231463.000,32373,2,AK,1,100,RD
1738263947.307126,231466.000,32375,2,AK,1,100,31565
1738263947.310126,231469.000,32375,2,AK,1,100,RD
1738263947.318126,231477.000,32378,2,AK,1,100,32376
1738263947.326126,231485.000,32378,2,AK,1,100,RD
1738263949.871208,234030.000,33172,2,AK,1,100,32376
1738263952.416289,236575.000,33172,2,AK,1,100,RD
1738263954.977872,239136.500,33975,2,AK,1,100,33173
1738263957.539454,241698.000,33975,2,AK,1,100,RD
1738263957.540454,241699.000,33977,2,AK,1,100,33173
1738263957.541454,241700.000,33977,2,AK,1,100,RD
1738263957.551954,241710.500,33980,2,AK,1,100,33978
1738263957.562454,241721.000,33980,2,AK,1,100,RD
1738263960.118536,244277.000,34792,2,AK,1,100,33978
1738263962.674618,246833.000,34792,2,AK,1,100,RD
1738263962.682119,246840.500,34795,2,AK,1,100,34793
1738263962.689619,246848.000,34795,2,AK,1,100,RD
1738263965.246701,249405.000,35601,2,AK,1,100,34793
1738263967.803783,251962.000,35601,2,AK,1,100,RD
1738263967.813283,251971.500,35604,2,AK,1,100,35602
1738263967.822783,251981.000,35604,2,AK,1,100,RD
1738263970.374365,254532.500,36412,2,AK,1,100,35602
1738263972.925947,257084.000,36412,2,AK,1,100,RD
1738263972.949948,257108.000,36415,2,AK,1,100,36413
1738263972.973949,257132.000,36415,2,AK,1,100,RD
1738263975.513530,259671.500,37219,2,AK,1,100,36413
1738263978.053112,262211.000,37219,2,AK,1,100,RD
1738263978.062112,262220.000,37222,2,AK,1,100,37220
1738263978.071112,262229.000,37222,2,AK,1,100,RD
1738263980.619194,264777.000,38032,2,AK,1,100,37220
1738263983.167276,267325.000,38032,2,AK,1,100,RD
1738263983.177776,267335.500,38035,2,AK,1,100,38033
1738263983.188277,267346.000,38035,2,AK,1,100,RD
1738263985.735858,269893.500,38839,2,AK,1,100,38033
1738263988.283440,272441.000,38839,2,AK,1,100,RD
1738263988.294440,272452.000,38842,2,AK,1,100,38840
1738263988.305441,272463.000,38842,2,AK,1,100,RD
1738263990.853522,275011.000,39646,2,AK,1,100,38840
1738263993.401604,277559.000,39646,2,AK,1,100,RD
1738263993.430605,277588.000,39649,2,AK,1,100,39647
1738263993.459606,277617.000,39649,2,AK,1,100,RD
1738263995.991187,280148.500,40461,2,AK,1,100,39647
1738263998.522768,282680.000,40461,2,AK,1,100,RD
1738263998.531269,282688.500,40464,2,AK,1,100,40462
1738263998.539769,282697.000,40464,2,AK,1,100,RD
1738264001.092351,285249.500,41275,2,AK,1,100,40462
1738264003.644933,287802.000,41275,2,AK,1,100,RD
1738264006.209015,290366.000,42081,2,AK,1,100,41276
1738264008.773097,292930.000,42081,2,AK,1,100,RD
1738264008.774597,292931.500,42083,2,AK,1,100,41276
1738264008.776097,292933.000,42083,2,AK,1,100,RD
1738264008.787097,292944.000,42086,2,AK,1,100,42084
1738264008.798098,292955.000,42086,2,AK,1,100,RD
1738264011.346179,295503.000,42884,2,AK,1,100,42084
1738264013.894261,298051.000,42884,2,AK,1,100,RD
1738264013.940263,298097.000,42887,2,AK,1,100,42885
1738264013.986264,298143.000,42887,2,AK,1,100,RD
1738264016.499845,300656.500,43692,2,AK,1,100,42885
1738264019.013426,303170.000,43692,2,AK,1,100,RD
1738264019.061427,303218.000,43695,2,AK,1,100,43693
1738264019.109429,303266.000,43695,2,AK,1,100,RD
1738264021.623009,305779.500,44498,2,AK,1,100,43693
1738264024.136590,308293.000,44498,2,AK,1,100,RD
1738264024.155090,308311.500,44501,2,AK,1,100,44499
1738264024.173591,308330.000,44501,2,AK,1,100,RD
1738264026.715173,310871.500,45308,2,AK,1,100,44499
1738264029.256754,313413.000,45308,2,AK,1,100,RD
1738264029.267254,313423.500,45311,2,AK,1,100,45309
1738264029.277755,313434.000,45311,2,AK,1,100,RD
1738264031.825336,315981.500,46121,2,AK,1,100,45309
1738264034.372918,318529.000,46121,2,AK,1,100,RD
1738264034.422420,318578.500,46124,2,AK,1,100,46122
1738264034.471921,318628.000,46124,2,AK,1,100,RD
1738264036.987002,321143.000,46923,2,AK,1,100,46122
1738264039.502083,323658.000,46923,2,AK,1,100,RD
1738264039.511083,323667.000,46926,2,AK,1,100,46924
1738264039.520083,323676.000,46926,2,AK,1,100,RD
1738264042.067665,326223.500,47736,2,AK,1,100,46924
1738264044.615247,328771.000,47736,2,AK,1,100,RD
1738264044.629247,328785.000,47739,2,AK,1,100,47737
1738264044.643248,328799.000,47739,2,AK,1,100,RD
1738264047.189329,331345.000,48534,2,AK,1,100,47737
1738264049.735411,333891.000,48534,2,AK,1,100,RD
1738264049.765912,333921.500,48537,2,AK,1,100,48535
1738264049.796413,333952.000,48537,2,AK,1,100,RD
1738264052.325994,336481.500,49342,2,AK,1,100,48535
1738264054.855575,339011.000,49342,2,AK,1,100,RD
1738264057.422657,341578.000,50151,2,AK,1,100,49343
1738264059.989740,344145.000,50151,2,AK,1,100,RD
1738264059.992740,344148.000,50153,2,AK,1,100,49343
1738264059.995740,344151.000,50153,2,AK,1,100,RD
1738264060.014741,344170.000,50156,2,AK,1,100,50154
1738264060.033741,344189.000,50156,2,AK,1,100,RD
1738264062.576823,346732.000,50964,2,AK,1,100,50154
1738264065.119904,349275.000,50964,2,AK,1,100,RD
1738264065.131405,349286.500,50967,2,AK,1,100,50965
1738264065.142905,349298.000,50967,2,AK,1,100,RD
1738264067.692987,351848.000,51781,2,AK,1,100,50965
1738264070.243069,354398.000,51781,2,AK,1,100,RD
1738264070.252569,354407.500,51784,2,AK,1,100,51782
1738264070.262069,354417.000,51784,2,AK,1,100,RD
1738264072.815651,356970.500,52585,2,AK,1,100,51782
1738264075.369233,359524.000,52585,2,AK,1,100,RD
1738264077.927815,362082.500,53393,2,AK,1,100,52586
1738264080.486397,364641.000,53393,2,AK,1,100,RD
1738264080.487897,364642.500,53395,2,AK,1,100,52586
