LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1738263922.548331,206708,28624,1,SR,1,100,1.000000
1738263926.214449,210374,29117,1,SR,1,100,0.466667
1738263926.814468,210974,29170,1,SR,1,100,0.200000
1738263927.147479,211307,29315,1,SR,1,100,0.800000
1738263928.480522,212640,29430,1,SR,1,100,0.200000
1738263928.814532,212974,29479,1,SR,1,100,0.133333
1738263929.880567,214040,29640,1,SR,1,100,0.133333
1738263930.680592,214840,29813,1,SR,1,100,0.466667
1738263931.413616,215573,29877,1,SR,1,100,0.066667
1738263932.147639,216307,29996,1,SR,1,100,0.066667
1738263932.480650,216640,30349,1,SR,1,100,1.933333
1738263934.814725,218974,30447,1,SR,1,100,0.266667
1738263936.146768,220306,30637,1,SR,1,100,0.133333
1738263936.679785,220839,30722,1,SR,1,100,0.133333
1738263937.213802,221373,30808,1,SR,1,100,0.133333
1738263937.613815,221773,30986,1,SR,1,100,0.800000
1738263939.746883,223906,31208,1,SR,1,100,0.133333
1738263940.679913,224839,31351,1,SR,1,100,0.133333
1738263941.079926,225239,31415,1,SR,1,100,0.066667
1738263941.279932,225439,31449,1,SR,1,100,0.133333
1738263941.546941,225706,31481,1,SR,1,100,0.066667
1738263942.146960,226306,31600,1,SR,1,100,0.266667
1738263942.813982,226973,31680,1,SR,1,100,0.066667
1738263943.146992,227306,31731,1,SR,1,100,0.066667
1738263943.480003,227639,31844,1,SR,1,100,0.466667
1738263944.080022,228239,31877,1,SR,1,100,0.066667
1738263944.813046,228972,32039,1,SR,1,100,0.333333
1738263945.280061,229439,32103,1,SR,1,100,0.200000
1738263946.946114,231105,32340,1,SR,1,100,0.133333
1738263947.346127,231505,32442,1,SR,1,100,0.266667
1738263947.746140,231905,32712,1,SR,1,100,1.666667
1738263949.546197,233705,32744,1,SR,1,100,0.066667
1738263949.879208,234038,32809,1,SR,1,100,0.066667
1738263950.212219,234371,32888,1,SR,1,100,0.266667
1738263951.679266,235838,33176,1,SR,1,100,0.600000
1738263952.679298,236838,33323,1,SR,1,100,0.600000
1738263953.412321,237571,33372,1,SR,1,100,0.200000
1738263955.345383,239504,33657,1,SR,1,100,0.066667
1738263956.078407,240237,33767,1,SR,1,100,0.066667
1738263956.412418,240571,33816,1,SR,1,100,0.066667
1738263956.745428,240904,33912,1,SR,1,100,0.333333
1738263957.212443,241371,33985,1,SR,1,100,0.266667
1738263957.745460,241904,34033,1,SR,1,100,0.066667
1738263957.945467,242104,34099,1,SR,1,100,0.266667
1738263959.012501,243171,34276,1,SR,1,100,0.400000
1738263959.678522,243837,34402,1,SR,1,100,0.466667
1738263960.412546,244571,34498,1,SR,1,100,0.400000
1738263961.078567,245237,34548,1,SR,1,100,0.066667
1738263961.411578,245570,34612,1,SR,1,100,0.066667
1738263961.611584,245770,34645,1,SR,1,100,0.066667
1738263961.811591,245970,34695,1,SR,1,100,0.200000
1738263962.145602,246304,34745,1,SR,1,100,0.200000
1738263962.611616,246770,34814,1,SR,1,100,0.133333
1738263963.012629,247171,34898,1,SR,1,100,0.266667
1738263963.412642,247571,34932,1,SR,1,100,0.066667
1738263963.744653,247903,35108,1,SR,1,100,0.866667
1738263965.145698,249304,35251,1,SR,1,100,0.333333
1738263966.011725,250170,35378,1,SR,1,100,0.333333
1738263966.478740,250637,35552,1,SR,1,100,1.000000
1738263967.877785,252036,35643,1,SR,1,100,0.133333
1738263968.277798,252436,35693,1,SR,1,100,0.066667
1738263968.745813,252904,35773,1,SR,1,100,0.066667
1738263969.210828,253369,35857,1,SR,1,100,0.133333
1738263970.010854,254169,35968,1,SR,1,100,0.066667
1738263970.344864,254503,36096,1,SR,1,100,0.533333
1738263971.144890,255303,36192,1,SR,1,100,0.333333
1738263972.144922,256303,36349,1,SR,1,100,0.333333
1738263972.611937,256770,36418,1,SR,1,100,0.266667
1738263973.544967,257703,36550,1,SR,1,100,0.200000
1738263973.877978,258036,36628,1,SR,1,100,0.333333
1738263974.744006,258902,36805,1,SR,1,100,0.600000
1738263975.478029,259636,36852,1,SR,1,100,0.133333
1738263976.411059,260569,37026,1,SR,1,100,0.333333
1738263977.011078,261169,37075,1,SR,1,100,0.066667
1738263977.477093,261635,37225,1,SR,1,100,0.533333
1738263978.678132,262836,37335,1,SR,1,100,0.066667
1738263978.878138,263036,37370,1,SR,1,100,0.066667
1738263979.211149,263369,37451,1,SR,1,100,0.266667
1738263979.611162,263769,37501,1,SR,1,100,0.200000
1738263980.344185,264502,37627,1,SR,1,100,0.266667
1738263981.144211,265302,37756,1,SR,1,100,0.200000
1738263981.877234,266035,37838,1,SR,1,100,0.066667
1738263982.077241,266235,37965,1,SR,1,100,0.666667
1738263983.010271,267168,38040,1,SR,1,100,0.133333
1738263983.411283,267569,38104,1,SR,1,100,0.200000
1738263984.677324,268835,38387,1,SR,1,100,0.733333
1738263985.810360,269968,38466,1,SR,1,100,0.066667
1738263986.410380,270568,38625,1,SR,1,100,0.533333
1738263987.076401,271234,38659,1,SR,1,100,0.066667
1738263987.410412,271568,38725,1,SR,1,100,0.133333
1738263987.676420,271834,38774,1,SR,1,100,0.200000
1738263988.543448,272701,38892,1,SR,1,100,0.066667
1738263989.143467,273301,39068,1,SR,1,100,0.533333
1738263990.343506,274501,39181,1,SR,1,100,0.066667
1738263990.676517,274834,39230,1,SR,1,100,0.066667
1738263991.409540,275567,39388,1,SR,1,100,0.333333
1738263992.009559,276167,39466,1,SR,1,100,0.200000
1738263992.342570,276500,39500,1,SR,1,100,0.066667
1738263992.542577,276700,39580,1,SR,1,100,0.400000
1738263993.209598,277367,39652,1,SR,1,100,0.200000
1738263993.676613,277834,39733,1,SR,1,100,0.200000
1738263994.143628,278301,39782,1,SR,1,100,0.066667
1738263994.476639,278634,39832,1,SR,1,100,0.066667
1738263995.476671,279634,40008,1,SR,1,100,0.133333
1738263995.876683,280034,40152,1,SR,1,100,0.666667
1738263996.676709,280834,40203,1,SR,1,100,0.133333
1738263997.342731,281500,40299,1,SR,1,100,0.066667
1738263997.542737,281700,40429,1,SR,1,100,0.733333
1738263998.409765,282567,40529,1,SR,1,100,0.533333
1738264000.008816,284166,40719,1,SR,1,100,0.133333
1738264000.276824,284434,40769,1,SR,1,100,0.133333
1738264000.808842,284966,40867,1,SR,1,100,0.200000
1738264001.142852,285300,40899,1,SR,1,100,0.066667
1738264001.342859,285500,40982,1,SR,1,100,0.466667
1738264002.209887,286367,41063,1,SR,1,100,0.066667
1738264002.409893,286567,41112,1,SR,1,100,0.200000
1738264002.742904,286900,41145,1,SR,1,100,0.066667
1738264003.475927,287633,41280,1,SR,1,100,0.200000
1738264004.208951,288366,41374,1,SR,1,100,0.066667
1738264004.408957,288566,41408,1,SR,1,100,0.066667
1738264004.875972,289033,41506,1,SR,1,100,0.133333
1738264005.541993,289699,41616,1,SR,1,100,0.266667
1738264005.942006,290099,41665,1,SR,1,100,0.133333
1738264006.342019,290499,41713,1,SR,1,100,0.066667
