RD,TS_received,TS_sent,AK,RoundTrip,
431230,431269,2025-01-30_12-09-07-103830,431270,39,
436349,436367,2025-01-30_12-09-12-206615,436369,18,
441462,441478,2025-01-30_12-09-17-317966,441479,16,
446568,446615,2025-01-30_12-09-22-452104,446620,47,
451676,451713,2025-01-30_12-09-27-550575,451714,37,
456785,456798,2025-01-30_12-09-32-639668,456799,13,
461907,461930,2025-01-30_12-09-37-767983,461931,23,
467019,472151,2025-01-30_12-09-42-956168,472152,5132,
472155,477277,2025-01-30_12-09-48-011175,477278,5122,
477284,477298,2025-01-30_12-09-53-139981,477299,14,
482391,482448,2025-01-30_12-09-58-277833,482449,57,
487497,492606,2025-01-30_12-10-03-378468,492607,5109,
492610,492656,2025-01-30_12-10-08-490342,492657,46,
497715,497734,2025-01-30_12-10-13-573850,497736,19,
502827,502844,2025-01-30_12-10-18-687347,502846,17,
507956,507974,2025-01-30_12-10-23-816095,507975,18,
513067,513087,2025-01-30_12-10-28-931605,513089,20,
518175,518193,2025-01-30_12-10-34-037142,518194,18,
523298,523313,2025-01-30_12-10-39-155845,523314,15,
528406,528439,2025-01-30_12-10-44-279940,528440,33,
533518,538632,2025-01-30_12-10-49-386561,538637,5114,
538641,538669,2025-01-30_12-10-54-509114,538670,28,
543745,543761,2025-01-30_12-10-59-605526,543763,16,
548852,548867,2025-01-30_12-11-04-710357,548868,15,
553959,559078,2025-01-30_12-11-09-967838,559080,5119,
559082,564186,2025-01-30_12-11-15-123559,564187,5104,
564190,569310,2025-01-30_12-11-20-105338,569314,5120,
569318,569362,2025-01-30_12-11-25-203742,569363,44,
574422,579533,2025-01-30_12-11-30-552213,579534,5111,
579541,584655,2025-01-30_12-11-35-499312,584660,5114,
584665,584761,2025-01-30_12-11-40-607432,584766,96,
589780,594899,2025-01-30_12-11-45-682447,594900,5119,
594903,594983,2025-01-30_12-11-50-819766,594984,80,
600009,605137,2025-01-30_12-11-56-107492,605138,5128,
605141,610258,2025-01-30_12-12-01-087630,610261,5117,
610264,610328,2025-01-30_12-12-06-172122,610329,64,
615370,615448,2025-01-30_12-12-11-291384,615449,78,
620478,625594,2025-01-30_12-12-16-422913,625595,5116,
625602,625647,2025-01-30_12-12-21-490656,625649,45,
630703,635840,2025-01-30_12-12-26-682265,635841,5137,
635845,635871,2025-01-30_12-12-31-717102,635872,26,
640951,646068,2025-01-30_12-12-36-814983,646070,5117,
646073,651187,2025-01-30_12-12-42-151834,651188,5114,
651192,656311,2025-01-30_12-12-47-196857,656312,5119,
656319,661427,2025-01-30_12-12-52-214679,661429,5108,
661432,666549,2025-01-30_12-12-57-541309,666550,5117,
666553,671672,2025-01-30_12-13-02-595771,671673,5119,
671680,671693,2025-01-30_12-13-07-542424,671695,13,
676805,681930,2025-01-30_12-13-12-883494,681931,5125,
681933,687055,2025-01-30_12-13-17-863049,687056,5122,
687062,692184,2025-01-30_12-13-23-037059,692185,5122,
692188,692242,2025-01-30_12-13-28-065875,692243,54,
697308,697331,2025-01-30_12-13-33-178593,697332,23,
702429,702461,2025-01-30_12-13-38-298078,702462,32,
707553,707636,2025-01-30_12-13-43-476157,707638,83,
712667,712704,2025-01-30_12-13-48-552555,712705,37,
717780,717819,2025-01-30_12-13-53-661356,717820,39,
722900,722917,2025-01-30_12-13-58-763400,722918,17,
728008,733132,2025-01-30_12-14-03-974325,733136,5124,
733140,733231,2025-01-30_12-14-09-058212,733233,91,
738262,738350,2025-01-30_12-14-14-144696,738352,88,
743377,743390,2025-01-30_12-14-19-240789,743391,13,
748505,753631,2025-01-30_12-14-24-408543,753633,5126,
753636,753722,2025-01-30_12-14-29-570370,753724,86,
758767,758780,2025-01-30_12-14-34-631182,758781,13,
763885,763899,2025-01-30_12-14-39-750726,763900,14,
769000,774121,2025-01-30_12-14-45-004675,774123,5121,
774126,779247,2025-01-30_12-14-50-083539,779248,5121,
779254,784380,2025-01-30_12-14-55-262508,784381,5126,
784388,784413,2025-01-30_12-15-00-261267,784414,25,
789499,794615,2025-01-30_12-15-05-395789,794616,5116,
794619,799748,2025-01-30_12-15-10-503189,799750,5129,
799752,799767,2025-01-30_12-15-15-617322,799772,15,
804866,804890,2025-01-30_12-15-20-738315,804891,24,
809997,815120,2025-01-30_12-15-25-951055,815121,5123,
815124,815151,2025-01-30_12-15-31-003570,815158,27,
820248,825360,2025-01-30_12-15-36-231302,825361,5112,
825363,825422,2025-01-30_12-15-41-233447,825423,59,
830489,835600,2025-01-30_12-15-46-399153,835601,5111,
835607,835707,2025-01-30_12-15-51-552445,835708,100,
840727,840787,2025-01-30_12-15-56-641639,840789,60,
845851,845927,2025-01-30_12-16-01-773372,845929,76,
850959,851060,2025-01-30_12-16-06-868507,856074,101,
856078,861213,2025-01-30_12-16-12-094030,861218,5135,
861218,861285,2025-01-30_12-16-17-131414,861286,67,
866326,866378,2025-01-30_12-16-22-228338,866380,52,
871436,876552,2025-01-30_12-16-27-390057,876554,5116,
876556,881672,2025-01-30_12-16-32-511555,881674,5116,
881676,881702,2025-01-30_12-16-37-557052,881703,26,
886781,891896,2025-01-30_12-16-42-709756,891897,5115,
891900,897016,2025-01-30_12-16-47-821611,897018,5116,
897021,902149,2025-01-30_12-16-52-986972,902150,5128,
902153,907260,2025-01-30_12-16-58-077904,907261,5107,
907268,912395,2025-01-30_12-17-03-149757,912399,5127,
912403,912460,2025-01-30_12-17-08-298691,912461,57,
917508,922639,2025-01-30_12-17-13-476816,922641,5131,
922644,922679,2025-01-30_12-17-18-525089,922680,35,
927749,932869,2025-01-30_12-17-23-668483,932870,5120,
932873,937986,2025-01-30_12-17-28-884700,937987,5113,
937990,943108,2025-01-30_12-17-34-031984,943109,5118,
943112,948238,2025-01-30_12-17-38-993951,948240,5126,
948242,953364,2025-01-30_12-17-44-148457,953365,5122,
953372,953400,2025-01-30_12-17-49-257191,953402,28,
958477,963602,2025-01-30_12-17-54-366546,963603,5125,
963609,963679,2025-01-30_12-17-59-513303,963680,70,
968715,968728,2025-01-30_12-18-04-585280,968729,13,
973822,973836,2025-01-30_12-18-09-694915,973838,14,
978958,979047,2025-01-30_12-18-14-843566,979048,89,
984088,984179,2025-01-30_12-18-20-037469,984181,91,
989196,989239,2025-01-30_12-18-25-097811,989240,43,
994304,994324,2025-01-30_12-18-30-179457,994326,20,
999413,999434,2025-01-30_12-18-35-291370,999435,21,
1004573,1004592,2025-01-30_12-18-40-448172,1004593,19,
1009684,1009712,2025-01-30_12-18-45-563472,1009713,28,
1014791,1014816,2025-01-30_12-18-50-667360,1014817,25,
1019925,1019941,2025-01-30_12-18-55-799081,1019942,16,
1025033,1025110,2025-01-30_12-19-00-964110,1025112,77,
1030141,1035285,2025-01-30_12-19-06-210374,1035287,5144,
1035290,1035316,2025-01-30_12-19-11-170988,1035321,26,
1040394,1040407,2025-01-30_12-19-16-267280,1040408,13,
1045524,1045617,2025-01-30_12-19-21-475063,1045618,93,
1050633,1050681,2025-01-30_12-19-26-540611,1050682,48,
1055740,1055806,2025-01-30_12-19-31-666357,1055807,66,
1060852,1060866,2025-01-30_12-19-36-727077,1060867,14,
1065988,1071117,2025-01-30_12-19-41-910303,1071118,5129,
1071122,1071145,2025-01-30_12-19-47-004522,1071146,23,
1076245,1076283,2025-01-30_12-19-52-136253,1076285,38,
1081364,1081383,2025-01-30_12-19-57-243828,1081385,19,
1086494,1086561,2025-01-30_12-20-02-382116,1086562,67,
1091622,1091655,2025-01-30_12-20-07-516249,1091656,33,
1096749,1096772,2025-01-30_12-20-12-634143,1096774,23,
1101889,1101906,2025-01-30_12-20-17-765780,1101907,17,
1107012,1107106,2025-01-30_12-20-22-926107,1107107,94,
1112146,1112180,2025-01-30_12-20-28-040429,1112182,34,
1117277,1117313,2025-01-30_12-20-33-160344,1117314,36,
1122387,1127514,2025-01-30_12-20-38-304232,1127515,5127,
1127518,1127566,2025-01-30_12-20-43-413304,1127567,48,
1132638,1132658,2025-01-30_12-20-48-516144,1132659,20,
1137765,1137779,2025-01-30_12-20-53-642209,1137780,14,
1142897,1142924,2025-01-30_12-20-58-779091,1142925,27,
1148011,1153151,2025-01-30_12-21-03-991691,1153153,5140,
1153155,1153179,2025-01-30_12-21-09-039124,1153180,24,
1158273,1158287,2025-01-30_12-21-14-151257,1158288,14,
1163396,1163414,2025-01-30_12-21-19-274735,1163416,18,
1168521,1168551,2025-01-30_12-21-24-414059,1168552,30,
1173655,1173672,2025-01-30_12-21-29-535851,1173673,17,
1178773,1178791,2025-01-30_12-21-34-652821,1178792,18,
1183906,1183923,2025-01-30_12-21-39-787546,1183924,17,
1189014,1194146,2025-01-30_12-21-44-919950,1194148,5132,
1194150,1199281,2025-01-30_12-21-50-029205,1199283,5131,
1199285,1199298,2025-01-30_12-21-55-164285,1199299,13,
1204418,1204437,2025-01-30_12-22-00-298222,1204438,19,
1209552,1209589,2025-01-30_12-22-05-438016,1209590,37,
1214681,1214698,2025-01-30_12-22-10-561754,1214703,17,
1219797,1219826,2025-01-30_12-22-15-680724,1219827,29,
1224945,1230067,2025-01-30_12-22-21-061414,1230068,5122,
1230070,1230128,2025-01-30_12-22-25-988690,1230129,58,
1235195,1235233,2025-01-30_12-22-31-092649,1235235,38,
1240306,1240322,2025-01-30_12-22-36-186097,1240325,16,
1245422,1250542,2025-01-30_12-22-41-330323,1250543,5120,
1250545,1250561,2025-01-30_12-22-46-427124,1250566,16,
1255680,1255699,2025-01-30_12-22-51-562504,1255700,19,
1260810,1260824,2025-01-30_12-22-56-691905,1260826,14,
1265931,1265977,2025-01-30_12-23-01-820158,1265979,46,
1271049,1271103,2025-01-30_12-23-06-968452,1271104,54,
1276192,1276207,2025-01-30_12-23-12-075059,1276209,15,
1281299,1281318,2025-01-30_12-23-17-186561,1281322,19,
1286407,1286429,2025-01-30_12-23-22-292994,1286431,22,
1291541,1291562,2025-01-30_12-23-27-429444,1291564,21,
1296648,1296663,2025-01-30_12-23-32-531063,1296666,15,
1301756,1301783,2025-01-30_12-23-37-651368,1301788,27,
1306897,1306913,2025-01-30_12-23-42-779506,1306914,16,
1312004,1317149,2025-01-30_12-23-47-969826,1317151,5145,
1317154,1317168,2025-01-30_12-23-53-037469,1317172,14,
1322259,1322274,2025-01-30_12-23-58-142535,1322279,15,
1327402,1327444,2025-01-30_12-24-03-309788,1327445,42,
1332512,1332532,2025-01-30_12-24-08-401306,1332533,20,
1337618,1337637,2025-01-30_12-24-13-504405,1337638,19,
1342748,1342787,2025-01-30_12-24-18-652631,1342788,39,
1347855,1347877,2025-01-30_12-24-23-746538,1347878,22,
1352963,1358082,2025-01-30_12-24-28-989990,1358084,5119,
1358091,1358176,2025-01-30_12-24-34-027872,1358177,85,
1363201,1363217,2025-01-30_12-24-39-086236,1363222,16,
1368309,1368328,2025-01-30_12-24-44-198256,1368330,19,
1373421,1373441,2025-01-30_12-24-49-306861,1373443,20,
1378559,1378575,2025-01-30_12-24-54-445809,1378579,16,
1383667,1383686,2025-01-30_12-24-59-552530,1383688,19,
1388779,1388796,2025-01-30_12-25-04-666277,1388797,17,
1393907,1393930,2025-01-30_12-25-09-802052,1393931,23,
1399019,1404130,2025-01-30_12-25-15-035832,1404131,5111,
1404139,1404189,2025-01-30_12-25-20-047185,1404191,50,
1409243,1409261,2025-01-30_12-25-25-130258,1409263,18,
1414351,1414364,2025-01-30_12-25-30-236568,1414365,13,
1419470,1424622,2025-01-30_12-25-35-430623,1424623,5152,
1424629,1424647,2025-01-30_12-25-40-520746,1424648,18,
1429735,1429748,2025-01-30_12-25-45-619680,1429749,13,
1434843,1434862,2025-01-30_12-25-50-733086,1434867,19,
1439987,1445121,2025-01-30_12-25-55-970493,1445123,5134,
1445126,1445141,2025-01-30_12-26-01-013095,1445142,15,
1450231,1450246,2025-01-30_12-26-06-117950,1450247,15,
1455338,1455353,2025-01-30_12-26-11-226698,1455355,15,
1460466,1460572,2025-01-30_12-26-16-429463,1465602,106,
1465604,1465618,2025-01-30_12-26-21-492507,1465624,14,
1470712,1470726,2025-01-30_12-26-26-599009,1470731,14,
1475819,1475837,2025-01-30_12-26-31-710325,1475839,18,
1480946,1486057,2025-01-30_12-26-36-879661,1486058,5111,
1486065,1486106,2025-01-30_12-26-41-979842,1486107,41,
1491184,1491199,2025-01-30_12-26-47-073299,1491200,15,
1496308,1496329,2025-01-30_12-26-52-196873,1496330,21,
1501425,1501447,2025-01-30_12-26-57-321652,1501448,22,
1506559,1506581,2025-01-30_12-27-02-457644,1506582,22,
1511694,1511713,2025-01-30_12-27-07-585826,1511714,19,
1516828,1516848,2025-01-30_12-27-12-721906,1516849,20,
1521944,1521995,2025-01-30_12-27-17-834804,1521997,51,
1527072,1527107,2025-01-30_12-27-22-981737,1527111,35,
1532200,1532218,2025-01-30_12-27-28-094593,1532219,18,
1537337,1537351,2025-01-30_12-27-33-227088,1537352,14,
1542448,1547567,2025-01-30_12-27-38-442952,1547568,5119,
1547571,1547612,2025-01-30_12-27-43-483838,1547616,41,
1552676,1552691,2025-01-30_12-27-48-567113,1552695,15,
1557803,1557819,2025-01-30_12-27-53-693118,1557820,16,
1562926,1568043,2025-01-30_12-27-58-879619,1568044,5117,
1568047,1568094,2025-01-30_12-28-03-965426,1568095,47,
1573169,1573188,2025-01-30_12-28-09-065455,1573189,19,
1578288,1578307,2025-01-30_12-28-14-180715,1578308,19,
1583415,1583430,2025-01-30_12-28-19-308336,1583432,15,
1588539,1588626,2025-01-30_12-28-24-505037,1588633,87,
1593658,1593671,2025-01-30_12-28-29-549129,1593672,13,
1598779,1598793,2025-01-30_12-28-34-671495,1598798,14,
1603906,1603922,2025-01-30_12-28-39-798658,1603923,16,
1609015,1609071,2025-01-30_12-28-44-942762,1609072,56,
1614134,1614157,2025-01-30_12-28-50-032646,1614158,23,
1619254,1619275,2025-01-30_12-28-55-151322,1619277,21,
1624385,1624412,2025-01-30_12-29-00-290377,1624413,27,
1629518,1629582,2025-01-30_12-29-05-426196,1629583,64,
1634643,1634661,2025-01-30_12-29-10-538711,1634662,18,
1639774,1639812,2025-01-30_12-29-15-690074,1639813,38,
1644900,1644916,2025-01-30_12-29-20-795628,1644917,16,
1650013,1650050,2025-01-30_12-29-25-929151,1650051,37,
