LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738263922.548331,206708,28623,1,SA,1,100,0.001044
1738263926.214449,210374,29116,1,SA,1,100,0.000376
1738263926.814468,210974,29169,1,SA,1,100,0.000159
1738263927.147479,211307,29314,1,SA,1,100,0.000690
1738263928.480522,212640,29429,1,SA,1,100,0.000169
1738263928.814532,212974,29478,1,SA,1,100,0.000124
1738263929.880567,214040,29639,1,SA,1,100,0.000106
1738263930.680592,214840,29812,1,SA,1,100,0.000402
1738263931.413616,215573,29876,1,SA,1,100,0.000051
1738263932.147639,216307,29995,1,SA,1,100,0.000042
1738263932.480650,216640,30348,1,SA,1,100,0.001463
1738263934.814725,218974,30446,1,SA,1,100,0.000224
1738263936.146768,220306,30636,1,SA,1,100,0.000101
1738263936.679785,220839,30721,1,SA,1,100,0.000098
1738263937.213802,221373,30807,1,SA,1,100,0.000095
1738263937.613815,221773,30985,1,SA,1,100,0.000621
1738263939.746883,223906,31207,1,SA,1,100,0.000095
1738263940.679913,224839,31350,1,SA,1,100,0.000082
1738263941.079926,225239,31414,1,SA,1,100,0.000045
1738263941.279932,225439,31448,1,SA,1,100,0.000093
1738263941.546941,225706,31480,1,SA,1,100,0.000040
1738263942.146960,226306,31599,1,SA,1,100,0.000182
1738263942.813982,226973,31679,1,SA,1,100,0.000048
1738263943.146992,227306,31730,1,SA,1,100,0.000046
1738263943.480003,227639,31843,1,SA,1,100,0.000298
1738263944.080022,228239,31876,1,SA,1,100,0.000044
1738263944.813046,228972,32038,1,SA,1,100,0.000217
1738263945.280061,229439,32102,1,SA,1,100,0.000189
1738263946.946114,231105,32339,1,SA,1,100,0.000091
1738263947.346127,231505,32441,1,SA,1,100,0.000157
1738263947.746140,231905,32711,1,SA,1,100,0.001468
1738263949.546197,233705,32743,1,SA,1,100,0.000052
1738263949.879208,234038,32808,1,SA,1,100,0.000062
1738263950.212219,234371,32887,1,SA,1,100,0.000238
1738263951.679266,235838,33175,1,SA,1,100,0.000491
1738263952.679298,236838,33322,1,SA,1,100,0.000534
1738263953.412321,237571,33371,1,SA,1,100,0.000185
1738263955.345383,239504,33656,1,SA,1,100,0.000047
1738263956.078407,240237,33766,1,SA,1,100,0.000047
1738263956.412418,240571,33815,1,SA,1,100,0.000037
1738263956.745428,240904,33911,1,SA,1,100,0.000231
1738263957.212443,241371,33984,1,SA,1,100,0.000199
1738263957.745460,241904,34032,1,SA,1,100,0.000056
1738263957.945467,242104,34098,1,SA,1,100,0.000168
1738263959.012501,243171,34275,1,SA,1,100,0.000344
1738263959.678522,243837,34401,1,SA,1,100,0.000270
1738263960.412546,244571,34497,1,SA,1,100,0.000283
1738263961.078567,245237,34547,1,SA,1,100,0.000039
1738263961.411578,245570,34611,1,SA,1,100,0.000040
1738263961.611584,245770,34644,1,SA,1,100,0.000044
