TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
246847.000000,1414364.000000,1738263962.688619,1738265130.243068,282,206708,1.65042e+06,1.11.4
