LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738263926.861470,211021.000,29136,2,RD,1,100,TL
1738263926.861470,211021.000,29136,2,RD,1,100,TU
1738263929.421552,213581.000,29943,2,RD,1,100,TL
1738263931.981634,216141.000,29943,2,RD,1,100,TU
1738263934.533216,218692.500,30756,2,RD,1,100,TL
1738263937.084798,221244.000,30756,2,RD,1,100,TU
1738263939.638380,223797.500,31565,2,RD,1,100,TL
1738263942.191962,226351.000,31565,2,RD,1,100,TU
1738263944.751044,228910.000,32376,2,RD,1,100,TL
1738263947.310126,231469.000,32376,2,RD,1,100,TU
1738263949.863708,234022.500,33173,2,RD,1,100,TL
1738263952.417289,236576.000,33173,2,RD,1,100,TU
1738263954.979872,239138.500,33978,2,RD,1,100,TL
1738263957.542454,241701.000,33978,2,RD,1,100,TU
1738263960.109036,244267.500,34793,2,RD,1,100,TL
1738263962.675618,246834.000,34793,2,RD,1,100,TU
1738263965.240201,249398.500,35602,2,RD,1,100,TL
1738263967.804783,251963.000,35602,2,RD,1,100,TU
1738263970.365865,254524.000,36413,2,RD,1,100,TL
1738263972.926947,257085.000,36413,2,RD,1,100,TU
1738263975.490030,259648.000,37220,2,RD,1,100,TL
1738263978.053112,262211.000,37220,2,RD,1,100,TU
1738263980.610194,264768.000,38033,2,RD,1,100,TL
1738263983.167276,267325.000,38033,2,RD,1,100,TU
1738263985.725858,269883.500,38840,2,RD,1,100,TL
1738263988.284440,272442.000,38840,2,RD,1,100,TU
1738263990.843522,275001.000,39647,2,RD,1,100,TL
1738263993.402604,277560.000,39647,2,RD,1,100,TU
1738263995.963186,280120.500,40462,2,RD,1,100,TL
1738263998.523768,282681.000,40462,2,RD,1,100,TU
1738264001.084350,285241.500,41276,2,RD,1,100,TL
1738264003.644933,287802.000,41276,2,RD,1,100,TU
1738264006.211015,290368.000,42084,2,RD,1,100,TL
1738264008.777097,292934.000,42084,2,RD,1,100,TU
1738264011.336179,295493.000,42885,2,RD,1,100,TL
1738264013.895261,298052.000,42885,2,RD,1,100,TU
1738264016.454844,300611.500,43693,2,RD,1,100,TL
1738264019.014426,303171.000,43693,2,RD,1,100,TU
1738264021.576008,305732.500,44499,2,RD,1,100,TL
1738264024.137590,308294.000,44499,2,RD,1,100,TU
1738264026.697172,310853.500,45309,2,RD,1,100,TL
1738264029.256754,313413.000,45309,2,RD,1,100,TU
1738264031.815336,315971.500,46122,2,RD,1,100,TL
1738264034.373918,318530.000,46122,2,RD,1,100,TU
1738264036.938500,321094.500,46924,2,RD,1,100,TL
1738264039.503083,323659.000,46924,2,RD,1,100,TU
1738264042.059665,326215.500,47737,2,RD,1,100,TL
1738264044.616247,328772.000,47737,2,RD,1,100,TU
1738264047.176329,331332.000,48535,2,RD,1,100,TL
1738264049.736411,333892.000,48535,2,RD,1,100,TU
1738264052.296493,336452.000,49343,2,RD,1,100,TL
1738264054.856575,339012.000,49343,2,RD,1,100,TU
1738264057.426658,341582.000,50154,2,RD,1,100,TL
1738264059.996740,344152.000,50154,2,RD,1,100,TU
1738264062.558822,346714.000,50965,2,RD,1,100,TL
1738264065.120904,349276.000,50965,2,RD,1,100,TU
1738264067.683987,351839.000,51782,2,RD,1,100,TL
